idxcell,idycell,idzcell,Temperature
1,1,1,368.0
1,2,1,368.14084507042253
1,3,1,368.28169014084506
1,4,1,368.4225352112676
1,5,1,368.5633802816901
1,6,1,368.7042253521127
1,7,1,368.84507042253523
1,8,1,368.98591549295776
1,9,1,369.1267605633803
1,10,1,369.2676056338028
1,11,1,369.40845070422534
1,12,1,369.5492957746479
1,13,1,369.6901408450704
1,14,1,369.83098591549293
1,15,1,369.9718309859155
1,16,1,370.11267605633805
1,17,1,370.2535211267606
1,18,1,370.3943661971831
1,19,1,370.53521126760563
1,20,1,370.67605633802816
1,21,1,370.8169014084507
1,22,1,370.9577464788732
1,23,1,371.09859154929575
1,24,1,371.23943661971833
1,25,1,371.38028169014086
1,26,1,371.5211267605634
1,27,1,371.6619718309859
1,28,1,371.80281690140845
1,29,1,371.943661971831
1,30,1,372.0845070422535
1,31,1,372.22535211267603
1,32,1,372.3661971830986
1,33,1,372.50704225352115
1,34,1,372.6478873239437
1,35,1,372.7887323943662
1,36,1,372.92957746478874
1,37,1,373.07042253521126
1,38,1,373.2112676056338
1,39,1,373.3521126760563
1,40,1,373.49295774647885
1,41,1,373.6338028169014
1,42,1,373.77464788732397
1,43,1,373.9154929577465
1,44,1,374.056338028169
1,45,1,374.19718309859155
1,46,1,374.3380281690141
1,47,1,374.4788732394366
1,48,1,374.61971830985914
1,49,1,374.76056338028167
1,50,1,374.90140845070425
1,51,1,375.0422535211268
1,52,1,375.1830985915493
1,53,1,375.32394366197184
1,54,1,375.46478873239437
1,55,1,375.6056338028169
1,56,1,375.7464788732394
1,57,1,375.88732394366195
1,58,1,376.0281690140845
1,59,1,376.16901408450707
1,60,1,376.3098591549296
1,61,1,376.4507042253521
1,62,1,376.59154929577466
1,63,1,376.7323943661972
1,64,1,376.8732394366197
1,65,1,377.01408450704224
1,66,1,377.15492957746477
1,67,1,377.2957746478873
1,68,1,377.4366197183099
1,69,1,377.5774647887324
1,70,1,377.71830985915494
1,71,1,377.85915492957747
1,72,1,378.0
