idxcell,idycell,idzcell,Temperature
1,1,1,295.0
1,2,1,295.4761904761905
1,3,1,295.95238095238096
1,4,1,296.42857142857144
1,5,1,296.9047619047619
1,6,1,297.3809523809524
1,7,1,297.85714285714283
1,8,1,298.3333333333333
1,9,1,298.8095238095238
1,10,1,299.2857142857143
1,11,1,299.76190476190476
1,12,1,300.23809523809524
1,13,1,300.7142857142857
1,14,1,301.1904761904762
1,15,1,301.6666666666667
1,16,1,302.14285714285717
1,17,1,302.6190476190476
1,18,1,303.0952380952381
1,19,1,303.57142857142856
1,20,1,304.04761904761904
1,21,1,304.5238095238095
1,22,1,305.0
