idxcell,idycell,idzcell,Temperature
1,1,1,370.5
1,2,1,370.67241379310343
1,3,1,370.8448275862069
1,4,1,371.01724137931035
1,5,1,371.1896551724138
1,6,1,371.36206896551727
1,7,1,371.5344827586207
1,8,1,371.7068965517241
1,9,1,371.87931034482756
1,10,1,372.05172413793105
1,11,1,372.2241379310345
1,12,1,372.3965517241379
1,13,1,372.5689655172414
1,14,1,372.7413793103448
1,15,1,372.91379310344826
1,16,1,373.08620689655174
1,17,1,373.2586206896552
1,18,1,373.4310344827586
1,19,1,373.6034482758621
1,20,1,373.7758620689655
1,21,1,373.94827586206895
1,22,1,374.12068965517244
1,23,1,374.2931034482759
1,24,1,374.4655172413793
1,25,1,374.63793103448273
1,26,1,374.8103448275862
1,27,1,374.98275862068965
1,28,1,375.1551724137931
1,29,1,375.32758620689657
1,30,1,375.5
