idxcell,idycell,idzcell,Temperature
1,1,1,368.0
1,2,1,368.08849557522126
1,3,1,368.17699115044246
1,4,1,368.2654867256637
1,5,1,368.353982300885
1,6,1,368.4424778761062
1,7,1,368.53097345132744
1,8,1,368.6194690265487
1,9,1,368.7079646017699
1,10,1,368.79646017699116
1,11,1,368.88495575221236
1,12,1,368.9734513274336
1,13,1,369.0619469026549
1,14,1,369.1504424778761
1,15,1,369.23893805309734
1,16,1,369.3274336283186
1,17,1,369.4159292035398
1,18,1,369.50442477876106
1,19,1,369.5929203539823
1,20,1,369.6814159292035
1,21,1,369.7699115044248
1,22,1,369.85840707964604
1,23,1,369.94690265486724
1,24,1,370.0353982300885
1,25,1,370.12389380530976
1,26,1,370.21238938053096
1,27,1,370.3008849557522
1,28,1,370.3893805309734
1,29,1,370.4778761061947
1,30,1,370.56637168141594
1,31,1,370.65486725663715
1,32,1,370.7433628318584
1,33,1,370.83185840707966
1,34,1,370.92035398230087
1,35,1,371.0088495575221
1,36,1,371.0973451327434
1,37,1,371.1858407079646
1,38,1,371.27433628318585
1,39,1,371.3628318584071
1,40,1,371.4513274336283
1,41,1,371.53982300884957
1,42,1,371.62831858407077
1,43,1,371.716814159292
1,44,1,371.8053097345133
1,45,1,371.8938053097345
1,46,1,371.98230088495575
1,47,1,372.070796460177
1,48,1,372.1592920353982
1,49,1,372.24778761061947
1,50,1,372.3362831858407
1,51,1,372.42477876106193
1,52,1,372.5132743362832
1,53,1,372.60176991150445
1,54,1,372.69026548672565
1,55,1,372.7787610619469
1,56,1,372.86725663716817
1,57,1,372.95575221238937
1,58,1,373.04424778761063
1,59,1,373.13274336283183
1,60,1,373.2212389380531
1,61,1,373.30973451327435
1,62,1,373.39823008849555
1,63,1,373.4867256637168
1,64,1,373.57522123893807
1,65,1,373.6637168141593
1,66,1,373.75221238938053
1,67,1,373.8407079646018
1,68,1,373.929203539823
1,69,1,374.01769911504425
1,70,1,374.1061946902655
1,71,1,374.1946902654867
1,72,1,374.283185840708
1,73,1,374.37168141592923
1,74,1,374.46017699115043
1,75,1,374.5486725663717
1,76,1,374.6371681415929
1,77,1,374.72566371681415
1,78,1,374.8141592920354
1,79,1,374.9026548672566
1,80,1,374.9911504424779
1,81,1,375.07964601769913
1,82,1,375.16814159292034
1,83,1,375.2566371681416
1,84,1,375.34513274336285
1,85,1,375.43362831858406
1,86,1,375.5221238938053
1,87,1,375.6106194690266
1,88,1,375.6991150442478
1,89,1,375.78761061946904
1,90,1,375.87610619469024
1,91,1,375.9646017699115
1,92,1,376.05309734513276
1,93,1,376.14159292035396
1,94,1,376.2300884955752
1,95,1,376.3185840707965
1,96,1,376.4070796460177
1,97,1,376.49557522123894
1,98,1,376.5840707964602
1,99,1,376.6725663716814
1,100,1,376.76106194690266
1,101,1,376.8495575221239
1,102,1,376.9380530973451
1,103,1,377.0265486725664
1,104,1,377.11504424778764
1,105,1,377.20353982300884
1,106,1,377.2920353982301
1,107,1,377.3805309734513
1,108,1,377.46902654867256
1,109,1,377.5575221238938
1,110,1,377.646017699115
1,111,1,377.7345132743363
1,112,1,377.82300884955754
1,113,1,377.91150442477874
1,114,1,378.0
