label,sweep_param,param_value,T_K,kappa_p_W_mK
Si3N4,A_U,5.623413251903491e-45,300,0.5155522520808831
Si3N4,A_U,5.623413251903491e-45,400,0.5340660713301704
Si3N4,A_U,5.623413251903491e-45,500,0.5433157717123156
Si3N4,A_U,1e-44,200,0.471354746376213
Si3N4,A_U,1e-44,300,0.5155522520808831
Si3N4,A_U,1e-44,400,0.5340660713301704
Si3N4,A_U,1e-44,500,0.5433157717123156
Si3N4,A_U,1.7782794100389228e-44,200,0.471354746376213
Si3N4,A_U,1.7782794100389228e-44,300,0.5155522520808831
Si3N4,A_U,1.7782794100389228e-44,400,0.5340660713301704
Si3N4,A_U,1.7782794100389228e-44,500,0.5433157717123156
Si3N4,A_U,3.162277660168379e-44,200,0.471354746376213
Si3N4,A_U,3.162277660168379e-44,300,0.5155522520808831
Si3N4,A_U,3.162277660168379e-44,400,0.5340660713301704
Si3N4,A_U,3.162277660168379e-44,500,0.5433157717123156
Si3N4,A_U,5.623413251903491e-44,200,0.471354746376213
Si3N4,A_U,5.623413251903491e-44,300,0.5155522520808831
Si3N4,A_U,5.623413251903491e-44,400,0.5340660713301704
Si3N4,A_U,5.623413251903491e-44,500,0.5433157717123156
Si3N4,A_U,1e-43,200,0.471354746376213
Si3N4,A_U,1e-43,300,0.5155522520808831
Si3N4,A_U,1e-43,400,0.5340660713301704
Si3N4,A_U,1e-43,500,0.5433157717123156
Si3N4,A_U,1.7782794100389228e-43,200,0.471354746376213
Si3N4,A_U,1.7782794100389228e-43,300,0.5155522520808831
Si3N4,A_U,1.7782794100389228e-43,400,0.5340660713301704
Si3N4,A_U,1.7782794100389228e-43,500,0.5433157717123156
Si3N4,A_U,3.162277660168379e-43,200,0.471354746376213
Si3N4,A_U,3.162277660168379e-43,300,0.5155522520808831
Si3N4,A_U,3.162277660168379e-43,400,0.5340660713301704
Si3N4,A_U,3.162277660168379e-43,500,0.5433157717123156
Si3N4,A_U,5.623413251903491e-43,200,0.471354746376213
Si3N4,A_U,5.623413251903491e-43,300,0.5155522520808831
Si3N4,A_U,5.623413251903491e-43,400,0.5340660713301704
Si3N4,A_U,5.623413251903491e-43,500,0.5433157717123156
Si3N4,A_U,1e-42,200,0.471354746376213
Si3N4,A_U,1e-42,300,0.5155522520808831
Si3N4,A_U,1e-42,400,0.5340660713301704
Si3N4,A_U,1e-42,500,0.5433157717123156
HfO2,L_eff,1e-09,200,0.46858427446659734
HfO2,L_eff,1e-09,300,0.5047630133433885
HfO2,L_eff,1e-09,400,0.5186848206270555
HfO2,L_eff,1e-09,500,0.5253743285158059
HfO2,L_eff,1.584893192461111e-09,200,0.5389569288677167
HfO2,L_eff,1.584893192461111e-09,300,0.5777271383368279
HfO2,L_eff,1.584893192461111e-09,400,0.5926046520029868
HfO2,L_eff,1.584893192461111e-09,500,0.5997456870432973
HfO2,L_eff,2.511886431509582e-09,200,0.6053281277381328
HfO2,L_eff,2.511886431509582e-09,300,0.6462297499301175
HfO2,L_eff,2.511886431509582e-09,400,0.6618892178072946
HfO2,L_eff,2.511886431509582e-09,500,0.6693989296915719
HfO2,L_eff,3.981071705534969e-09,200,0.6641278751455897
HfO2,L_eff,3.981071705534969e-09,300,0.7067075269629184
HfO2,L_eff,3.981071705534969e-09,400,0.7229800639837136
HfO2,L_eff,3.981071705534969e-09,500,0.7307783525755802
HfO2,L_eff,6.309573444801943e-09,200,0.71291362513941
HfO2,L_eff,6.309573444801943e-09,300,0.7567571967801793
HfO2,L_eff,6.309573444801943e-09,400,0.7734900442629484
HfO2,L_eff,6.309573444801943e-09,500,0.7815047333225673
HfO2,L_eff,1e-08,200,0.7509174554213278
HfO2,L_eff,1e-08,300,0.7956741776195907
HfO2,L_eff,1e-08,400,0.8127388132362766
HfO2,L_eff,1e-08,500,0.8209093384781945
HfO2,L_eff,1.5848931924611143e-08,200,0.7789195270005311
HfO2,L_eff,1.5848931924611143e-08,300,0.8243124600445819
HfO2,L_eff,1.5848931924611143e-08,400,0.8416078773275448
HfO2,L_eff,1.5848931924611143e-08,500,0.8498867267179415
HfO2,L_eff,2.511886431509582e-08,200,0.798636131472414
HfO2,L_eff,2.511886431509582e-08,300,0.8444595129284942
HfO2,L_eff,2.511886431509582e-08,400,0.8619108952936454
HfO2,L_eff,2.511886431509582e-08,500,0.8702629186266944
HfO2,L_eff,3.981071705534969e-08,200,0.8120464971002145
HfO2,L_eff,3.981071705534969e-08,300,0.8581547192989675
HfO2,L_eff,3.981071705534969e-08,400,0.8757092297569224
HfO2,L_eff,3.981071705534969e-08,500,0.8841096230066732
HfO2,L_eff,6.30957344480193e-08,200,0.8209426492135036
HfO2,L_eff,6.30957344480193e-08,300,0.8672363817389682
HfO2,L_eff,6.30957344480193e-08,400,0.8848580234643604
HfO2,L_eff,6.30957344480193e-08,500,0.8932898968916678
HfO2,L_eff,1e-07,200,0.8267430695761515
HfO2,L_eff,1e-07,300,0.8731563027666255
HfO2,L_eff,1e-07,400,0.890821174517864
HfO2,L_eff,1e-07,500,0.8992733173962668
HfO2,L_eff,1.584893192461114e-07,200,0.8304814257591145
HfO2,L_eff,1.584893192461114e-07,300,0.8769710751304234
HfO2,L_eff,1.584893192461114e-07,400,0.8946635850645498
HfO2,L_eff,1.584893192461114e-07,500,0.903128685707674
HfO2,L_eff,2.5118864315095823e-07,200,0.8328724998550181
HfO2,L_eff,2.5118864315095823e-07,300,0.8794107799320412
HfO2,L_eff,2.5118864315095823e-07,400,0.897120876252278
HfO2,L_eff,2.5118864315095823e-07,500,0.9055942215846029
HfO2,L_eff,3.981071705534969e-07,200,0.8343943158701799
HfO2,L_eff,3.981071705534969e-07,300,0.8809634480016424
HfO2,L_eff,3.981071705534969e-07,400,0.8986847004414344
HfO2,L_eff,3.981071705534969e-07,500,0.9071632757085203
HfO2,L_eff,6.309573444801942e-07,200,0.8353598241592742
HfO2,L_eff,6.309573444801942e-07,300,0.8819484902836696
HfO2,L_eff,6.309573444801942e-07,400,0.8996768058446858
HfO2,L_eff,6.309573444801942e-07,500,0.9081586921983066
HfO2,L_eff,1e-06,200,0.8359711500093219
HfO2,L_eff,1e-06,300,0.8825721683704449
HfO2,L_eff,1e-06,400,0.9003049501133455
HfO2,L_eff,1e-06,500,0.9087889301186367
HfO2,L_eff,1.584893192461114e-06,200,0.8363577237135443
HfO2,L_eff,1.584893192461114e-06,300,0.8829665466525083
HfO2,L_eff,1.584893192461114e-06,400,0.90070215022535
HfO2,L_eff,1.584893192461114e-06,500,0.9091874530336135
HfO2,L_eff,2.5118864315095823e-06,200,0.8366019760686507
HfO2,L_eff,2.5118864315095823e-06,300,0.8832157276918987
HfO2,L_eff,2.5118864315095823e-06,400,0.9009531132597989
HfO2,L_eff,2.5118864315095823e-06,500,0.9094392514180757
HfO2,L_eff,3.981071705534969e-06,200,0.8367562248746239
HfO2,L_eff,3.981071705534969e-06,300,0.8833730880136207
HfO2,L_eff,3.981071705534969e-06,400,0.9011115985588174
HfO2,L_eff,3.981071705534969e-06,500,0.9095982640735555
HfO2,L_eff,6.309573444801943e-06,200,0.8368536035049561
HfO2,L_eff,6.309573444801943e-06,300,0.8834724305656266
HfO2,L_eff,6.309573444801943e-06,400,0.901211651168383
HfO2,L_eff,6.309573444801943e-06,500,0.9096986495366287
HfO2,L_eff,1e-05,200,0.836915066868618
HfO2,L_eff,1e-05,300,0.8835351333541622
HfO2,L_eff,1e-05,400,0.9012748020705026
HfO2,L_eff,1e-05,500,0.9097620105005586
HfO2,A_0,100000000.0,200,1.221785868742705
HfO2,A_0,100000000.0,300,1.2743302304570534
HfO2,A_0,100000000.0,400,1.294199113925963
HfO2,A_0,100000000.0,500,1.3036820985766209
HfO2,A_0,199526231.49688828,200,1.2216626050717654
HfO2,A_0,199526231.49688828,300,1.2742055161891508
HfO2,A_0,199526231.49688828,400,1.294073881237723
HfO2,A_0,199526231.49688828,500,1.3035566239747176
HfO2,A_0,398107170.5534969,200,1.2214168072153848
HfO2,A_0,398107170.5534969,300,1.2739568250525146
HfO2,A_0,398107170.5534969,400,1.293824156084469
HfO2,A_0,398107170.5534969,500,1.3033064163111814
HfO2,A_0,794328234.7242821,200,1.2209269542943582
HfO2,A_0,794328234.7242821,300,1.273461203418143
HfO2,A_0,794328234.7242821,400,1.29332647277863
HfO2,A_0,794328234.7242821,500,1.3028077709503798
HfO2,A_0,1584893192.4611108,200,1.2199518637066578
HfO2,A_0,1584893192.4611108,300,1.2724746191720921
HfO2,A_0,1584893192.4611108,400,1.292335780766213
HfO2,A_0,1584893192.4611108,500,1.3018151620846166
HfO2,A_0,3162277660.1683793,200,1.2180153761516246
HfO2,A_0,3162277660.1683793,300,1.2705152638590445
HfO2,A_0,3162277660.1683793,400,1.2903682523896303
HfO2,A_0,3162277660.1683793,500,1.2998438197714992
HfO2,A_0,6309573444.801943,200,1.2141872258897335
HfO2,A_0,6309573444.801943,300,1.2666417429802599
HfO2,A_0,6309573444.801943,400,1.2864785147743332
HfO2,A_0,6309573444.801943,500,1.2959465144747322
HfO2,A_0,12589254117.941662,200,1.2066873398370217
HfO2,A_0,12589254117.941662,300,1.2590523316652802
HfO2,A_0,12589254117.941662,400,1.2788571006012255
HfO2,A_0,12589254117.941662,500,1.288310165154246
HfO2,A_0,25118864315.09582,200,1.1922462966918568
HfO2,A_0,25118864315.09582,300,1.2444364935176377
HfO2,A_0,25118864315.09582,400,1.2641787626103882
HfO2,A_0,25118864315.09582,500,1.273602656815537
HfO2,A_0,50118723362.72715,200,1.1653222477308618
HfO2,A_0,50118723362.72715,300,1.217177827425036
HfO2,A_0,50118723362.72715,400,1.2368003936634033
HfO2,A_0,50118723362.72715,500,1.2461684089120404
HfO2,A_0,100000000000.0,200,1.1178847682865225
HfO2,A_0,100000000000.0,300,1.1691216637738
HfO2,A_0,100000000000.0,400,1.1885227094349782
HfO2,A_0,100000000000.0,500,1.1977872794159783
HfO2,A_0,199526231496.88828,200,1.0414933916928844
HfO2,A_0,199526231496.88828,300,1.0916484040507823
HfO2,A_0,199526231496.88828,400,1.1106614541951374
HfO2,A_0,199526231496.88828,500,1.119744723656353
HfO2,A_0,398107170553.49695,200,0.9328139444875456
HfO2,A_0,398107170553.49695,300,0.981218636974635
HfO2,A_0,398107170553.49695,400,0.9996022471555617
HfO2,A_0,398107170553.49695,500,1.0083910776923013
HfO2,A_0,794328234724.2821,200,0.7987420362692885
HfO2,A_0,794328234724.2821,300,0.8445615788315362
HfO2,A_0,794328234724.2821,400,0.8620115085487425
HfO2,A_0,794328234724.2821,500,0.8703628389297796
HfO2,A_0,1584893192461.1108,200,0.654261177179373
HfO2,A_0,1584893192461.1108,300,0.6965881091056654
HfO2,A_0,1584893192461.1108,400,0.7127686589028969
HfO2,A_0,1584893192461.1108,500,0.7205237122621756
HfO2,A_0,3162277660168.3794,200,0.514477157708052
HfO2,A_0,3162277660168.3794,300,0.5524297324164176
HfO2,A_0,3162277660168.3794,400,0.5670069237959809
HfO2,A_0,3162277660168.3794,500,0.5740062966816084
HfO2,A_0,6309573444801.942,200,0.38918313946619953
HfO2,A_0,6309573444801.942,300,0.42198466782587285
HfO2,A_0,6309573444801.942,400,0.4346537120093153
HfO2,A_0,6309573444801.942,500,0.440749982867631
HfO2,A_0,12589254117941.662,200,0.28270782491538377
HfO2,A_0,12589254117941.662,300,0.3097709058807986
HfO2,A_0,12589254117941.662,400,0.3202878251240926
HfO2,A_0,12589254117941.662,500,0.32536054778084667
HfO2,A_0,25118864315095.72,200,0.19605152291542555
HfO2,A_0,25118864315095.72,300,0.2170990015648926
HfO2,A_0,25118864315095.72,400,0.22532968689568003
HfO2,A_0,25118864315095.72,500,0.22930936475934804
HfO2,A_0,50118723362727.15,200,0.12871382609171828
HfO2,A_0,50118723362727.15,300,0.1439283275399158
HfO2,A_0,50118723362727.15,400,0.14991305222668616
HfO2,A_0,50118723362727.15,500,0.15281340068590255
HfO2,A_0,100000000000000.0,200,0.07944092510669538
HfO2,A_0,100000000000000.0,300,0.0895534290863061
HfO2,A_0,100000000000000.0,400,0.0935508855627803
HfO2,A_0,100000000000000.0,500,0.09549188329775887
HfO2,A_U,1e-47,200,0.7509174554213278
HfO2,A_U,1e-47,300,0.7956741776195907
HfO2,A_U,1e-47,400,0.8127388132362766
HfO2,A_U,1e-47,500,0.8209093384781945
HfO2,A_U,1.7782794100389229e-47,200,0.7509174554213278
HfO2,A_U,1.7782794100389229e-47,300,0.7956741776195907
HfO2,A_U,1.7782794100389229e-47,400,0.8127388132362766
HfO2,A_U,1.7782794100389229e-47,500,0.8209093384781945
HfO2,A_U,3.162277660168379e-47,200,0.7509174554213278
HfO2,A_U,3.162277660168379e-47,300,0.7956741776195907
HfO2,A_U,3.162277660168379e-47,400,0.8127388132362766
HfO2,A_U,3.162277660168379e-47,500,0.8209093384781945
HfO2,A_U,5.623413251903491e-47,200,0.7509174554213278
HfO2,A_U,5.623413251903491e-47,300,0.7956741776195907
HfO2,A_U,5.623413251903491e-47,400,0.8127388132362766
HfO2,A_U,5.623413251903491e-47,500,0.8209093384781945
HfO2,A_U,1e-46,200,0.7509174554213278
HfO2,A_U,1e-46,300,0.7956741776195907
HfO2,A_U,1e-46,400,0.8127388132362766
HfO2,A_U,1e-46,500,0.8209093384781945
HfO2,A_U,1.7782794100389227e-46,200,0.7509174554213278
HfO2,A_U,1.7782794100389227e-46,300,0.7956741776195907
HfO2,A_U,1.7782794100389227e-46,400,0.8127388132362766
HfO2,A_U,1.7782794100389227e-46,500,0.8209093384781945
HfO2,A_U,3.1622776601683793e-46,200,0.7509174554213278
HfO2,A_U,3.1622776601683793e-46,300,0.7956741776195907
HfO2,A_U,3.1622776601683793e-46,400,0.8127388132362766
HfO2,A_U,3.1622776601683793e-46,500,0.8209093384781945
HfO2,A_U,5.6234132519034906e-46,200,0.7509174554213278
HfO2,A_U,5.6234132519034906e-46,300,0.7956741776195907
HfO2,A_U,5.6234132519034906e-46,400,0.8127388132362766
HfO2,A_U,5.6234132519034906e-46,500,0.8209093384781945
HfO2,A_U,1e-45,200,0.7509174554213278
HfO2,A_U,1e-45,300,0.7956741776195907
HfO2,A_U,1e-45,400,0.8127388132362766
HfO2,A_U,1e-45,500,0.8209093384781945
HfO2,A_U,1.7782794100389227e-45,200,0.7509174554213278
HfO2,A_U,1.7782794100389227e-45,300,0.7956741776195907
HfO2,A_U,1.7782794100389227e-45,400,0.8127388132362766
HfO2,A_U,1.7782794100389227e-45,500,0.8209093384781945
HfO2,A_U,3.162277660168379e-45,200,0.7509174554213278
HfO2,A_U,3.162277660168379e-45,300,0.7956741776195907
HfO2,A_U,3.162277660168379e-45,400,0.8127388132362766
HfO2,A_U,3.162277660168379e-45,500,0.8209093384781945
HfO2,A_U,5.623413251903491e-45,200,0.7509174554213278
HfO2,A_U,5.623413251903491e-45,300,0.7956741776195907
HfO2,A_U,5.623413251903491e-45,400,0.8127388132362766
HfO2,A_U,5.623413251903491e-45,500,0.8209093384781945
HfO2,A_U,1e-44,200,0.7509174554213278
HfO2,A_U,1e-44,300,0.7956741776195907
HfO2,A_U,1e-44,400,0.8127388132362766
HfO2,A_U,1e-44,500,0.8209093384781945
HfO2,A_U,1.7782794100389228e-44,200,0.7509174554213278
HfO2,A_U,1.7782794100389228e-44,300,0.7956741776195907
HfO2,A_U,1.7782794100389228e-44,400,0.8127388132362766
HfO2,A_U,1.7782794100389228e-44,500,0.8209093384781945
HfO2,A_U,3.162277660168379e-44,200,0.7509174554213278
HfO2,A_U,3.162277660168379e-44,300,0.7956741776195907
HfO2,A_U,3.162277660168379e-44,400,0.8127388132362766
HfO2,A_U,3.162277660168379e-44,500,0.8209093384781945
HfO2,A_U,5.623413251903491e-44,200,0.7509174554213278
HfO2,A_U,5.623413251903491e-44,300,0.7956741776195907
HfO2,A_U,5.623413251903491e-44,400,0.8127388132362766
HfO2,A_U,5.623413251903491e-44,500,0.8209093384781945
HfO2,A_U,1e-43,200,0.7509174554213278
HfO2,A_U,1e-43,300,0.7956741776195907
HfO2,A_U,1e-43,400,0.8127388132362766
HfO2,A_U,1e-43,500,0.8209093384781945
HfO2,A_U,1.7782794100389228e-43,200,0.7509174554213278
HfO2,A_U,1.7782794100389228e-43,300,0.7956741776195907
HfO2,A_U,1.7782794100389228e-43,400,0.8127388132362766
HfO2,A_U,1.7782794100389228e-43,500,0.8209093384781945
HfO2,A_U,3.162277660168379e-43,200,0.7509174554213278
HfO2,A_U,3.162277660168379e-43,300,0.7956741776195907
HfO2,A_U,3.162277660168379e-43,400,0.8127388132362766
HfO2,A_U,3.162277660168379e-43,500,0.8209093384781945
HfO2,A_U,5.623413251903491e-43,200,0.7509174554213278
HfO2,A_U,5.623413251903491e-43,300,0.7956741776195907
HfO2,A_U,5.623413251903491e-43,400,0.8127388132362766
HfO2,A_U,5.623413251903491e-43,500,0.8209093384781945
HfO2,A_U,1e-42,200,0.7509174554213278
HfO2,A_U,1e-42,300,0.7956741776195907
HfO2,A_U,1e-42,400,0.8127388132362766
HfO2,A_U,1e-42,500,0.8209093384781945
