idxcell,idycell,idzcell,Temperature
1,1,1,368.0
1,2,1,368.17543859649123
1,3,1,368.35087719298247
1,4,1,368.5263157894737
1,5,1,368.70175438596493
1,6,1,368.87719298245617
1,7,1,369.05263157894734
1,8,1,369.2280701754386
1,9,1,369.4035087719298
1,10,1,369.57894736842104
1,11,1,369.7543859649123
1,12,1,369.9298245614035
1,13,1,370.10526315789474
1,14,1,370.280701754386
1,15,1,370.4561403508772
1,16,1,370.63157894736844
1,17,1,370.8070175438597
1,18,1,370.9824561403509
1,19,1,371.1578947368421
1,20,1,371.3333333333333
1,21,1,371.50877192982455
1,22,1,371.6842105263158
1,23,1,371.859649122807
1,24,1,372.03508771929825
1,25,1,372.2105263157895
1,26,1,372.3859649122807
1,27,1,372.56140350877195
1,28,1,372.7368421052632
1,29,1,372.9122807017544
1,30,1,373.0877192982456
1,31,1,373.2631578947368
1,32,1,373.43859649122805
1,33,1,373.6140350877193
1,34,1,373.7894736842105
1,35,1,373.96491228070175
1,36,1,374.140350877193
1,37,1,374.3157894736842
1,38,1,374.49122807017545
1,39,1,374.6666666666667
1,40,1,374.8421052631579
1,41,1,375.0175438596491
1,42,1,375.1929824561403
1,43,1,375.36842105263156
1,44,1,375.5438596491228
1,45,1,375.719298245614
1,46,1,375.89473684210526
1,47,1,376.0701754385965
1,48,1,376.2456140350877
1,49,1,376.42105263157896
1,50,1,376.5964912280702
1,51,1,376.7719298245614
1,52,1,376.94736842105266
1,53,1,377.12280701754383
1,54,1,377.29824561403507
1,55,1,377.4736842105263
1,56,1,377.64912280701753
1,57,1,377.82456140350877
1,58,1,378.0
