idxcell,idycell,idzcell,Tinit
3,75,2,325.21721576749997
4,75,2,323.44018057325
5,75,2,321.65187860125
6,75,2,319.86399660200004
7,75,2,318.97061831175
1,76,2,327.83814963875
2,76,2,326.9671119675
3,76,2,325.21337101775003
4,76,2,323.43594466275
5,76,2,321.64786058637503
6,76,2,319.861912389375
7,76,2,318.96932519225004
1,77,2,327.8367939315
2,77,2,326.965893682
3,77,2,325.2126805585
4,77,2,323.43507302475
5,77,2,321.64701516375
6,77,2,319.86162125100003
7,77,2,318.9689905395
1,1,3,327.985050055
2,1,3,327.1202581675
3,1,3,325.38228325575
4,1,3,323.62647108625
5,1,3,321.861858369
6,1,3,320.0974552785
7,1,3,319.21503576
1,2,3,327.98662519125
2,2,3,327.1221852905
3,2,3,325.384268721
4,2,3,323.62788396150006
5,2,3,321.862316142125
6,2,3,320.097506898875
7,2,3,319.21535738425
1,3,3,327.9924680875
2,3,3,327.12812110824996
3,3,3,325.38999384325
4,3,3,323.632767539
5,3,3,321.864801817625
6,3,3,320.09844904925
7,3,3,319.21661598375
1,4,3,328.00366748675003
2,4,3,327.13881262875
3,4,3,325.39991144025
4,4,3,323.64143566325004
5,4,3,321.870589370625
6,4,3,320.101652552625
7,4,3,319.21913258075
1,5,3,328.0201152785
2,5,3,327.15489902612495
3,5,3,325.41465205425
4,5,3,323.65366975275003
5,5,3,321.879935096375
6,5,3,320.10756460925
7,5,3,319.2229771965
1,6,3,328.0419241805
2,6,3,327.177009820125
3,6,3,325.43501904225
4,6,3,323.670630120125
5,6,3,321.893497976125
6,6,3,320.11593026775
7,6,3,319.22818219875
1,7,3,328.069369901
2,7,3,327.205774362
3,7,3,325.463070640875
4,7,3,323.694948119875
5,7,3,321.91290010050005
6,7,3,320.12732591074996
7,7,3,319.2347854015
1,8,3,328.102466935
2,8,3,327.241002075125
3,8,3,325.500847696
4,8,3,323.73051423925
5,8,3,321.94064945625
6,8,3,320.142623754625
7,8,3,319.2428188985
1,9,3,328.14111488875
2,9,3,327.28299470137495
3,9,3,325.548574324625
4,9,3,323.778349604125
5,9,3,321.97880865625007
6,9,3,320.16273456725
7,9,3,319.252276895
1,10,3,328.1852856215
2,10,3,327.33395310712496
3,10,3,325.608809662625
4,10,3,323.83841334612504
5,10,3,322.02757442662505
6,10,3,320.188244155625
7,10,3,319.26316741775
1,11,3,328.23505034799996
2,11,3,327.39479679875
3,11,3,325.685365601
4,11,3,323.91544831
5,11,3,322.088899894875
6,11,3,320.21929743987494
7,11,3,319.2755037575
1,12,3,328.29052965575
2,12,3,327.466710670125
3,12,3,325.780456278
4,12,3,324.013469639
5,12,3,322.16689935424995
6,12,3,320.25710696399995
7,12,3,319.289333626
1,13,3,328.35214144525
2,13,3,327.5497503275
3,13,3,325.895471389625
4,13,3,324.1345450955
5,13,3,322.26405664925
6,13,3,320.303682914375
7,13,3,319.30475915175
1,14,3,328.4200230655
2,14,3,327.645555900625
3,14,3,326.035876578875
4,14,3,324.286367476125
5,14,3,322.38521312599994
6,14,3,320.3600953565
7,14,3,319.32183499124994
1,15,3,328.49402481975
2,15,3,327.7597448335
3,15,3,326.212019476
4,15,3,324.4785069035
5,15,3,322.53801119812505
6,15,3,320.42911218462496
7,15,3,319.34064167525
1,16,3,328.5747399075
2,16,3,327.89712665825
3,16,3,326.43611731162497
4,16,3,324.724699670875
5,16,3,322.735711633
6,16,3,320.5180999755
7,16,3,319.3614548125
1,17,3,328.66270622449997
2,17,3,328.062620643875
3,17,3,326.71882423525
4,17,3,325.039820605375
5,17,3,322.99412735525004
6,17,3,320.634093872375
7,17,3,319.38446083775
1,18,3,328.75804982975
2,18,3,328.27261005925004
3,18,3,327.0882186085
4,18,3,325.447206186625
5,18,3,323.3285147710001
6,18,3,320.780823126625
7,18,3,319.40976215625
1,19,3,328.86116495575
2,19,3,328.528847117125
3,19,3,327.556037039625
4,19,3,325.964289524625
5,19,3,323.752446254625
6,19,3,320.9647838925
7,19,3,319.43770952425
1,20,3,328.972784687
2,20,3,328.82845249724994
3,20,3,328.13852342075006
4,20,3,326.62305687187495
5,20,3,324.285359904875
6,20,3,321.1931802055
7,20,3,319.468827811
1,21,3,329.0938714515
2,21,3,329.215244389375
3,21,3,328.88683022
4,21,3,327.439808892
5,21,3,324.94622894675
6,21,3,321.476850925625
7,21,3,319.503818629
1,22,3,329.22589145175
2,22,3,329.700251783125
3,22,3,329.808680077625
4,22,3,328.411967243625
5,22,3,325.7617363255
6,22,3,321.84320286450003
7,22,3,319.54411952450005
1,23,3,329.53391091525
2,23,3,330.3228876945
3,23,3,330.8164013385
4,23,3,329.483140392625
5,23,3,326.70783749812495
6,23,3,322.282881701625
7,23,3,319.595430989
1,24,3,329.68497231074997
2,24,3,330.80385513237496
3,24,3,331.7176692695
4,24,3,330.52451733762496
5,24,3,327.74839369925
6,24,3,323.106298525625
7,24,3,320.252243743
1,25,3,329.6433749325
2,25,3,331.01228065325
3,25,3,332.32598508424996
4,25,3,331.38144464424994
5,25,3,328.78662938099995
6,25,3,324.42075943724996
7,25,3,321.76036560650005
1,26,3,329.7292055065
2,26,3,331.118516037125
3,26,3,332.633774541125
4,26,3,332.015741681
5,26,3,329.67718547900006
6,26,3,325.634353877875
7,26,3,323.1860976452501
1,27,3,329.8045537065
2,27,3,331.1563380595
3,27,3,332.79513799175
4,27,3,332.475562315375
5,27,3,330.361789668875
6,27,3,326.48312774050004
7,27,3,324.111647203
1,28,3,329.873080383
2,28,3,331.192024484375
3,28,3,332.895737000625
4,28,3,332.75301800050005
5,28,3,330.80834154300004
6,28,3,327.077568173875
7,28,3,324.76398384724996
1,29,3,329.93535637575
2,29,3,331.227092736625
3,29,3,332.94204886125
4,29,3,332.879651296625
5,29,3,331.04095836825
6,29,3,327.45864219975
7,29,3,325.22940163124997
1,30,3,329.99176161825
2,30,3,331.262260062875
3,30,3,332.945113687875
4,30,3,332.925320570125
5,30,3,331.189889308
6,30,3,327.72431367825
7,30,3,325.5620210125
1,31,3,330.04213487175
2,31,3,331.28644271475
3,31,3,332.944657005375
4,31,3,332.94677007525
5,31,3,331.28459229249995
6,31,3,327.91920501925
7,31,3,325.804202151
1,32,3,330.086115142
2,32,3,331.30420127075
3,32,3,332.9422869665
4,32,3,332.95597192525
5,32,3,331.324796979625
6,32,3,328.0440143555
7,32,3,325.98809206875
1,33,3,330.12349252225
2,33,3,331.32801195
3,33,3,332.938889533125
4,33,3,332.95158491075
5,33,3,331.34999730124997
6,33,3,328.138703433875
7,33,3,326.13533439825
1,34,3,330.15421428125
2,34,3,331.355080412125
3,34,3,332.96441122237496
4,34,3,332.97790667824995
5,34,3,331.3869121915
6,34,3,328.2256603615
7,34,3,326.26043379475004
1,35,3,330.17862204899996
2,35,3,331.3697405045
3,35,3,332.9713232415
4,35,3,333.014127112125
5,35,3,331.45399093312506
6,35,3,328.317407240875
7,35,3,326.37329931675
1,36,3,330.19680586125
2,36,3,331.391119225375
3,36,3,332.99498074825004
4,36,3,333.061816490625
5,36,3,331.53769060162506
6,36,3,328.418264688875
7,36,3,326.48025224875
1,37,3,330.208666375
2,37,3,331.42814365600003
3,37,3,333.08093791349995
4,37,3,333.176252925875
5,37,3,331.655670144
6,37,3,328.52780451275004
7,37,3,326.58251969925
1,38,3,330.21434934175
2,38,3,331.460976641875
3,38,3,333.163244047875
4,38,3,333.293127279125
5,38,3,331.78903054775003
6,38,3,328.644656584875
7,38,3,326.67862247875
1,39,3,330.21390684150003
2,39,3,331.48275533762506
3,39,3,333.23580043350006
4,39,3,333.39795778025007
5,39,3,331.91844188850007
6,39,3,328.76424270175
7,39,3,326.76752015375
1,40,3,330.207166137
2,40,3,331.50123592725
3,40,3,333.33039579487496
4,40,3,333.54728785387505
5,40,3,332.059310676375
6,40,3,328.868445261
7,40,3,326.84735900475
1,41,3,330.19366576575
2,41,3,331.517487674625
3,41,3,333.42271460374997
4,41,3,333.71053736349995
5,41,3,332.21577431425
6,41,3,328.96390820812496
7,41,3,326.91322289075
1,42,3,330.1733339005
2,42,3,331.531350349375
3,42,3,333.50335380462496
4,42,3,333.845012636375
5,42,3,332.37742331637503
6,42,3,329.06958255750004
7,42,3,326.957002944
1,43,3,330.1465413665
2,43,3,331.5328162625
3,43,3,333.572170787625
4,43,3,333.98363596687506
5,43,3,332.53330481575
6,43,3,329.14690207987496
7,43,3,326.96921604525
1,44,3,330.1132749445
2,44,3,331.5236738325
3,44,3,333.63305749999995
4,44,3,334.09785112625
5,44,3,332.637808945125
6,44,3,329.17506360375
7,44,3,326.93816929025
1,45,3,330.072889885
2,45,3,331.508497474
3,45,3,333.67073544937506
4,45,3,334.16887621037506
5,45,3,332.7008525805
6,45,3,329.1557903935
7,45,3,326.850262211
1,46,3,330.02495037075005
2,46,3,331.47895706987504
3,46,3,333.6748361665
4,46,3,334.19303543800004
5,46,3,332.68642361999997
6,46,3,329.04802216475
7,46,3,326.6925594015
1,47,3,329.96981382925003
2,47,3,331.441557109625
3,47,3,333.668902703125
4,47,3,334.159169552
5,47,3,332.5646664585
6,47,3,328.8411753455
7,47,3,326.44685186174996
1,48,3,329.991465316
2,48,3,331.432719780375
3,48,3,333.605532583125
4,48,3,334.054829067625
5,48,3,332.38731281387504
6,48,3,328.546857794125
7,48,3,326.09165717425
1,49,3,329.92288056074995
2,49,3,331.35841990925
3,49,3,333.48271374850003
4,49,3,333.8509338655
5,49,3,332.073109896375
6,49,3,328.112283558625
7,49,3,325.60874681625
1,50,3,329.76387719575
2,50,3,331.218007097125
3,50,3,333.331237851875
4,50,3,333.544948518875
5,50,3,331.55140975537506
6,50,3,327.48911797475
7,50,3,324.97497477125
1,51,3,329.681485496
2,51,3,331.14062442525005
3,51,3,333.132969236875
4,51,3,333.08425148112497
5,51,3,330.841622066375
6,51,3,326.662967227125
7,51,3,324.1450181645
1,52,3,329.59275165
2,52,3,331.075366820375
3,52,3,332.883862239125
4,52,3,332.453023202625
5,52,3,329.93553180300006
6,52,3,325.61670987962503
7,52,3,323.058660071
1,53,3,329.72138169075
2,53,3,331.05670626225
3,53,3,332.4707746445
4,53,3,331.59632920725
5,53,3,328.79054752137506
6,53,3,324.2335412545
7,53,3,321.5291274255
1,54,3,329.60163948975
2,54,3,330.770973590125
3,54,3,331.77250691150005
4,54,3,330.52290141562503
5,54,3,327.55988922337497
6,54,3,322.83432774274996
7,54,3,319.9899737375
1,55,3,329.23192483025
2,55,3,330.13264641325003
3,55,3,330.7455170035
4,55,3,329.3500147388751
5,55,3,326.420338091875
6,55,3,321.96730716474997
7,55,3,319.33630161275
1,56,3,329.08660334825004
2,56,3,329.538346702875
3,56,3,329.60149124074997
4,56,3,328.151568418625
5,56,3,325.389007070375
6,56,3,321.486686209875
7,56,3,319.28560269225
1,57,3,328.95209156625003
2,57,3,329.045412408625
3,57,3,328.630144284875
4,57,3,327.095982130125
5,57,3,324.542274088375
6,57,3,321.1302164035
7,57,3,319.24629357175
1,58,3,328.8281612595
2,58,3,328.62753946437505
3,58,3,327.842111374875
4,58,3,326.25335605312495
5,58,3,323.8707230435
6,58,3,320.85227326562506
7,58,3,319.21250747
1,59,3,328.71444045975
2,59,3,328.300289371
3,59,3,327.22561617487503
4,59,3,325.58120009075003
5,59,3,323.3362686625
6,59,3,320.62897426187504
7,59,3,319.18271731274996
1,60,3,328.6096791445
2,60,3,328.05128908025
3,60,3,326.76310421525005
4,60,3,325.0711143835
5,60,3,322.93723207175003
6,60,3,320.460797092125
7,60,3,319.15604939325
1,61,3,328.51309953775
2,61,3,327.85425702775
3,61,3,326.413637540625
4,61,3,324.68628924349997
5,61,3,322.632528270375
6,61,3,320.328148293
7,61,3,319.13195796875004
1,62,3,328.4241445335
2,62,3,327.6966691225
3,62,3,326.15198962937495
4,62,3,324.3946534598749
5,62,3,322.399667392375
6,62,3,320.227451405
7,62,3,319.11008939775
1,63,3,328.34245456975
2,63,3,327.56769887925003
3,63,3,325.950516814875
4,63,3,324.173813807875
5,63,3,322.22447131425
6,63,3,320.14982975925
7,63,3,319.09025406475
1,64,3,328.26802689249996
2,64,3,327.46113024462494
3,64,3,325.796031108625
4,64,3,324.00926079650003
5,64,3,322.09356101574997
6,64,3,320.089371276125
7,64,3,319.07231349324996
1,65,3,328.2004602825
2,65,3,327.36946351125005
3,65,3,325.6705756545
4,65,3,323.8797977060001
5,65,3,321.99251825100004
6,65,3,320.04208766824996
7,65,3,319.0560496775
1,66,3,328.13913885249997
2,66,3,327.29091859449994
3,66,3,325.566461803875
4,66,3,323.774923512
5,66,3,321.91269420112496
6,66,3,320.00353330725
7,66,3,319.041299965
1,67,3,328.08389939775003
2,67,3,327.22368746625006
3,67,3,325.481906708625
4,67,3,323.69153202425
5,67,3,321.84948186125
6,67,3,319.97214046700003
7,67,3,319.0280433775
1,68,3,327.9783065665
2,68,3,327.138807166625
3,68,3,325.414309338875
4,68,3,323.624387477
5,68,3,321.796970562
6,68,3,319.99127377175006
7,68,3,319.1080704625
1,69,3,327.93449476075
2,69,3,327.09085227574997
3,69,3,325.359594708375
4,69,3,323.569839496625
5,69,3,321.75432840862504
6,69,3,319.9692560225
7,69,3,319.097554595
1,70,3,327.952455196
2,70,3,327.07837177562504
3,70,3,325.3165995955
4,70,3,323.52886401525
5,70,3,321.722185902125
6,70,3,319.9060361395
7,70,3,318.9965176695
1,71,3,327.91986660174996
2,71,3,327.04537182649995
3,71,3,325.28488274849997
4,71,3,323.5004227685
5,71,3,321.699251641
6,71,3,319.89262851775
7,71,3,318.98871084475
1,72,3,327.892986513
2,72,3,327.018509736
3,72,3,325.260003218875
4,72,3,323.479329093625
5,72,3,321.682421064375
6,72,3,319.882206383375
7,72,3,318.9822553465
1,73,3,327.871555831
2,73,3,326.99683290075
3,73,3,325.23922954574994
4,73,3,323.46130105225
5,73,3,321.667924286125
6,73,3,319.87335318450005
7,73,3,318.97711078025003
1,74,3,327.85534318
2,74,3,326.980420442125
3,74,3,325.22269422249997
4,74,3,323.446026237125
5,74,3,321.65550290025
6,74,3,319.866045801625
7,74,3,318.97324753624997
1,75,3,327.8444347985
2,75,3,326.969379230375
3,75,3,325.211107443375
4,75,3,323.4345218213749
5,75,3,321.64617247275
6,75,3,319.860932054625
7,75,3,318.970671582
1,76,3,327.8388329745
2,76,3,326.963543251375
3,76,3,325.20438655887506
4,76,3,323.427352634375
5,76,3,321.64067381575
6,76,3,319.858257337375
7,76,3,318.9693527225
1,77,3,327.837355349
2,77,3,326.96183535675
3,77,3,325.20207964775
4,77,3,323.42491970275
5,77,3,321.639128796
6,77,3,319.85763295875
7,77,3,318.9690038
1,1,4,327.986099304
2,1,4,327.12066244775
3,1,4,325.37956324825
4,1,4,323.62078042075
5,1,4,321.8577398815
6,1,4,320.09638386225
7,1,4,319.214947898
1,2,4,327.98772857425
2,2,4,327.12230039775
3,2,4,325.38070987550003
4,2,4,323.62146590325005
5,2,4,321.85788880049995
6,2,4,320.09633028962503
7,2,4,319.215267255
1,3,4,327.9936155975
2,3,4,327.12707672312496
3,3,4,325.38458974875005
4,3,4,323.6258158736251
5,3,4,321.860459143375
6,3,4,320.09723178225
7,3,4,319.21653537625
1,4,4,328.00473464649997
2,4,4,327.13665961437493
3,4,4,325.3935827085
4,4,4,323.6360152615
5,4,4,321.868055238125
6,4,4,320.10086621600004
7,4,4,319.219071644
1,5,4,328.02106710149997
2,5,4,327.15285390350004
3,5,4,325.40985777425
4,5,4,323.651823608875
5,5,4,321.88076351487496
6,5,4,320.107941003625
7,5,4,319.22292735225
1,6,4,328.04282718325
2,6,4,327.17580506375
3,6,4,325.43354587825
4,6,4,323.673857526625
5,6,4,321.898749457625
6,6,4,320.118119203125
7,6,4,319.22814573200003
1,7,4,328.07014892675
2,7,4,327.20554142325005
3,7,4,325.46522532212504
4,7,4,323.70304797737504
5,7,4,321.921727891625
6,7,4,320.130812624
7,7,4,319.234748695
1,8,4,328.10305083
2,8,4,327.24143649162505
3,8,4,325.50487299
4,8,4,323.74014403912497
5,8,4,321.94962387575
6,8,4,320.1458411845
7,8,4,319.24279886899996
1,9,4,328.14158886825
2,9,4,327.28387128862505
3,9,4,325.552550579625
4,9,4,323.78631678774997
5,9,4,321.98545615312497
6,9,4,320.16477521362503
7,9,4,319.25232424625
1,10,4,328.185760039
2,10,4,327.3344843305
3,10,4,325.611507170625
4,10,4,323.845161956
5,10,4,322.033655467125
6,10,4,320.19003730462504
7,10,4,319.26328186775004
1,11,4,328.23558011475
2,11,4,327.394510153875
3,11,4,325.686324949125
4,11,4,323.921299246625
5,11,4,322.09579301487497
6,11,4,320.221926659
7,11,4,319.27565607625
1,12,4,328.29106315975
2,12,4,327.46595929887496
3,12,4,325.781047725875
4,12,4,324.01840243125
5,12,4,322.17350807875
6,12,4,320.260467582125
7,12,4,319.2894838555
1,13,4,328.35256840625
2,13,4,327.549154655375
3,13,4,325.89690611962504
4,13,4,324.13974573487496
5,13,4,322.26986365325
6,13,4,320.30659440212503
7,13,4,319.30488163275004
1,14,4,328.42024209625
2,14,4,327.64537834174996
3,14,4,326.03824278662495
4,14,4,324.29186927287503
5,14,4,322.38890549537496
6,14,4,320.360972175625
7,14,4,319.32190092025
1,15,4,328.494109752
2,15,4,327.759453877125
3,15,4,326.213993724625
4,15,4,324.483132427875
5,15,4,322.54210266875
6,15,4,320.43089932812495
7,15,4,319.3406687275
1,16,4,328.57467881599996
2,16,4,327.896339016
3,16,4,326.4378492335
4,16,4,324.729765035125
5,16,4,322.741744984625
6,16,4,320.52157291762495
7,16,4,319.36148668525
1,17,4,328.66232754275
2,17,4,328.06458743925003
3,17,4,326.724962130125
4,17,4,325.048284799
5,17,4,323.00206273062497
6,17,4,320.637563071625
7,17,4,319.3844933555
1,18,4,328.75733300525
2,18,4,328.273879464
3,18,4,327.09508649400004
4,18,4,325.455599065875
5,18,4,323.336220819875
6,18,4,320.785390176
7,18,4,319.40978977875005
1,19,4,328.86015934575
2,19,4,328.52636188175
3,19,4,327.561621462375
4,19,4,325.97636809387495
5,19,4,323.759590822875
6,19,4,320.96740212825
7,19,4,319.4376802915
1,20,4,328.97148925025
2,20,4,328.828017312
3,20,4,328.14587909150003
4,20,4,326.63455741399997
5,20,4,324.29055799712495
6,20,4,321.193950217875
7,20,4,319.46868646025
1,21,4,329.0925040615
2,21,4,329.21946300775005
3,21,4,328.89534009724997
4,21,4,327.444390772375
5,21,4,324.961387764375
6,21,4,321.4909632675
7,21,4,319.5036743105
1,22,4,329.22447778900005
2,22,4,329.7023146835
3,22,4,329.81281977125
4,22,4,328.41472276825
5,22,4,325.7707582855
6,22,4,321.85080193125003
7,22,4,319.5440448635
1,23,4,329.37316172775
2,23,4,330.25885837825
3,23,4,330.818818820875
4,23,4,329.464481107
5,23,4,326.71626207274994
6,23,4,322.2961132335
7,23,4,319.5955819225
1,24,4,329.5247238975
2,24,4,330.73802993437505
3,24,4,331.72060384549997
4,24,4,330.509462415375
5,24,4,327.76523573512503
6,24,4,323.126680004625
7,24,4,320.25194165
1,25,4,329.64218495374996
2,25,4,331.0000723045
3,25,4,332.328999248
4,25,4,331.412422346625
5,25,4,328.81522179099994
6,25,4,324.431546235375
7,25,4,321.75745474125
1,26,4,329.7272052365
2,26,4,331.086753105875
3,26,4,332.61749677325
4,26,4,332.04118458012505
5,26,4,329.69966543775
6,26,4,325.643875674
7,26,4,323.18209706150003
1,27,4,329.80249093425
2,27,4,331.133677760375
3,27,4,332.775315909375
4,27,4,332.473630302875
5,27,4,330.360593163625
6,27,4,326.4861476905
7,27,4,324.11260242725
1,28,4,329.87129642325
2,28,4,331.1885196518749
3,28,4,332.893257673375
4,28,4,332.75365864175
5,28,4,330.809430297
6,28,4,327.07920566125
7,28,4,324.76609554575
1,29,4,329.93396765549994
2,29,4,331.222149268875
3,29,4,332.941577951
4,29,4,332.90298435425
5,29,4,331.07344504937504
6,29,4,327.47031655525
7,29,4,325.22688670049996
1,30,4,329.9907300485
2,30,4,331.2638849275
3,30,4,332.95080800762497
4,30,4,332.9561434255
5,30,4,331.23879031262504
6,30,4,327.74412232425
7,30,4,325.55837466549997
1,31,4,330.04129410675006
2,31,4,331.286247387
3,31,4,332.94230598037495
4,31,4,332.9559361525
5,31,4,331.30379268275004
6,31,4,327.92547251599996
7,31,4,325.801820678
1,32,4,330.08528060925
2,32,4,331.304822049875
3,32,4,332.93375752937504
4,32,4,332.94532432075
5,32,4,331.32958448287496
6,32,4,328.049380180125
7,32,4,325.98708846775
1,33,4,330.12277666225
2,33,4,331.3330512765
3,33,4,332.9360685665
4,33,4,332.93721029575
5,33,4,331.36420148325004
6,33,4,328.15833447237503
7,33,4,326.1338753275
1,34,4,330.15380590325
2,34,4,331.355797950875
3,34,4,332.963501007
4,34,4,332.97032848012503
5,34,4,331.403760558375
6,34,4,328.24634618249996
7,34,4,326.256616193
1,35,4,330.17840245475
2,35,4,331.36383583675
3,35,4,332.983092850625
4,35,4,333.031901627375
5,35,4,331.46378386050003
6,35,4,328.32406012600006
7,35,4,326.36743930324997
1,36,4,330.19676281550005
2,36,4,331.3844862325
3,36,4,333.000731946625
4,36,4,333.08161940675
5,36,4,331.53755525475
6,36,4,328.407432934875
7,36,4,326.47373992999997
1,37,4,330.208925246
2,37,4,331.4321575225
3,37,4,333.072275487625
4,37,4,333.164192577875
5,37,4,331.6482597475
6,37,4,328.51698737699996
7,37,4,326.5766792385
1,38,4,330.21487817425
2,38,4,331.475319712625
3,38,4,333.165772129875
4,38,4,333.27707039412496
5,38,4,331.7831991602499
6,38,4,328.64107076875
7,38,4,326.6741009965
1,39,4,330.214484288
2,39,4,331.48579119525004
3,39,4,333.2401916093751
4,39,4,333.407479828625
5,39,4,331.924684493625
6,39,4,328.760896286625
7,39,4,326.764098127
1,40,4,330.2075613665
2,40,4,331.48746639437496
3,40,4,333.31984944724996
4,40,4,333.56370574625004
5,40,4,332.08053703087495
6,40,4,328.87503619675
7,40,4,326.844082352
1,41,4,330.19401044525
2,41,4,331.50754950012504
3,41,4,333.4114744285
4,41,4,333.710340019875
5,41,4,332.21633180362494
6,41,4,328.961743526875
7,41,4,326.90964318425
1,42,4,330.17375802849995
2,42,4,331.5230630285
3,42,4,333.492487766875
4,42,4,333.83845761962505
5,42,4,332.361028877125
6,42,4,329.05560848837496
7,42,4,326.9534669565
1,43,4,330.1467300495
2,43,4,331.52288170925
3,43,4,333.562332461375
4,43,4,333.97810486612497
5,43,4,332.527639734
6,43,4,329.14586962
7,43,4,326.9670379505
1,44,4,330.11308061025
2,44,4,331.527663353625
3,44,4,333.6337727375
4,44,4,334.10370137687505
5,44,4,332.646348883875
6,44,4,329.174634973
7,44,4,326.938675554
1,45,4,330.07247083575
2,45,4,331.513155786375
3,45,4,333.667589893
4,45,4,334.18298674087504
5,45,4,332.706204756625
6,45,4,329.14009898049994
7,45,4,326.8524228805
1,46,4,330.02461288225004
2,46,4,331.47513440574994
3,46,4,333.665054421625
4,46,4,334.192892486625
5,46,4,332.68158279650004
6,46,4,329.03863474675
7,46,4,326.69543595974994
1,47,4,329.9696915
2,47,4,331.443591825625
3,47,4,333.657699639625
4,47,4,334.14719541425
5,47,4,332.583252091625
6,47,4,328.860154006375
7,47,4,326.45028753
1,48,4,329.99133054800006
2,48,4,331.43210718975
3,48,4,333.599638971375
4,48,4,334.047666881125
5,48,4,332.391092377375
6,48,4,328.554252631875
7,48,4,326.09526016
1,49,4,329.92252560074996
2,49,4,331.349182566375
3,49,4,333.47790272462504
4,49,4,333.84642653275
5,49,4,332.05522643725
6,49,4,328.1046058
7,49,4,325.61164587375004
1,50,4,329.763210674
2,50,4,331.23191706787503
3,50,4,333.348580377875
4,50,4,333.549452467625
5,50,4,331.55595745874996
6,50,4,327.4929655915
7,50,4,324.97638390675
1,51,4,329.68055141075
2,51,4,331.162452563125
3,51,4,333.16721523462496
4,51,4,333.103238044
5,51,4,330.85105622
6,51,4,326.666663625375
7,51,4,324.147614145
1,52,4,329.59157223625
2,52,4,331.086838752875
3,52,4,332.90890380337504
4,52,4,332.476755313875
5,52,4,329.94507300225
6,52,4,325.616159794125
7,52,4,323.05998187424996
1,53,4,329.49422813825
2,53,4,330.96623979212507
3,53,4,332.49997934587503
4,53,4,331.612723799
5,53,4,328.801268131625
6,53,4,324.23313600175004
7,53,4,321.5274760925
1,54,4,329.37409042875
2,54,4,330.67244336
3,54,4,331.78271543437495
4,54,4,330.52279525125
5,54,4,327.564013819
6,54,4,322.832961691875
7,54,4,319.98885167075
1,55,4,329.2302541435
2,55,4,330.14512197424995
3,55,4,330.750919974875
4,55,4,329.3446513316251
5,55,4,326.41722016525
6,55,4,321.96148229487505
7,55,4,319.33597677775003
1,56,4,329.08554972325
2,56,4,329.551344806
3,56,4,329.627622871375
4,56,4,328.172109070125
5,56,4,325.40371759874995
6,56,4,321.493505818625
7,56,4,319.285688726
1,57,4,328.951244674
2,57,4,329.04842454412506
3,57,4,328.63972614312496
4,57,4,327.10841737575004
5,57,4,324.55835788675006
6,57,4,321.14006334275
7,57,4,319.2463977915
1,58,4,328.827273058
2,58,4,328.630225160375
3,58,4,327.834977105125
4,58,4,326.243417514625
5,58,4,323.87518207925
6,58,4,320.856447024
7,58,4,319.21258797125
1,59,4,328.71337664875
2,59,4,328.300618880125
3,59,4,327.219531463
4,59,4,325.57352836437497
5,59,4,323.33904950725
6,59,4,320.632509491875
7,59,4,319.1827748835
1,60,4,328.60845142875
2,60,4,328.04780810025
3,60,4,326.757053353
4,60,4,325.0640639195
5,60,4,322.932263505375
6,60,4,320.459697160125
7,60,4,319.15605321424994
1,61,4,328.511875986
2,61,4,327.852306583
3,61,4,326.41042535350005
4,61,4,324.68046510100004
5,61,4,322.62860423462496
6,61,4,320.32817103087496
7,61,4,319.13195026750003
1,62,4,328.42310717224996
2,62,4,327.696687914
3,62,4,326.150770826625
4,62,4,324.38897662
5,62,4,322.397918518625
6,62,4,320.22962486675
7,62,4,319.11009293875
1,63,4,328.34170214075
2,63,4,327.565781318125
3,63,4,325.947428447875
4,63,4,324.170773413625
5,63,4,322.22452641625
6,63,4,320.151367356
7,63,4,319.0902323065
1,64,4,328.26758649249996
2,64,4,327.45843199575
3,64,4,325.79121278012497
4,64,4,324.00641511062497
5,64,4,322.093613457375
6,64,4,320.08989383875
7,64,4,319.07224292275
1,65,4,328.200215694
2,65,4,327.36764603562494
3,65,4,325.66668141637496
4,65,4,323.87550332725
5,65,4,321.99006325725
6,65,4,320.041683672875
7,65,4,319.05596103024993
1,66,4,328.13904620100004
2,66,4,327.28988510312496
3,66,4,325.5636159828749
4,66,4,323.769855128625
5,66,4,321.90793300625
6,66,4,320.00194973525
7,66,4,319.04123575475
1,67,4,328.08412039675
2,67,4,327.223319413625
3,67,4,325.47938808950005
4,67,4,323.685663550875
5,67,4,321.842921759875
6,67,4,319.96940232624996
7,67,4,319.02803048600003
1,68,4,327.978818702
2,68,4,327.13844510075
3,68,4,325.41164529049996
4,68,4,323.619254367625
5,68,4,321.79112473099997
6,68,4,319.98853523725
7,68,4,319.10811066625
1,69,4,327.9350985805
2,69,4,327.090363138375
3,69,4,325.3581693805
4,69,4,323.56774755174996
5,69,4,321.75037460825
6,69,4,319.966806586375
7,69,4,319.097647995
1,70,4,327.95307527475
2,70,4,327.078001978625
3,70,4,325.316325818875
4,70,4,323.528233815375
5,70,4,321.718541719875
6,70,4,319.90349194975
7,70,4,318.99664513525
1,71,4,327.92056012425
2,71,4,327.045146900375
3,71,4,325.2831783367499
4,71,4,323.49720951
5,71,4,321.69423658237497
6,71,4,319.88976339112503
7,71,4,318.9888496405
1,72,4,327.89370666075
2,72,4,327.0177439315
3,72,4,325.255621824375
4,72,4,323.472692215625
5,72,4,321.676150975625
6,72,4,319.879368916375
