idxcell,idycell,idzcell,x_center_um,y_center_um,z_center_um,region_type,temperature_K,cell_volume_um3
3,25,2,0.013000000000000001,0.057,0.015,CORE,332.342581570625,4.000000000000004e-08
4,25,2,0.015,0.057,0.015,CORE,331.382411816,4.000000000000004e-08
5,25,2,0.017,0.057,0.015,CORE,328.7752971384999,4e-08
6,25,2,0.019,0.057,0.015,CORE,324.408557357,4.0000000000000074e-08
7,25,2,0.025,0.057,0.015,X+,321.74167583200006,2.0000000000000015e-07
1,26,2,0.005,0.059,0.015,X-,329.73191518025004,1.999999999999995e-07
2,26,2,0.011,0.059,0.015,CORE,331.12167420637496,3.9999999999999895e-08
3,26,2,0.013000000000000001,0.059,0.015,CORE,332.641721522375,3.9999999999999895e-08
4,26,2,0.015,0.059,0.015,CORE,332.019696266375,3.9999999999999895e-08
5,26,2,0.017,0.059,0.015,CORE,329.67395413725,3.999999999999986e-08
6,26,2,0.019,0.059,0.015,CORE,325.63000954550006,3.999999999999993e-08
7,26,2,0.025,0.059,0.015,X+,323.179493537,1.9999999999999944e-07
1,27,2,0.005,0.061,0.015,X-,329.806432435,2.000000000000002e-07
2,27,2,0.011,0.061,0.015,CORE,331.16480792162497,4.000000000000004e-08
3,27,2,0.013000000000000001,0.061,0.015,CORE,332.785418381625,4.000000000000004e-08
4,27,2,0.015,0.061,0.015,CORE,332.444830870625,4.000000000000004e-08
5,27,2,0.017,0.061,0.015,CORE,330.3614261285,4e-08
6,27,2,0.019,0.061,0.015,CORE,326.493796675625,4.0000000000000074e-08
7,27,2,0.025,0.061,0.015,X+,324.1067494805,2.0000000000000015e-07
1,28,2,0.005,0.063,0.015,X-,329.87470502350004,2.000000000000002e-07
2,28,2,0.011,0.063,0.015,CORE,331.190523650625,4.000000000000004e-08
3,28,2,0.013000000000000001,0.063,0.015,CORE,332.87132071300005,4.000000000000004e-08
4,28,2,0.015,0.063,0.015,CORE,332.714438106875,4.000000000000004e-08
5,28,2,0.017,0.063,0.015,CORE,330.80094471475,4e-08
6,28,2,0.019,0.063,0.015,CORE,327.085108187125,4.0000000000000074e-08
7,28,2,0.025,0.063,0.015,X+,324.76090401025,2.0000000000000015e-07
1,29,2,0.005,0.065,0.015,X-,329.99987808599997,2.000000000000002e-07
2,29,2,0.011,0.065,0.015,CORE,331.2486365275,4.000000000000004e-08
3,29,2,0.013000000000000001,0.065,0.015,CORE,332.91004631487505,4.000000000000004e-08
4,29,2,0.015,0.065,0.015,CORE,332.846259345125,4.000000000000004e-08
5,29,2,0.017,0.065,0.015,CORE,331.04170016300003,4e-08
6,29,2,0.019,0.065,0.015,CORE,327.53007113825004,4.0000000000000074e-08
7,29,2,0.025,0.065,0.015,X+,325.34656298,2.0000000000000015e-07
1,30,2,0.005,0.067,0.015,X-,330.2459069045,2.000000000000002e-07
2,30,2,0.011,0.067,0.015,CORE,331.372240373375,4.000000000000004e-08
3,30,2,0.013000000000000001,0.067,0.015,CORE,332.914660713375,4.000000000000004e-08
4,30,2,0.015,0.067,0.015,CORE,332.89774843124997,4.000000000000004e-08
5,30,2,0.017,0.067,0.015,CORE,331.185736588375,4e-08
6,30,2,0.019,0.067,0.015,CORE,327.898834304125,4.0000000000000074e-08
7,30,2,0.025,0.067,0.015,X+,325.8909447095,2.0000000000000015e-07
1,31,2,0.005,0.069,0.015,X-,330.49154059449995,2.000000000000002e-07
2,31,2,0.011,0.069,0.015,CORE,331.50042032087504,4.000000000000004e-08
3,31,2,0.013000000000000001,0.069,0.015,CORE,332.91972246925,4.000000000000004e-08
4,31,2,0.015,0.069,0.015,CORE,332.925415047875,4.000000000000004e-08
5,31,2,0.017,0.069,0.015,CORE,331.282632985875,4e-08
6,31,2,0.019,0.069,0.015,CORE,328.0986788985,4.0000000000000074e-08
7,31,2,0.025,0.069,0.015,X+,326.15277702975,2.0000000000000015e-07
1,32,2,0.005,0.07100000000000001,0.015,X-,330.34551644075,1.999999999999988e-07
2,32,2,0.011,0.07100000000000001,0.015,CORE,331.43076073925,3.999999999999976e-08
3,32,2,0.013000000000000001,0.07100000000000001,0.015,CORE,332.91712920850006,3.999999999999976e-08
4,32,2,0.015,0.07100000000000001,0.015,CORE,332.928229694875,3.999999999999976e-08
5,32,2,0.017,0.07100000000000001,0.015,CORE,331.32448112325,3.999999999999973e-08
6,32,2,0.019,0.07100000000000001,0.015,CORE,328.11892922975005,3.9999999999999796e-08
7,32,2,0.025,0.07100000000000001,0.015,X+,326.1271022235,1.9999999999999877e-07
1,33,2,0.005,0.073,0.015,X-,330.12413881275,2.000000000000002e-07
2,33,2,0.011,0.073,0.015,CORE,331.32301362137497,4.000000000000004e-08
3,33,2,0.013000000000000001,0.073,0.015,CORE,332.91504995325005,4.000000000000004e-08
4,33,2,0.015,0.073,0.015,CORE,332.92512345025,4.000000000000004e-08
5,33,2,0.017,0.073,0.015,CORE,331.34214949275,4e-08
6,33,2,0.019,0.073,0.015,CORE,328.140387461625,4.0000000000000074e-08
7,33,2,0.025,0.073,0.015,X+,326.13851136175,2.0000000000000015e-07
1,34,2,0.005,0.075,0.015,X-,330.15453244775,2.000000000000002e-07
2,34,2,0.011,0.075,0.015,CORE,331.352026781625,4.000000000000004e-08
3,34,2,0.013000000000000001,0.075,0.015,CORE,332.94113583650005,4.000000000000004e-08
4,34,2,0.015,0.075,0.015,CORE,332.9469486235,4.000000000000004e-08
5,34,2,0.017,0.075,0.015,CORE,331.37726713862503,4e-08
6,34,2,0.019,0.075,0.015,CORE,328.228769297625,4.0000000000000074e-08
7,34,2,0.025,0.075,0.015,X+,326.2641510075,2.0000000000000015e-07
1,35,2,0.005,0.077,0.015,X-,330.17853446275,2.000000000000002e-07
2,35,2,0.011,0.077,0.015,CORE,331.369669082125,4.000000000000004e-08
3,35,2,0.013000000000000001,0.077,0.015,CORE,332.949830920125,4.000000000000004e-08
4,35,2,0.015,0.077,0.015,CORE,332.97658848025003,4.000000000000004e-08
5,35,2,0.017,0.077,0.015,CORE,331.44594672075,4e-08
6,35,2,0.019,0.077,0.015,CORE,328.32752890637505,4.0000000000000074e-08
7,35,2,0.025,0.077,0.015,X+,326.377483193,2.0000000000000015e-07
1,36,2,0.005,0.079,0.015,X-,330.1961285625,2.000000000000002e-07
2,36,2,0.011,0.079,0.015,CORE,331.394396755625,4.000000000000004e-08
3,36,2,0.013000000000000001,0.079,0.015,CORE,332.9967702585,4.000000000000004e-08
4,36,2,0.015,0.079,0.015,CORE,333.044748514125,4.000000000000004e-08
5,36,2,0.017,0.079,0.015,CORE,331.533091550125,4e-08
6,36,2,0.019,0.079,0.015,CORE,328.46255744462496,4.0000000000000074e-08
7,36,2,0.025,0.079,0.015,X+,326.54755324900003,2.0000000000000015e-07
1,37,2,0.005,0.081,0.015,X-,330.207717344,2.000000000000002e-07
2,37,2,0.011,0.081,0.015,CORE,331.427092082625,4.000000000000004e-08
3,37,2,0.013000000000000001,0.081,0.015,CORE,333.08160278987503,4.000000000000004e-08
4,37,2,0.015,0.081,0.015,CORE,333.158624428375,4.000000000000004e-08
5,37,2,0.017,0.081,0.015,CORE,331.64845123475,4e-08
6,37,2,0.019,0.081,0.015,CORE,328.65105636500004,4.0000000000000074e-08
7,37,2,0.025,0.081,0.015,X+,326.80572035875,2.0000000000000015e-07
1,38,2,0.005,0.083,0.015,X-,330.21406892150003,2.000000000000002e-07
2,38,2,0.011,0.083,0.015,CORE,331.44619370000004,4.000000000000004e-08
3,38,2,0.013000000000000001,0.083,0.015,CORE,333.1387421425,4.000000000000004e-08
4,38,2,0.015,0.083,0.015,CORE,333.262442405125,4.000000000000004e-08
5,38,2,0.017,0.083,0.015,CORE,331.776372434375,4e-08
6,38,2,0.019,0.083,0.015,CORE,328.73425219825,4.0000000000000074e-08
7,38,2,0.025,0.083,0.015,X+,326.8414785315,2.0000000000000015e-07
1,39,2,0.005,0.08499999999999999,0.015,X-,330.21435292075,1.999999999999988e-07
2,39,2,0.011,0.08499999999999999,0.015,CORE,331.47566752150004,3.999999999999976e-08
3,39,2,0.013000000000000001,0.08499999999999999,0.015,CORE,333.217118304375,3.999999999999976e-08
4,39,2,0.015,0.08499999999999999,0.015,CORE,333.374716684875,3.999999999999976e-08
5,39,2,0.017,0.08499999999999999,0.015,CORE,331.91626812112503,3.999999999999973e-08
6,39,2,0.019,0.08499999999999999,0.015,CORE,328.7794080882501,3.9999999999999796e-08
7,39,2,0.025,0.08499999999999999,0.015,X+,326.7784588175,1.9999999999999877e-07
1,40,2,0.005,0.087,0.015,X-,330.20777441625,2.000000000000002e-07
2,40,2,0.011,0.087,0.015,CORE,331.50244557275,4.000000000000004e-08
3,40,2,0.013000000000000001,0.087,0.015,CORE,333.3137794625,4.000000000000004e-08
4,40,2,0.015,0.087,0.015,CORE,333.51782925337506,4.000000000000004e-08
5,40,2,0.017,0.087,0.015,CORE,332.06101205424994,4e-08
6,40,2,0.019,0.087,0.015,CORE,328.88787719149997,4.0000000000000074e-08
7,40,2,0.025,0.087,0.015,X+,326.8589465855,2.0000000000000015e-07
1,41,2,0.005,0.089,0.015,X-,330.194341654,2.000000000000002e-07
2,41,2,0.011,0.089,0.015,CORE,331.515175248875,4.000000000000004e-08
3,41,2,0.013000000000000001,0.089,0.015,CORE,333.400198183625,4.000000000000004e-08
4,41,2,0.015,0.089,0.015,CORE,333.679205315875,4.000000000000004e-08
5,41,2,0.017,0.089,0.015,CORE,332.221004414125,4e-08
6,41,2,0.019,0.089,0.015,CORE,328.985622898,4.0000000000000074e-08
7,41,2,0.025,0.089,0.015,X+,326.923260076,2.0000000000000015e-07
1,42,2,0.005,0.091,0.015,X-,330.17376480125,2.000000000000002e-07
2,42,2,0.011,0.091,0.015,CORE,331.526689749625,4.000000000000004e-08
3,42,2,0.013000000000000001,0.091,0.015,CORE,333.476130637375,4.000000000000004e-08
4,42,2,0.015,0.091,0.015,CORE,333.810153935375,4.000000000000004e-08
5,42,2,0.017,0.091,0.015,CORE,332.37508970575,4e-08
6,42,2,0.019,0.091,0.015,CORE,329.08318105750004,4.0000000000000074e-08
7,42,2,0.025,0.091,0.015,X+,326.9638439975,2.0000000000000015e-07
1,43,2,0.005,0.093,0.015,X-,330.14683161849996,2.000000000000002e-07
2,43,2,0.011,0.093,0.015,CORE,331.53245506187494,4.000000000000004e-08
3,43,2,0.013000000000000001,0.093,0.015,CORE,333.54534652975,4.000000000000004e-08
4,43,2,0.015,0.093,0.015,CORE,333.933768053875,4.000000000000004e-08
5,43,2,0.017,0.093,0.015,CORE,332.50312154262497,4e-08
6,43,2,0.019,0.093,0.015,CORE,329.14306601525,4.0000000000000074e-08
7,43,2,0.025,0.093,0.015,X+,326.97481049875,2.0000000000000015e-07
1,44,2,0.005,0.095,0.015,X-,330.11358967474996,2.000000000000002e-07
2,44,2,0.011,0.095,0.015,CORE,331.52190396350005,4.000000000000004e-08
3,44,2,0.013000000000000001,0.095,0.015,CORE,333.6052076603751,4.000000000000004e-08
4,44,2,0.015,0.095,0.015,CORE,334.04448357687494,4.000000000000004e-08
5,44,2,0.017,0.095,0.015,CORE,332.60254576975,4e-08
6,44,2,0.019,0.095,0.015,CORE,329.169719121625,4.0000000000000074e-08
7,44,2,0.025,0.095,0.015,X+,326.943116789,2.0000000000000015e-07
1,45,2,0.005,0.097,0.015,X-,330.07301286675,2.000000000000002e-07
2,45,2,0.011,0.097,0.015,CORE,331.50579930212496,4.000000000000004e-08
3,45,2,0.013000000000000001,0.097,0.015,CORE,333.64586091599995,4.000000000000004e-08
4,45,2,0.015,0.097,0.015,CORE,334.11330485187494,4.000000000000004e-08
5,45,2,0.017,0.097,0.015,CORE,332.657892145,4e-08
6,45,2,0.019,0.097,0.015,CORE,329.14744063175,4.0000000000000074e-08
7,45,2,0.025,0.097,0.015,X+,326.85257058275,2.0000000000000015e-07
1,46,2,0.005,0.099,0.015,X-,330.0248299035,2.000000000000002e-07
2,46,2,0.011,0.099,0.015,CORE,331.478302113625,4.000000000000004e-08
3,46,2,0.013000000000000001,0.099,0.015,CORE,333.654368363,4.000000000000004e-08
4,46,2,0.015,0.099,0.015,CORE,334.14423284087496,4.000000000000004e-08
5,46,2,0.017,0.099,0.015,CORE,332.65442564675004,4e-08
6,46,2,0.019,0.099,0.015,CORE,329.04468138225,4.0000000000000074e-08
7,46,2,0.025,0.099,0.015,X+,326.6920147505,2.0000000000000015e-07
1,47,2,0.005,0.101,0.015,X-,330.2430624235,1.999999999999988e-07
2,47,2,0.011,0.101,0.015,CORE,331.571264964875,3.999999999999976e-08
3,47,2,0.013000000000000001,0.101,0.015,CORE,333.63561230787496,3.999999999999976e-08
4,47,2,0.015,0.101,0.015,CORE,334.11590591825006,3.999999999999976e-08
5,47,2,0.017,0.101,0.015,CORE,332.550983738,3.999999999999973e-08
6,47,2,0.019,0.101,0.015,CORE,328.91073343262497,3.9999999999999796e-08
7,47,2,0.025,0.101,0.015,X+,326.57955411625,1.9999999999999877e-07
1,48,2,0.005,0.103,0.015,X-,330.33592226975,2.000000000000002e-07
2,48,2,0.011,0.103,0.015,CORE,331.59536246000005,4.000000000000004e-08
3,48,2,0.013000000000000001,0.103,0.015,CORE,333.576029622875,4.000000000000004e-08
4,48,2,0.015,0.103,0.015,CORE,334.014744686125,4.000000000000004e-08
5,48,2,0.017,0.103,0.015,CORE,332.3634266015,4e-08
6,48,2,0.019,0.103,0.015,CORE,328.65817157974993,4.0000000000000074e-08
7,48,2,0.025,0.103,0.015,X+,326.32172273325,2.0000000000000015e-07
1,49,2,0.005,0.105,0.015,X-,329.99353382625,2.000000000000002e-07
2,49,2,0.011,0.105,0.015,CORE,331.39131912175,4.000000000000004e-08
3,49,2,0.013000000000000001,0.105,0.015,CORE,333.465535999625,4.000000000000004e-08
4,49,2,0.015,0.105,0.015,CORE,333.80181200425,4.000000000000004e-08
5,49,2,0.017,0.105,0.015,CORE,332.03396998712503,4e-08
6,49,2,0.019,0.105,0.015,CORE,328.1537554197499,4.0000000000000074e-08
7,49,2,0.025,0.105,0.015,X+,325.70122729175,2.0000000000000015e-07
1,50,2,0.005,0.107,0.015,X-,329.76339323975003,2.000000000000002e-07
2,50,2,0.011,0.107,0.015,CORE,331.22190345112494,4.000000000000004e-08
3,50,2,0.013000000000000001,0.107,0.015,CORE,333.308014871625,4.000000000000004e-08
4,50,2,0.015,0.107,0.015,CORE,333.48708502750003,4.000000000000004e-08
5,50,2,0.017,0.107,0.015,CORE,331.52377917775,4e-08
6,50,2,0.019,0.107,0.015,CORE,327.48687287025,4.0000000000000074e-08
7,50,2,0.025,0.107,0.015,X+,324.96474135924996,2.0000000000000015e-07
1,51,2,0.005,0.109,0.015,X-,329.6817033965,2.000000000000002e-07
2,51,2,0.011,0.109,0.015,CORE,331.1455323225,4.000000000000004e-08
3,51,2,0.013000000000000001,0.109,0.015,CORE,333.10632535200006,4.000000000000004e-08
4,51,2,0.015,0.109,0.015,CORE,333.03601450250005,4.000000000000004e-08
5,51,2,0.017,0.109,0.015,CORE,330.8355316075,4e-08
6,51,2,0.019,0.109,0.015,CORE,326.66772440650004,4.0000000000000074e-08
7,51,2,0.025,0.109,0.015,X+,324.1331251475,2.0000000000000015e-07
1,52,2,0.005,0.111,0.015,X-,329.5934880845,2.000000000000002e-07
2,52,2,0.011,0.111,0.015,CORE,331.062626111875,4.000000000000004e-08
3,52,2,0.013000000000000001,0.111,0.015,CORE,332.84606233025005,4.000000000000004e-08
4,52,2,0.015,0.111,0.015,CORE,332.429619103875,4.000000000000004e-08
5,52,2,0.017,0.111,0.015,CORE,329.940686567,4e-08
6,52,2,0.019,0.111,0.015,CORE,325.616377867,4.0000000000000074e-08
7,52,2,0.025,0.111,0.015,X+,323.0502602865,2.0000000000000015e-07
1,53,2,0.005,0.113,0.015,X-,329.72141278799995,2.000000000000002e-07
2,53,2,0.011,0.113,0.015,CORE,331.03269723924996,4.000000000000004e-08
3,53,2,0.013000000000000001,0.113,0.015,CORE,332.439944352625,4.000000000000004e-08
4,53,2,0.015,0.113,0.015,CORE,331.60233903375,4.000000000000004e-08
5,53,2,0.017,0.113,0.015,CORE,328.8127115295,4e-08
6,53,2,0.019,0.113,0.015,CORE,324.235701624,4.0000000000000074e-08
7,53,2,0.025,0.113,0.015,X+,321.51475124175,2.0000000000000015e-07
1,54,2,0.005,0.115,0.015,X-,329.601150371,2.000000000000002e-07
2,54,2,0.011,0.115,0.015,CORE,330.7537296915,4.000000000000004e-08
3,54,2,0.013000000000000001,0.115,0.015,CORE,331.75614153025003,4.000000000000004e-08
4,54,2,0.015,0.115,0.015,CORE,330.527131112,4.000000000000004e-08
5,54,2,0.017,0.115,0.015,CORE,327.566354764375,4e-08
6,54,2,0.019,0.115,0.015,CORE,322.8318484311251,4.0000000000000074e-08
7,54,2,0.025,0.115,0.015,X+,319.979275509,2.0000000000000015e-07
1,55,2,0.005,0.11699999999999999,0.015,X-,329.23213898150004,1.999999999999988e-07
2,55,2,0.011,0.11699999999999999,0.015,CORE,330.13716792337505,3.999999999999976e-08
3,55,2,0.013000000000000001,0.11699999999999999,0.015,CORE,330.756180931125,3.999999999999976e-08
4,55,2,0.015,0.11699999999999999,0.015,CORE,329.357904253,3.999999999999976e-08
5,55,2,0.017,0.11699999999999999,0.015,CORE,326.41761227600006,3.999999999999973e-08
6,55,2,0.019,0.11699999999999999,0.015,CORE,321.9634269275,3.9999999999999796e-08
7,55,2,0.025,0.11699999999999999,0.015,X+,319.33727281200004,1.9999999999999877e-07
1,56,2,0.005,0.119,0.015,X-,329.0873239395,2.000000000000002e-07
2,56,2,0.011,0.119,0.015,CORE,329.54751918349996,4.000000000000004e-08
3,56,2,0.013000000000000001,0.119,0.015,CORE,329.620438633,4.000000000000004e-08
4,56,2,0.015,0.119,0.015,CORE,328.16107226875,4.000000000000004e-08
5,56,2,0.017,0.119,0.015,CORE,325.39526361599997,4e-08
6,56,2,0.019,0.119,0.015,CORE,321.493880811625,4.0000000000000074e-08
7,56,2,0.025,0.119,0.015,X+,319.28621609025004,2.0000000000000015e-07
1,57,2,0.005,0.121,0.015,X-,328.953157285,2.000000000000002e-07
2,57,2,0.011,0.121,0.015,CORE,329.03534512025004,4.000000000000004e-08
3,57,2,0.013000000000000001,0.121,0.015,CORE,328.62146457362496,4.000000000000004e-08
4,57,2,0.015,0.121,0.015,CORE,327.09619574825,4.000000000000004e-08
5,57,2,0.017,0.121,0.015,CORE,324.54315148,4e-08
6,57,2,0.019,0.121,0.015,CORE,321.13307177412497,4.0000000000000074e-08
7,57,2,0.025,0.121,0.015,X+,319.246835893,2.0000000000000015e-07
1,58,2,0.005,0.123,0.015,X-,328.82943986550004,2.000000000000002e-07
2,58,2,0.011,0.123,0.015,CORE,328.625498475125,4.000000000000004e-08
3,58,2,0.013000000000000001,0.123,0.015,CORE,327.83947223062506,4.000000000000004e-08
4,58,2,0.015,0.123,0.015,CORE,326.2553880515,4.000000000000004e-08
5,58,2,0.017,0.123,0.015,CORE,323.872357261125,4e-08
6,58,2,0.019,0.123,0.015,CORE,320.852152168375,4.0000000000000074e-08
7,58,2,0.025,0.123,0.015,X+,319.212978541,2.0000000000000015e-07
1,59,2,0.005,0.125,0.015,X-,328.71579226949996,2.000000000000002e-07
2,59,2,0.011,0.125,0.015,CORE,328.3054791885,4.000000000000004e-08
3,59,2,0.013000000000000001,0.125,0.015,CORE,327.228892349875,4.000000000000004e-08
4,59,2,0.015,0.125,0.015,CORE,325.581403769625,4.000000000000004e-08
5,59,2,0.017,0.125,0.015,CORE,323.33773587887504,4e-08
6,59,2,0.019,0.125,0.015,CORE,320.6292086875,4.0000000000000074e-08
7,59,2,0.025,0.125,0.015,X+,319.18313456425005,2.0000000000000015e-07
1,60,2,0.005,0.127,0.015,X-,328.6112107245,2.000000000000002e-07
2,60,2,0.011,0.127,0.015,CORE,328.055234333,4.000000000000004e-08
3,60,2,0.013000000000000001,0.127,0.015,CORE,326.764248221,4.000000000000004e-08
4,60,2,0.015,0.127,0.015,CORE,325.068731820625,4.000000000000004e-08
5,60,2,0.017,0.127,0.015,CORE,322.93640896875,4e-08
6,60,2,0.019,0.127,0.015,CORE,320.460530722,4.0000000000000074e-08
7,60,2,0.025,0.127,0.015,X+,319.15646864725,2.0000000000000015e-07
1,61,2,0.005,0.129,0.015,X-,328.51472118575,2.000000000000002e-07
2,61,2,0.011,0.129,0.015,CORE,327.85659719187504,4.000000000000004e-08
3,61,2,0.013000000000000001,0.129,0.015,CORE,326.413907980625,4.000000000000004e-08
4,61,2,0.015,0.129,0.015,CORE,324.684315204125,4.000000000000004e-08
5,61,2,0.017,0.129,0.015,CORE,322.6314910265,4e-08
6,61,2,0.019,0.129,0.015,CORE,320.32804049975,4.0000000000000074e-08
7,61,2,0.025,0.129,0.015,X+,319.1323865915,2.0000000000000015e-07
1,62,2,0.005,0.131,0.015,X-,328.4257941715,2.000000000000002e-07
2,62,2,0.011,0.131,0.015,CORE,327.697000338875,4.000000000000004e-08
3,62,2,0.013000000000000001,0.131,0.015,CORE,326.150381038875,4.000000000000004e-08
4,62,2,0.015,0.131,0.015,CORE,324.394809720625,4.000000000000004e-08
5,62,2,0.017,0.131,0.015,CORE,322.40172334849996,4e-08
6,62,2,0.019,0.131,0.015,CORE,320.228447435375,4.0000000000000074e-08
7,62,2,0.025,0.131,0.015,X+,319.1105120435,2.0000000000000015e-07
1,63,2,0.005,0.133,0.015,X-,328.3441617645,2.000000000000002e-07
2,63,2,0.011,0.133,0.015,CORE,327.567400433,4.000000000000004e-08
3,63,2,0.013000000000000001,0.133,0.015,CORE,325.9492418045,4.000000000000004e-08
4,63,2,0.015,0.133,0.015,CORE,324.17626366875004,4.000000000000004e-08
5,63,2,0.017,0.133,0.015,CORE,322.229463716875,4e-08
6,63,2,0.019,0.133,0.015,CORE,320.15243739025004,4.0000000000000074e-08
7,63,2,0.025,0.133,0.015,X+,319.09063017675,2.0000000000000015e-07
1,64,2,0.005,0.135,0.015,X-,328.26954035475,2.000000000000002e-07
2,64,2,0.011,0.135,0.015,CORE,327.46071029675005,4.000000000000004e-08
3,64,2,0.013000000000000001,0.135,0.015,CORE,325.794404813875,4.000000000000004e-08
4,64,2,0.015,0.135,0.015,CORE,324.01102626025,4.000000000000004e-08
5,64,2,0.017,0.135,0.015,CORE,322.09866541375,4e-08
6,64,2,0.019,0.135,0.015,CORE,320.092397403875,4.0000000000000074e-08
7,64,2,0.025,0.135,0.015,X+,319.07258711175,2.0000000000000015e-07
1,65,2,0.005,0.137,0.015,X-,328.20165751225005,2.000000000000002e-07
2,65,2,0.011,0.137,0.015,CORE,327.369291500125,4.000000000000004e-08
3,65,2,0.013000000000000001,0.137,0.015,CORE,325.667951146625,4.000000000000004e-08
4,65,2,0.015,0.137,0.015,CORE,323.87901142825,4.000000000000004e-08
5,65,2,0.017,0.137,0.015,CORE,321.995414425,4e-08
6,65,2,0.019,0.137,0.015,CORE,320.044002939875,4.0000000000000074e-08
7,65,2,0.025,0.137,0.015,X+,319.056223081,2.0000000000000015e-07
1,66,2,0.005,0.139,0.015,X-,328.14010056575,2.000000000000002e-07
2,66,2,0.011,0.139,0.015,CORE,327.29177866937505,4.000000000000004e-08
3,66,2,0.013000000000000001,0.139,0.015,CORE,325.56608124287504,4.000000000000004e-08
4,66,2,0.015,0.139,0.015,CORE,323.7735594285,4.000000000000004e-08
5,66,2,0.017,0.139,0.015,CORE,321.912829288125,4e-08
6,66,2,0.019,0.139,0.015,CORE,320.004319353625,4.0000000000000074e-08
7,66,2,0.025,0.139,0.015,X+,319.04139327524996,2.0000000000000015e-07
1,67,2,0.005,0.14100000000000001,0.015,X-,328.08449649,1.9999999999999742e-07
2,67,2,0.011,0.14100000000000001,0.015,CORE,327.225298054875,3.9999999999999485e-08
3,67,2,0.013000000000000001,0.14100000000000001,0.015,CORE,325.48382149074996,3.9999999999999485e-08
4,67,2,0.015,0.14100000000000001,0.015,CORE,323.69081802725,3.9999999999999485e-08
5,67,2,0.017,0.14100000000000001,0.015,CORE,321.847801790375,3.999999999999945e-08
6,67,2,0.019,0.14100000000000001,0.015,CORE,319.971771418875,3.999999999999952e-08
7,67,2,0.025,0.14100000000000001,0.015,X+,319.02803194975,1.9999999999999737e-07
1,68,2,0.005,0.143,0.015,X-,328.03471540075,2.000000000000002e-07
2,68,2,0.011,0.143,0.015,CORE,327.168296974375,4.000000000000004e-08
3,68,2,0.013000000000000001,0.143,0.015,CORE,325.416210956875,4.000000000000004e-08
4,68,2,0.015,0.143,0.015,CORE,323.624041138875,4.000000000000004e-08
5,68,2,0.017,0.143,0.015,CORE,321.795463813625,4e-08
6,68,2,0.019,0.143,0.015,CORE,319.944745972875,4.0000000000000074e-08
7,68,2,0.025,0.143,0.015,X+,319.0161032305,2.0000000000000015e-07
1,69,2,0.005,0.145,0.015,X-,327.9906057765,2.000000000000002e-07
2,69,2,0.011,0.145,0.015,CORE,327.11985098049996,4.000000000000004e-08
3,69,2,0.013000000000000001,0.145,0.015,CORE,325.36122021837497,4.000000000000004e-08
4,69,2,0.015,0.145,0.015,CORE,323.5707221235,4.000000000000004e-08
5,69,2,0.017,0.145,0.015,CORE,321.754596799625,4e-08
6,69,2,0.019,0.145,0.015,CORE,319.923318533875,4.0000000000000074e-08
7,69,2,0.025,0.145,0.015,X+,319.00554346325004,2.0000000000000015e-07
1,70,2,0.005,0.147,0.015,X-,327.9520386795,2.000000000000002e-07
2,70,2,0.011,0.147,0.015,CORE,327.079046384875,4.000000000000004e-08
3,70,2,0.013000000000000001,0.147,0.015,CORE,325.31827349075,4.000000000000004e-08
4,70,2,0.015,0.147,0.015,CORE,323.53125283375,4.000000000000004e-08
5,70,2,0.017,0.147,0.015,CORE,321.724605976125,4e-08
6,70,2,0.019,0.147,0.015,CORE,319.906774628875,4.0000000000000074e-08
7,70,2,0.025,0.147,0.015,X+,318.99635008175005,2.0000000000000015e-07
1,71,2,0.005,0.149,0.015,X-,327.91919667825005,2.000000000000002e-07
2,71,2,0.011,0.149,0.015,CORE,327.04544640437496,4.000000000000004e-08
3,71,2,0.013000000000000001,0.149,0.015,CORE,325.286007839125,4.000000000000004e-08
4,71,2,0.015,0.149,0.015,CORE,323.50341767862506,4.000000000000004e-08
5,71,2,0.017,0.149,0.015,CORE,321.70303112324996,4e-08
6,71,2,0.019,0.149,0.015,CORE,319.894042123125,4.0000000000000074e-08
7,71,2,0.025,0.149,0.015,X+,318.98853780925003,2.0000000000000015e-07
1,72,2,0.005,0.151,0.015,X-,327.89222898724995,2.000000000000002e-07
2,72,2,0.011,0.151,0.015,CORE,327.0184053685,4.000000000000004e-08
3,72,2,0.013000000000000001,0.151,0.015,CORE,325.260848818375,4.000000000000004e-08
4,72,2,0.015,0.151,0.015,CORE,323.482008778125,4.000000000000004e-08
5,72,2,0.017,0.151,0.015,CORE,321.6863997660001,4e-08
6,72,2,0.019,0.151,0.015,CORE,319.884003034625,4.0000000000000074e-08
7,72,2,0.025,0.151,0.015,X+,318.9821082065,2.0000000000000015e-07
1,73,2,0.005,0.153,0.015,X-,327.87077975675,2.000000000000002e-07
2,73,2,0.011,0.153,0.015,CORE,326.997557906875,4.000000000000004e-08
3,73,2,0.013000000000000001,0.153,0.015,CORE,325.241135192,4.000000000000004e-08
4,73,2,0.015,0.153,0.015,CORE,323.4638803625,4.000000000000004e-08
5,73,2,0.017,0.153,0.015,CORE,321.67181207149997,4e-08
6,73,2,0.019,0.153,0.015,CORE,319.87540321225,4.0000000000000074e-08
7,73,2,0.025,0.153,0.015,X+,318.97700867950005,2.0000000000000015e-07
1,74,2,0.005,0.155,0.015,X-,327.85450310174997,2.000000000000002e-07
2,74,2,0.011,0.155,0.015,CORE,326.982203718625,4.000000000000004e-08
