idxcell,idycell,idzcell,x_center_um,y_center_um,z_center_um,region_type,temperature_K,cell_volume_um3
5,25,8,0.017,0.057,0.07500000000000001,CORE,328.746376060125,3.999999999999998e-08
6,25,8,0.019,0.057,0.07500000000000001,CORE,324.385914153875,4.0000000000000054e-08
7,25,8,0.025,0.057,0.07500000000000001,X+,321.7330491225,2.0000000000000004e-07
1,26,8,0.005,0.059,0.07500000000000001,X-,329.7247797215,1.9999999999999938e-07
2,26,8,0.011,0.059,0.07500000000000001,CORE,331.11452533612504,3.9999999999999875e-08
3,26,8,0.013000000000000001,0.059,0.07500000000000001,CORE,332.641071937,3.9999999999999875e-08
4,26,8,0.015,0.059,0.07500000000000001,CORE,332.01708999425,3.9999999999999875e-08
5,26,8,0.017,0.059,0.07500000000000001,CORE,329.67017167525,3.999999999999984e-08
6,26,8,0.019,0.059,0.07500000000000001,CORE,325.6238096065,3.999999999999991e-08
7,26,8,0.025,0.059,0.07500000000000001,X+,323.16358292775,1.9999999999999933e-07
1,27,8,0.005,0.061,0.07500000000000001,X-,329.94314410050004,2.000000000000001e-07
2,27,8,0.011,0.061,0.07500000000000001,CORE,331.214831955375,4.000000000000002e-08
3,27,8,0.013000000000000001,0.061,0.07500000000000001,CORE,332.767246572,4.000000000000002e-08
4,27,8,0.015,0.061,0.07500000000000001,CORE,332.42924924975,4.000000000000002e-08
5,27,8,0.017,0.061,0.07500000000000001,CORE,330.32869631637504,3.999999999999998e-08
6,27,8,0.019,0.061,0.07500000000000001,CORE,326.5352351485,4.0000000000000054e-08
7,27,8,0.025,0.061,0.07500000000000001,X+,324.22360283,2.0000000000000004e-07
1,28,8,0.005,0.063,0.07500000000000001,X-,330.25116553625,2.000000000000001e-07
2,28,8,0.011,0.063,0.07500000000000001,CORE,331.36665553299997,4.000000000000002e-08
3,28,8,0.013000000000000001,0.063,0.07500000000000001,CORE,332.845483610875,4.000000000000002e-08
4,28,8,0.015,0.063,0.07500000000000001,CORE,332.68127568287497,4.000000000000002e-08
5,28,8,0.017,0.063,0.07500000000000001,CORE,330.76175010487503,3.999999999999998e-08
6,28,8,0.019,0.063,0.07500000000000001,CORE,327.23185108712505,4.0000000000000054e-08
7,28,8,0.025,0.063,0.07500000000000001,X+,325.09393163825,2.0000000000000004e-07
1,29,8,0.005,0.065,0.07500000000000001,X-,330.17148533750003,2.000000000000001e-07
2,29,8,0.011,0.065,0.07500000000000001,CORE,331.330312225625,4.000000000000002e-08
3,29,8,0.013000000000000001,0.065,0.07500000000000001,CORE,332.890025037375,4.000000000000002e-08
4,29,8,0.015,0.065,0.07500000000000001,CORE,332.8218953105,4.000000000000002e-08
5,29,8,0.017,0.065,0.07500000000000001,CORE,331.025081511625,3.999999999999998e-08
6,29,8,0.019,0.065,0.07500000000000001,CORE,327.55498908412505,4.0000000000000054e-08
7,29,8,0.025,0.065,0.07500000000000001,X+,325.412694805,2.0000000000000004e-07
1,30,8,0.005,0.067,0.07500000000000001,X-,330.114189322,2.000000000000001e-07
2,30,8,0.011,0.067,0.07500000000000001,CORE,331.305630868,4.000000000000002e-08
3,30,8,0.013000000000000001,0.067,0.07500000000000001,CORE,332.91253337499995,4.000000000000002e-08
4,30,8,0.015,0.067,0.07500000000000001,CORE,332.88296624325,4.000000000000002e-08
5,30,8,0.017,0.067,0.07500000000000001,CORE,331.16237640950004,3.999999999999998e-08
6,30,8,0.019,0.067,0.07500000000000001,CORE,327.80822791225,4.0000000000000054e-08
7,30,8,0.025,0.067,0.07500000000000001,X+,325.72964115599996,2.0000000000000004e-07
1,31,8,0.005,0.069,0.07500000000000001,X-,330.31149461175,2.000000000000001e-07
2,31,8,0.011,0.069,0.07500000000000001,CORE,331.41048486725003,4.000000000000002e-08
3,31,8,0.013000000000000001,0.069,0.07500000000000001,CORE,332.91167463625,4.000000000000002e-08
4,31,8,0.015,0.069,0.07500000000000001,CORE,332.892423701,4.000000000000002e-08
5,31,8,0.017,0.069,0.07500000000000001,CORE,331.23343196525,3.999999999999998e-08
6,31,8,0.019,0.069,0.07500000000000001,CORE,328.083417082,4.0000000000000054e-08
7,31,8,0.025,0.069,0.07500000000000001,X+,326.17094348575,2.0000000000000004e-07
1,32,8,0.005,0.07100000000000001,0.07500000000000001,X-,330.23118232449997,1.999999999999987e-07
2,32,8,0.011,0.07100000000000001,0.07500000000000001,CORE,331.363102827375,3.999999999999974e-08
3,32,8,0.013000000000000001,0.07100000000000001,0.07500000000000001,CORE,332.891684612625,3.999999999999974e-08
4,32,8,0.015,0.07100000000000001,0.07500000000000001,CORE,332.89389604974997,3.999999999999974e-08
5,32,8,0.017,0.07100000000000001,0.07500000000000001,CORE,331.290049665875,3.999999999999971e-08
6,32,8,0.019,0.07100000000000001,0.07500000000000001,CORE,328.117212164,3.9999999999999776e-08
7,32,8,0.025,0.07100000000000001,0.07500000000000001,X+,326.15377120075,1.9999999999999867e-07
1,33,8,0.005,0.073,0.07500000000000001,X-,330.351249789,2.000000000000001e-07
2,33,8,0.011,0.073,0.07500000000000001,CORE,331.423408281,4.000000000000002e-08
3,33,8,0.013000000000000001,0.073,0.07500000000000001,CORE,332.892919389375,4.000000000000002e-08
4,33,8,0.015,0.073,0.07500000000000001,CORE,332.891876625125,4.000000000000002e-08
5,33,8,0.017,0.073,0.07500000000000001,CORE,331.31194271812495,3.999999999999998e-08
6,33,8,0.019,0.073,0.07500000000000001,CORE,328.156370965875,4.0000000000000054e-08
7,33,8,0.025,0.073,0.07500000000000001,X+,326.18233774,2.0000000000000004e-07
1,34,8,0.005,0.075,0.07500000000000001,X-,330.6301238005,2.000000000000001e-07
2,34,8,0.011,0.075,0.07500000000000001,CORE,331.584963338125,4.000000000000002e-08
3,34,8,0.013000000000000001,0.075,0.07500000000000001,CORE,332.92685669825005,4.000000000000002e-08
4,34,8,0.015,0.075,0.07500000000000001,CORE,332.919595094875,4.000000000000002e-08
5,34,8,0.017,0.075,0.07500000000000001,CORE,331.355777034625,3.999999999999998e-08
6,34,8,0.019,0.075,0.07500000000000001,CORE,328.34959068200004,4.0000000000000054e-08
7,34,8,0.025,0.075,0.07500000000000001,X+,326.51290696374997,2.0000000000000004e-07
1,35,8,0.005,0.077,0.07500000000000001,X-,330.67999409075,2.000000000000001e-07
2,35,8,0.011,0.077,0.07500000000000001,CORE,331.61856703025,4.000000000000002e-08
3,35,8,0.013000000000000001,0.077,0.07500000000000001,CORE,332.949967649125,4.000000000000002e-08
4,35,8,0.015,0.077,0.07500000000000001,CORE,332.968192502,4.000000000000002e-08
5,35,8,0.017,0.077,0.07500000000000001,CORE,331.434564598375,3.999999999999998e-08
6,35,8,0.019,0.077,0.07500000000000001,CORE,328.51833566262496,4.0000000000000054e-08
7,35,8,0.025,0.077,0.07500000000000001,X+,326.761131804,2.0000000000000004e-07
1,36,8,0.005,0.079,0.07500000000000001,X-,330.579393903,2.000000000000001e-07
2,36,8,0.011,0.079,0.07500000000000001,CORE,331.578607942625,4.000000000000002e-08
3,36,8,0.013000000000000001,0.079,0.07500000000000001,CORE,332.992159990375,4.000000000000002e-08
4,36,8,0.015,0.079,0.07500000000000001,CORE,333.03263143525,4.000000000000002e-08
5,36,8,0.017,0.079,0.07500000000000001,CORE,331.51121205725,3.999999999999998e-08
6,36,8,0.019,0.079,0.07500000000000001,CORE,328.563012280625,4.0000000000000054e-08
7,36,8,0.025,0.079,0.07500000000000001,X+,326.76236531875,2.0000000000000004e-07
1,37,8,0.005,0.081,0.07500000000000001,X-,330.4348030785,2.000000000000001e-07
2,37,8,0.011,0.081,0.07500000000000001,CORE,331.52127906775,4.000000000000002e-08
3,37,8,0.013000000000000001,0.081,0.07500000000000001,CORE,333.043883261875,4.000000000000002e-08
4,37,8,0.015,0.081,0.07500000000000001,CORE,333.11163205549997,4.000000000000002e-08
5,37,8,0.017,0.081,0.07500000000000001,CORE,331.59743915425,3.999999999999998e-08
6,37,8,0.019,0.081,0.07500000000000001,CORE,328.557426601375,4.0000000000000054e-08
7,37,8,0.025,0.081,0.07500000000000001,X+,326.6632275385,2.0000000000000004e-07
1,38,8,0.005,0.083,0.07500000000000001,X-,330.3116763705,2.000000000000001e-07
2,38,8,0.011,0.083,0.07500000000000001,CORE,331.482699602625,4.000000000000002e-08
3,38,8,0.013000000000000001,0.083,0.07500000000000001,CORE,333.108272824125,4.000000000000002e-08
4,38,8,0.015,0.083,0.07500000000000001,CORE,333.22257470725,4.000000000000002e-08
5,38,8,0.017,0.083,0.07500000000000001,CORE,331.73245541762503,3.999999999999998e-08
6,38,8,0.019,0.083,0.07500000000000001,CORE,328.62212267987496,4.0000000000000054e-08
7,38,8,0.025,0.083,0.07500000000000001,X+,326.6616611255,2.0000000000000004e-07
1,39,8,0.005,0.08499999999999999,0.07500000000000001,X-,330.21334016900005,1.999999999999987e-07
2,39,8,0.011,0.08499999999999999,0.07500000000000001,CORE,331.472872288625,3.999999999999974e-08
3,39,8,0.013000000000000001,0.08499999999999999,0.07500000000000001,CORE,333.21690936225,3.999999999999974e-08
4,39,8,0.015,0.08499999999999999,0.07500000000000001,CORE,333.3779008395,3.999999999999974e-08
5,39,8,0.017,0.08499999999999999,0.07500000000000001,CORE,331.904437857875,3.999999999999971e-08
6,39,8,0.019,0.08499999999999999,0.07500000000000001,CORE,328.75181609862506,3.9999999999999776e-08
7,39,8,0.025,0.08499999999999999,0.07500000000000001,X+,326.74914384425,1.9999999999999867e-07
1,40,8,0.005,0.087,0.07500000000000001,X-,330.33963548975,2.000000000000001e-07
2,40,8,0.011,0.087,0.07500000000000001,CORE,331.56197480325,4.000000000000002e-08
3,40,8,0.013000000000000001,0.087,0.07500000000000001,CORE,333.30762167337497,4.000000000000002e-08
4,40,8,0.015,0.087,0.07500000000000001,CORE,333.525180638625,4.000000000000002e-08
5,40,8,0.017,0.087,0.07500000000000001,CORE,332.060215141875,3.999999999999998e-08
6,40,8,0.019,0.087,0.07500000000000001,CORE,328.91723424024997,4.0000000000000054e-08
7,40,8,0.025,0.087,0.07500000000000001,X+,326.933470244,2.0000000000000004e-07
1,41,8,0.005,0.089,0.07500000000000001,X-,330.61565906475,2.000000000000001e-07
2,41,8,0.011,0.089,0.07500000000000001,CORE,331.71671326924996,4.000000000000002e-08
3,41,8,0.013000000000000001,0.089,0.07500000000000001,CORE,333.37925756175,4.000000000000002e-08
4,41,8,0.015,0.089,0.07500000000000001,CORE,333.66421165675,4.000000000000002e-08
5,41,8,0.017,0.089,0.07500000000000001,CORE,332.22021717775,3.999999999999998e-08
6,41,8,0.019,0.089,0.07500000000000001,CORE,329.13936280549996,4.0000000000000054e-08
7,41,8,0.025,0.089,0.07500000000000001,X+,327.22596691924997,2.0000000000000004e-07
1,42,8,0.005,0.091,0.07500000000000001,X-,330.6222579525,2.000000000000001e-07
2,42,8,0.011,0.091,0.07500000000000001,CORE,331.737520255125,4.000000000000002e-08
3,42,8,0.013000000000000001,0.091,0.07500000000000001,CORE,333.4594876445,4.000000000000002e-08
4,42,8,0.015,0.091,0.07500000000000001,CORE,333.79749214387505,4.000000000000002e-08
5,42,8,0.017,0.091,0.07500000000000001,CORE,332.3561006945,3.999999999999998e-08
6,42,8,0.019,0.091,0.07500000000000001,CORE,329.231173059125,4.0000000000000054e-08
7,42,8,0.025,0.091,0.07500000000000001,X+,327.27893628575004,2.0000000000000004e-07
1,43,8,0.005,0.093,0.07500000000000001,X-,330.3071173435,2.000000000000001e-07
2,43,8,0.011,0.093,0.07500000000000001,CORE,331.600560745125,4.000000000000002e-08
3,43,8,0.013000000000000001,0.093,0.07500000000000001,CORE,333.538292713875,4.000000000000002e-08
4,43,8,0.015,0.093,0.07500000000000001,CORE,333.92279377887496,4.000000000000002e-08
5,43,8,0.017,0.093,0.07500000000000001,CORE,332.47755092725004,3.999999999999998e-08
6,43,8,0.019,0.093,0.07500000000000001,CORE,329.1764551105,4.0000000000000054e-08
7,43,8,0.025,0.093,0.07500000000000001,X+,327.06081464325,2.0000000000000004e-07
1,44,8,0.005,0.095,0.07500000000000001,X-,330.1150527995,2.000000000000001e-07
2,44,8,0.011,0.095,0.07500000000000001,CORE,331.52016786175,4.000000000000002e-08
3,44,8,0.013000000000000001,0.095,0.07500000000000001,CORE,333.598366354625,4.000000000000002e-08
4,44,8,0.015,0.095,0.07500000000000001,CORE,334.03443198625,4.000000000000002e-08
5,44,8,0.017,0.095,0.07500000000000001,CORE,332.59396248637495,3.999999999999998e-08
6,44,8,0.019,0.095,0.07500000000000001,CORE,329.15165418325,4.0000000000000054e-08
7,44,8,0.025,0.095,0.07500000000000001,X+,326.91279758099995,2.0000000000000004e-07
1,45,8,0.005,0.097,0.07500000000000001,X-,330.38369977950003,2.000000000000001e-07
2,45,8,0.011,0.097,0.07500000000000001,CORE,331.65681059637495,4.000000000000002e-08
3,45,8,0.013000000000000001,0.097,0.07500000000000001,CORE,333.63292184424995,4.000000000000002e-08
4,45,8,0.015,0.097,0.07500000000000001,CORE,334.1148084295,4.000000000000002e-08
5,45,8,0.017,0.097,0.07500000000000001,CORE,332.65112384737495,3.999999999999998e-08
6,45,8,0.019,0.097,0.07500000000000001,CORE,329.235895101,4.0000000000000054e-08
7,45,8,0.025,0.097,0.07500000000000001,X+,327.06323709099996,2.0000000000000004e-07
1,46,8,0.005,0.099,0.07500000000000001,X-,330.65249014200003,2.000000000000001e-07
2,46,8,0.011,0.099,0.07500000000000001,CORE,331.783684483375,4.000000000000002e-08
3,46,8,0.013000000000000001,0.099,0.07500000000000001,CORE,333.637935482125,4.000000000000002e-08
4,46,8,0.015,0.099,0.07500000000000001,CORE,334.145438005,4.000000000000002e-08
5,46,8,0.017,0.099,0.07500000000000001,CORE,332.64691548149995,3.999999999999998e-08
6,46,8,0.019,0.099,0.07500000000000001,CORE,329.28490762525,4.0000000000000054e-08
7,46,8,0.025,0.099,0.07500000000000001,X+,327.20586815800004,2.0000000000000004e-07
1,47,8,0.005,0.101,0.07500000000000001,X-,330.45777946225,1.999999999999987e-07
2,47,8,0.011,0.101,0.07500000000000001,CORE,331.67136094212503,3.999999999999974e-08
3,47,8,0.013000000000000001,0.101,0.07500000000000001,CORE,333.619239328875,3.999999999999974e-08
4,47,8,0.015,0.101,0.07500000000000001,CORE,334.120305166875,3.999999999999974e-08
5,47,8,0.017,0.101,0.07500000000000001,CORE,332.56915254024995,3.999999999999971e-08
6,47,8,0.019,0.101,0.07500000000000001,CORE,329.07982618887496,3.9999999999999776e-08
7,47,8,0.025,0.101,0.07500000000000001,X+,326.90842139525,1.9999999999999867e-07
1,48,8,0.005,0.103,0.07500000000000001,X-,330.07966378000003,2.000000000000001e-07
2,48,8,0.011,0.103,0.07500000000000001,CORE,331.451654020125,4.000000000000002e-08
3,48,8,0.013000000000000001,0.103,0.07500000000000001,CORE,333.54575300449994,4.000000000000002e-08
4,48,8,0.015,0.103,0.07500000000000001,CORE,334.0049154175,4.000000000000002e-08
5,48,8,0.017,0.103,0.07500000000000001,CORE,332.37872872925004,3.999999999999998e-08
6,48,8,0.019,0.103,0.07500000000000001,CORE,328.63751423912504,4.0000000000000054e-08
7,48,8,0.025,0.103,0.07500000000000001,X+,326.25954010600003,2.0000000000000004e-07
1,49,8,0.005,0.105,0.07500000000000001,X-,329.84217398225,2.000000000000001e-07
2,49,8,0.011,0.105,0.07500000000000001,CORE,331.302786419375,4.000000000000002e-08
3,49,8,0.013000000000000001,0.105,0.07500000000000001,CORE,333.44813932275,4.000000000000002e-08
4,49,8,0.015,0.105,0.07500000000000001,CORE,333.805281126875,4.000000000000002e-08
5,49,8,0.017,0.105,0.07500000000000001,CORE,332.043274388,3.999999999999998e-08
6,49,8,0.019,0.105,0.07500000000000001,CORE,328.10536292012495,4.0000000000000054e-08
7,49,8,0.025,0.105,0.07500000000000001,X+,325.601859529,2.0000000000000004e-07
1,50,8,0.005,0.107,0.07500000000000001,X-,329.76725653849996,2.000000000000001e-07
2,50,8,0.011,0.107,0.07500000000000001,CORE,331.23422881050004,4.000000000000002e-08
3,50,8,0.013000000000000001,0.107,0.07500000000000001,CORE,333.316749834625,4.000000000000002e-08
4,50,8,0.015,0.107,0.07500000000000001,CORE,333.494907237125,4.000000000000002e-08
5,50,8,0.017,0.107,0.07500000000000001,CORE,331.527374729875,3.999999999999998e-08
6,50,8,0.019,0.107,0.07500000000000001,CORE,327.483821305625,4.0000000000000054e-08
7,50,8,0.025,0.107,0.07500000000000001,X+,324.970409039,2.0000000000000004e-07
1,51,8,0.005,0.109,0.07500000000000001,X-,329.68640129675003,2.000000000000001e-07
2,51,8,0.011,0.109,0.07500000000000001,CORE,331.14919726175003,4.000000000000002e-08
3,51,8,0.013000000000000001,0.109,0.07500000000000001,CORE,333.10642145599996,4.000000000000002e-08
4,51,8,0.015,0.109,0.07500000000000001,CORE,333.034654698375,4.000000000000002e-08
5,51,8,0.017,0.109,0.07500000000000001,CORE,330.83271826325,3.999999999999998e-08
6,51,8,0.019,0.109,0.07500000000000001,CORE,326.67056635337497,4.0000000000000054e-08
7,51,8,0.025,0.109,0.07500000000000001,X+,324.14415589174996,2.0000000000000004e-07
1,52,8,0.005,0.111,0.07500000000000001,X-,329.59974842950004,2.000000000000001e-07
2,52,8,0.011,0.111,0.07500000000000001,CORE,331.0531008495,4.000000000000002e-08
3,52,8,0.013000000000000001,0.111,0.07500000000000001,CORE,332.847761827375,4.000000000000002e-08
4,52,8,0.015,0.111,0.07500000000000001,CORE,332.45193354187506,4.000000000000002e-08
5,52,8,0.017,0.111,0.07500000000000001,CORE,329.943610988,3.999999999999998e-08
6,52,8,0.019,0.111,0.07500000000000001,CORE,325.61612594,4.0000000000000054e-08
7,52,8,0.025,0.111,0.07500000000000001,X+,323.05982660250004,2.0000000000000004e-07
1,53,8,0.005,0.113,0.07500000000000001,X-,329.503767093,2.000000000000001e-07
2,53,8,0.011,0.113,0.07500000000000001,CORE,330.91925500125,4.000000000000002e-08
3,53,8,0.013000000000000001,0.113,0.07500000000000001,CORE,332.44397909812506,4.000000000000002e-08
4,53,8,0.015,0.113,0.07500000000000001,CORE,331.613725909625,4.000000000000002e-08
5,53,8,0.017,0.113,0.07500000000000001,CORE,328.78494983775005,3.999999999999998e-08
6,53,8,0.019,0.113,0.07500000000000001,CORE,324.20683067037504,4.0000000000000054e-08
7,53,8,0.025,0.113,0.07500000000000001,X+,321.51799819775,2.0000000000000004e-07
1,54,8,0.005,0.115,0.07500000000000001,X-,329.3842600705,2.000000000000001e-07
2,54,8,0.011,0.115,0.07500000000000001,CORE,330.654534249125,4.000000000000002e-08
3,54,8,0.013000000000000001,0.115,0.07500000000000001,CORE,331.772872247375,4.000000000000002e-08
4,54,8,0.015,0.115,0.07500000000000001,CORE,330.54422087325,4.000000000000002e-08
5,54,8,0.017,0.115,0.07500000000000001,CORE,327.53106737162506,3.999999999999998e-08
6,54,8,0.019,0.115,0.07500000000000001,CORE,322.78816433262506,4.0000000000000054e-08
7,54,8,0.025,0.115,0.07500000000000001,X+,319.9816996015,2.0000000000000004e-07
1,55,8,0.005,0.11699999999999999,0.07500000000000001,X-,329.23971680175003,1.999999999999987e-07
2,55,8,0.011,0.11699999999999999,0.07500000000000001,CORE,330.159175328875,3.999999999999974e-08
3,55,8,0.013000000000000001,0.11699999999999999,0.07500000000000001,CORE,330.78201182887506,3.999999999999974e-08
4,55,8,0.015,0.11699999999999999,0.07500000000000001,CORE,329.37619896112506,3.999999999999974e-08
5,55,8,0.017,0.11699999999999999,0.07500000000000001,CORE,326.385667065375,3.999999999999971e-08
6,55,8,0.019,0.11699999999999999,0.07500000000000001,CORE,321.9221064970001,3.9999999999999776e-08
7,55,8,0.025,0.11699999999999999,0.07500000000000001,X+,319.33988698375,1.9999999999999867e-07
1,56,8,0.005,0.119,0.07500000000000001,X-,329.093170624,2.000000000000001e-07
2,56,8,0.011,0.119,0.07500000000000001,CORE,329.555749930625,4.000000000000002e-08
3,56,8,0.013000000000000001,0.119,0.07500000000000001,CORE,329.623397378,4.000000000000002e-08
4,56,8,0.015,0.119,0.07500000000000001,CORE,328.16150167975,4.000000000000002e-08
5,56,8,0.017,0.119,0.07500000000000001,CORE,325.38400790475004,3.999999999999998e-08
6,56,8,0.019,0.119,0.07500000000000001,CORE,321.4810202645,4.0000000000000054e-08
7,56,8,0.025,0.119,0.07500000000000001,X+,319.28856256025006,2.0000000000000004e-07
1,57,8,0.005,0.121,0.07500000000000001,X-,328.95768733849997,2.000000000000001e-07
2,57,8,0.011,0.121,0.07500000000000001,CORE,329.031996602625,4.000000000000002e-08
3,57,8,0.013000000000000001,0.121,0.07500000000000001,CORE,328.60675617199996,4.000000000000002e-08
4,57,8,0.015,0.121,0.07500000000000001,CORE,327.091769271125,4.000000000000002e-08
5,57,8,0.017,0.121,0.07500000000000001,CORE,324.54433510212505,3.999999999999998e-08
6,57,8,0.019,0.121,0.07500000000000001,CORE,321.13051238800006,4.0000000000000054e-08
7,57,8,0.025,0.121,0.07500000000000001,X+,319.24868663675,2.0000000000000004e-07
1,58,8,0.005,0.123,0.07500000000000001,X-,328.8328316835,2.000000000000001e-07
2,58,8,0.011,0.123,0.07500000000000001,CORE,328.622823087375,4.000000000000002e-08
3,58,8,0.013000000000000001,0.123,0.07500000000000001,CORE,327.82444322825,4.000000000000002e-08
4,58,8,0.015,0.123,0.07500000000000001,CORE,326.24162905850005,4.000000000000002e-08
5,58,8,0.017,0.123,0.07500000000000001,CORE,323.85891380537504,3.999999999999998e-08
6,58,8,0.019,0.123,0.07500000000000001,CORE,320.842659126875,4.0000000000000054e-08
7,58,8,0.025,0.123,0.07500000000000001,X+,319.21467679475,2.0000000000000004e-07
1,59,8,0.005,0.125,0.07500000000000001,X-,328.718115709,2.000000000000001e-07
2,59,8,0.011,0.125,0.07500000000000001,CORE,328.30269887325,4.000000000000002e-08
3,59,8,0.013000000000000001,0.125,0.07500000000000001,CORE,327.21431870587503,4.000000000000002e-08
4,59,8,0.015,0.125,0.07500000000000001,CORE,325.567876427625,4.000000000000002e-08
5,59,8,0.017,0.125,0.07500000000000001,CORE,323.32847508637497,3.999999999999998e-08
6,59,8,0.019,0.125,0.07500000000000001,CORE,320.62358820937504,4.0000000000000054e-08
7,59,8,0.025,0.125,0.07500000000000001,X+,319.18462372700003,2.0000000000000004e-07
1,60,8,0.005,0.127,0.07500000000000001,X-,328.61268397125,2.000000000000001e-07
2,60,8,0.011,0.127,0.07500000000000001,CORE,328.05141742200004,4.000000000000002e-08
3,60,8,0.013000000000000001,0.127,0.07500000000000001,CORE,326.75253014425,4.000000000000002e-08
4,60,8,0.015,0.127,0.07500000000000001,CORE,325.05858285837496,4.000000000000002e-08
5,60,8,0.017,0.127,0.07500000000000001,CORE,322.92858226775,3.999999999999998e-08
6,60,8,0.019,0.127,0.07500000000000001,CORE,320.456265618875,4.0000000000000054e-08
7,60,8,0.025,0.127,0.07500000000000001,X+,319.15762300325,2.0000000000000004e-07
1,61,8,0.005,0.129,0.07500000000000001,X-,328.44173652949996,2.000000000000001e-07
2,61,8,0.011,0.129,0.07500000000000001,CORE,327.816417263625,4.000000000000002e-08
3,61,8,0.013000000000000001,0.129,0.07500000000000001,CORE,326.406112099375,4.000000000000002e-08
4,61,8,0.015,0.129,0.07500000000000001,CORE,324.6745984515,4.000000000000002e-08
5,61,8,0.017,0.129,0.07500000000000001,CORE,322.62301163462496,3.999999999999998e-08
6,61,8,0.019,0.129,0.07500000000000001,CORE,320.375421784625,4.0000000000000054e-08
7,61,8,0.025,0.129,0.07500000000000001,X+,319.232891002,2.0000000000000004e-07
1,62,8,0.005,0.131,0.07500000000000001,X-,328.19205287775003,2.000000000000001e-07
2,62,8,0.011,0.131,0.07500000000000001,CORE,327.57422066987505,4.000000000000002e-08
3,62,8,0.013000000000000001,0.131,0.07500000000000001,CORE,326.137492456625,4.000000000000002e-08
4,62,8,0.015,0.131,0.07500000000000001,CORE,324.379478500625,4.000000000000002e-08
5,62,8,0.017,0.131,0.07500000000000001,CORE,322.390234816125,3.999999999999998e-08
6,62,8,0.019,0.131,0.07500000000000001,CORE,320.38766174624993,4.0000000000000054e-08
7,62,8,0.025,0.131,0.07500000000000001,X+,319.43521441025,2.0000000000000004e-07
1,63,8,0.005,0.133,0.07500000000000001,X-,328.10029961575003,2.000000000000001e-07
2,63,8,0.011,0.133,0.07500000000000001,CORE,327.43874535487504,4.000000000000002e-08
3,63,8,0.013000000000000001,0.133,0.07500000000000001,CORE,325.931168487875,4.000000000000002e-08
4,63,8,0.015,0.133,0.07500000000000001,CORE,324.15552762374995,4.000000000000002e-08
5,63,8,0.017,0.133,0.07500000000000001,CORE,322.21547599524996,3.999999999999998e-08
6,63,8,0.019,0.133,0.07500000000000001,CORE,320.29217623037493,4.0000000000000054e-08
7,63,8,0.025,0.133,0.07500000000000001,X+,319.379309836,2.0000000000000004e-07
1,64,8,0.005,0.135,0.07500000000000001,X-,328.13532856924996,2.000000000000001e-07
2,64,8,0.011,0.135,0.07500000000000001,CORE,327.387125245625,4.000000000000002e-08
3,64,8,0.013000000000000001,0.135,0.07500000000000001,CORE,325.77404918450003,4.000000000000002e-08
4,64,8,0.015,0.135,0.07500000000000001,CORE,323.98559726925004,4.000000000000002e-08
5,64,8,0.017,0.135,0.07500000000000001,CORE,322.08088504725,3.999999999999998e-08
6,64,8,0.019,0.135,0.07500000000000001,CORE,320.1184545435,4.0000000000000054e-08
7,64,8,0.025,0.135,0.07500000000000001,X+,319.137157084,2.0000000000000004e-07
1,65,8,0.005,0.137,0.07500000000000001,X-,328.15241876925,2.000000000000001e-07
2,65,8,0.011,0.137,0.07500000000000001,CORE,327.33950145100005,4.000000000000002e-08
3,65,8,0.013000000000000001,0.137,0.07500000000000001,CORE,325.6510634745,4.000000000000002e-08
4,65,8,0.015,0.137,0.07500000000000001,CORE,323.85652908975,4.000000000000002e-08
5,65,8,0.017,0.137,0.07500000000000001,CORE,321.9781073065,3.999999999999998e-08
6,65,8,0.019,0.137,0.07500000000000001,CORE,320.03799161775,4.0000000000000054e-08
7,65,8,0.025,0.137,0.07500000000000001,X+,319.05728398575,2.0000000000000004e-07
1,66,8,0.005,0.139,0.07500000000000001,X-,328.1426633995,2.000000000000001e-07
2,66,8,0.011,0.139,0.07500000000000001,CORE,327.288067382,4.000000000000002e-08
3,66,8,0.013000000000000001,0.139,0.07500000000000001,CORE,325.552225830375,4.000000000000002e-08
4,66,8,0.015,0.139,0.07500000000000001,CORE,323.7578653255,4.000000000000002e-08
5,66,8,0.017,0.139,0.07500000000000001,CORE,321.900610629625,3.999999999999998e-08
6,66,8,0.019,0.139,0.07500000000000001,CORE,319.999426909625,4.0000000000000054e-08
7,66,8,0.025,0.139,0.07500000000000001,X+,319.04238291474996,2.0000000000000004e-07
1,67,8,0.005,0.14100000000000001,0.07500000000000001,X-,328.08705731925,1.9999999999999732e-07
2,67,8,0.011,0.14100000000000001,0.07500000000000001,CORE,327.22207566750006,3.9999999999999465e-08
3,67,8,0.013000000000000001,0.14100000000000001,0.07500000000000001,CORE,325.47274252575,3.9999999999999465e-08
4,67,8,0.015,0.14100000000000001,0.07500000000000001,CORE,323.68050318937503,3.9999999999999465e-08
5,67,8,0.017,0.14100000000000001,0.07500000000000001,CORE,321.84109485925,3.9999999999999425e-08
6,67,8,0.019,0.14100000000000001,0.07500000000000001,CORE,319.96930390675004,3.99999999999995e-08
7,67,8,0.025,0.14100000000000001,0.07500000000000001,X+,319.02903343800006,1.9999999999999726e-07
1,68,8,0.005,0.143,0.07500000000000001,X-,328.03720265675,2.000000000000001e-07
2,68,8,0.011,0.143,0.07500000000000001,CORE,327.16634713900004,4.000000000000002e-08
3,68,8,0.013000000000000001,0.143,0.07500000000000001,CORE,325.409530691375,4.000000000000002e-08
