# Xmin Xmax Ymin Ymax Zmin Zmax P_W_m3
0.01 0.012 0.126 0.128 0.01 0.02 6.89112772051e+15
0.01 0.012 0.126 0.128 0.02 0.03 6.89112772051e+15
0.01 0.012 0.126 0.128 0.03 0.04 6.89112772051e+15
0.01 0.012 0.126 0.128 0.04 0.05 6.89112772051e+15
0.01 0.012 0.126 0.128 0.05 0.06 6.89112772051e+15
0.01 0.012 0.126 0.128 0.06 0.07 6.89112772051e+15
0.01 0.012 0.126 0.128 0.07 0.08 6.89112772051e+15
0.01 0.012 0.128 0.13 0.01 0.02 3.49576528009e+15
0.01 0.012 0.128 0.13 0.02 0.03 3.49576528009e+15
0.01 0.012 0.128 0.13 0.03 0.04 3.49576528009e+15
0.01 0.012 0.128 0.13 0.04 0.05 3.49576528009e+15
0.01 0.012 0.128 0.13 0.05 0.06 3.49576528009e+15
0.01 0.012 0.128 0.13 0.06 0.07 3.49576528009e+15
0.01 0.012 0.128 0.13 0.07 0.08 3.49576528009e+15
0.01 0.012 0.13 0.132 0.01 0.02 1.79620417784e+15
0.01 0.012 0.13 0.132 0.02 0.03 1.79620417784e+15
0.01 0.012 0.13 0.132 0.03 0.04 1.79620417784e+15
0.01 0.012 0.13 0.132 0.04 0.05 1.79620417784e+15
0.01 0.012 0.13 0.132 0.05 0.06 1.79620417784e+15
0.01 0.012 0.13 0.132 0.06 0.07 1.79620417784e+15
0.01 0.012 0.13 0.132 0.07 0.08 1.79620417784e+15
0.01 0.012 0.132 0.134 0.01 0.02 9.30235476567e+14
0.01 0.012 0.132 0.134 0.02 0.03 9.30235476567e+14
0.01 0.012 0.132 0.134 0.03 0.04 9.30235476567e+14
0.01 0.012 0.132 0.134 0.04 0.05 9.30235476567e+14
0.01 0.012 0.132 0.134 0.05 0.06 9.30235476567e+14
0.01 0.012 0.132 0.134 0.06 0.07 9.30235476567e+14
0.01 0.012 0.132 0.134 0.07 0.08 9.30235476567e+14
0.01 0.012 0.134 0.136 0.01 0.02 4.87194549719e+14
0.01 0.012 0.134 0.136 0.02 0.03 4.87194549719e+14
0.01 0.012 0.134 0.136 0.03 0.04 4.87194549719e+14
0.01 0.012 0.134 0.136 0.04 0.05 4.87194549719e+14
0.01 0.012 0.134 0.136 0.05 0.06 4.87194549719e+14
0.01 0.012 0.134 0.136 0.06 0.07 4.87194549719e+14
0.01 0.012 0.134 0.136 0.07 0.08 4.87194549719e+14
0.01 0.012 0.136 0.138 0.01 0.02 2.58566487663e+14
0.01 0.012 0.136 0.138 0.02 0.03 2.58566487663e+14
0.01 0.012 0.136 0.138 0.03 0.04 2.58566487663e+14
0.01 0.012 0.136 0.138 0.04 0.05 2.58566487663e+14
0.01 0.012 0.136 0.138 0.05 0.06 2.58566487663e+14
0.01 0.012 0.136 0.138 0.06 0.07 2.58566487663e+14
0.01 0.012 0.136 0.138 0.07 0.08 2.58566487663e+14
0.01 0.012 0.138 0.14 0.01 0.02 1.39077894127e+14
0.01 0.012 0.138 0.14 0.02 0.03 1.39077894127e+14
0.01 0.012 0.138 0.14 0.03 0.04 1.39077894127e+14
0.01 0.012 0.138 0.14 0.04 0.05 1.39077894127e+14
0.01 0.012 0.138 0.14 0.05 0.06 1.39077894127e+14
0.01 0.012 0.138 0.14 0.06 0.07 1.39077894127e+14
0.01 0.012 0.138 0.14 0.07 0.08 1.39077894127e+14
0.01 0.012 0.14 0.142 0.01 0.02 7.42287359966e+13
0.01 0.012 0.14 0.142 0.02 0.03 7.42287359966e+13
0.01 0.012 0.14 0.142 0.03 0.04 7.42287359966e+13
0.01 0.012 0.14 0.142 0.04 0.05 7.42287359966e+13
0.01 0.012 0.14 0.142 0.05 0.06 7.42287359966e+13
0.01 0.012 0.14 0.142 0.06 0.07 7.42287359966e+13
0.01 0.012 0.14 0.142 0.07 0.08 7.42287359966e+13
0.01 0.012 0.142 0.144 0.01 0.02 4.03635101846e+13
0.01 0.012 0.142 0.144 0.02 0.03 4.03635101846e+13
0.01 0.012 0.142 0.144 0.03 0.04 4.03635101846e+13
0.01 0.012 0.142 0.144 0.04 0.05 4.03635101846e+13
0.01 0.012 0.142 0.144 0.05 0.06 4.03635101846e+13
0.01 0.012 0.142 0.144 0.06 0.07 4.03635101846e+13
0.01 0.012 0.142 0.144 0.07 0.08 4.03635101846e+13
0.01 0.012 0.144 0.146 0.01 0.02 2.26648625836e+13
0.01 0.012 0.144 0.146 0.02 0.03 2.26648625836e+13
0.01 0.012 0.144 0.146 0.03 0.04 2.26648625836e+13
0.01 0.012 0.144 0.146 0.04 0.05 2.26648625836e+13
0.01 0.012 0.144 0.146 0.05 0.06 2.26648625836e+13
0.01 0.012 0.144 0.146 0.06 0.07 2.26648625836e+13
0.01 0.012 0.144 0.146 0.07 0.08 2.26648625836e+13
0.01 0.012 0.146 0.148 0.01 0.02 1.278945357e+13
0.01 0.012 0.146 0.148 0.02 0.03 1.278945357e+13
0.01 0.012 0.146 0.148 0.03 0.04 1.278945357e+13
0.01 0.012 0.146 0.148 0.04 0.05 1.278945357e+13
0.01 0.012 0.146 0.148 0.05 0.06 1.278945357e+13
0.01 0.012 0.146 0.148 0.06 0.07 1.278945357e+13
0.01 0.012 0.146 0.148 0.07 0.08 1.278945357e+13
0.01 0.012 0.148 0.15 0.01 0.02 7.09701796605e+12
0.01 0.012 0.148 0.15 0.02 0.03 7.09701796605e+12
0.01 0.012 0.148 0.15 0.03 0.04 7.09701796605e+12
0.01 0.012 0.148 0.15 0.04 0.05 7.09701796605e+12
0.01 0.012 0.148 0.15 0.05 0.06 7.09701796605e+12
0.01 0.012 0.148 0.15 0.06 0.07 7.09701796605e+12
0.01 0.012 0.148 0.15 0.07 0.08 7.09701796605e+12
0.01 0.012 0.15 0.152 0.01 0.02 4.3482091058e+12
0.01 0.012 0.15 0.152 0.02 0.03 4.3482091058e+12
0.01 0.012 0.15 0.152 0.03 0.04 4.3482091058e+12
0.01 0.012 0.15 0.152 0.04 0.05 4.3482091058e+12
0.01 0.012 0.15 0.152 0.05 0.06 4.3482091058e+12
0.01 0.012 0.15 0.152 0.06 0.07 4.3482091058e+12
0.01 0.012 0.15 0.152 0.07 0.08 4.3482091058e+12
0.01 0.012 0.152 0.154 0.01 0.02 2.55768452193e+12
0.01 0.012 0.152 0.154 0.02 0.03 2.55768452193e+12
0.01 0.012 0.152 0.154 0.03 0.04 2.55768452193e+12
0.01 0.012 0.152 0.154 0.04 0.05 2.55768452193e+12
0.01 0.012 0.152 0.154 0.05 0.06 2.55768452193e+12
0.01 0.012 0.152 0.154 0.06 0.07 2.55768452193e+12
0.01 0.012 0.152 0.154 0.07 0.08 2.55768452193e+12
0.01 0.012 0.154 0.156 0.01 0.02 1.73605723015e+12
0.01 0.012 0.154 0.156 0.02 0.03 1.73605723015e+12
0.01 0.012 0.154 0.156 0.03 0.04 1.73605723015e+12
0.01 0.012 0.154 0.156 0.04 0.05 1.73605723015e+12
0.01 0.012 0.154 0.156 0.05 0.06 1.73605723015e+12
0.01 0.012 0.154 0.156 0.06 0.07 1.73605723015e+12
0.01 0.012 0.154 0.156 0.07 0.08 1.73605723015e+12
0.01 0.012 0.156 0.158 0.01 0.02 1.24619842239e+12
0.01 0.012 0.156 0.158 0.02 0.03 1.24619842239e+12
0.01 0.012 0.156 0.158 0.03 0.04 1.24619842239e+12
0.01 0.012 0.156 0.158 0.04 0.05 1.24619842239e+12
0.01 0.012 0.156 0.158 0.05 0.06 1.24619842239e+12
0.01 0.012 0.156 0.158 0.06 0.07 1.24619842239e+12
0.01 0.012 0.156 0.158 0.07 0.08 1.24619842239e+12
0.01 0.012 0.158 0.16 0.01 0.02 1.05944350714e+12
0.01 0.012 0.158 0.16 0.02 0.03 1.05944350714e+12
0.01 0.012 0.158 0.16 0.03 0.04 1.05944350714e+12
0.01 0.012 0.158 0.16 0.04 0.05 1.05944350714e+12
0.01 0.012 0.158 0.16 0.05 0.06 1.05944350714e+12
0.01 0.012 0.158 0.16 0.06 0.07 1.05944350714e+12
0.01 0.012 0.158 0.16 0.07 0.08 1.05944350714e+12
0.012 0.014 0.01 0.012 0.01 0.02 1.35691298589e+13
0.012 0.014 0.01 0.012 0.02 0.03 1.35691298589e+13
0.012 0.014 0.01 0.012 0.03 0.04 1.35691298589e+13
0.012 0.014 0.01 0.012 0.04 0.05 1.35691298589e+13
0.012 0.014 0.01 0.012 0.05 0.06 1.35691298589e+13
0.012 0.014 0.01 0.012 0.06 0.07 1.35691298589e+13
0.012 0.014 0.01 0.012 0.07 0.08 1.35691298589e+13
0.012 0.014 0.012 0.014 0.01 0.02 1.57387714556e+13
0.012 0.014 0.012 0.014 0.02 0.03 1.57387714556e+13
0.012 0.014 0.012 0.014 0.03 0.04 1.57387714556e+13
0.012 0.014 0.012 0.014 0.04 0.05 1.57387714556e+13
0.012 0.014 0.012 0.014 0.05 0.06 1.57387714556e+13
0.012 0.014 0.012 0.014 0.06 0.07 1.57387714556e+13
0.012 0.014 0.012 0.014 0.07 0.08 1.57387714556e+13
0.012 0.014 0.014 0.016 0.01 0.02 2.10633528699e+13
0.012 0.014 0.014 0.016 0.02 0.03 2.10633528699e+13
0.012 0.014 0.014 0.016 0.03 0.04 2.10633528699e+13
0.012 0.014 0.014 0.016 0.04 0.05 2.10633528699e+13
0.012 0.014 0.014 0.016 0.05 0.06 2.10633528699e+13
0.012 0.014 0.014 0.016 0.06 0.07 2.10633528699e+13
0.012 0.014 0.014 0.016 0.07 0.08 2.10633528699e+13
0.012 0.014 0.016 0.018 0.01 0.02 2.96840398279e+13
0.012 0.014 0.016 0.018 0.02 0.03 2.96840398279e+13
0.012 0.014 0.016 0.018 0.03 0.04 2.96840398279e+13
0.012 0.014 0.016 0.018 0.04 0.05 2.96840398279e+13
0.012 0.014 0.016 0.018 0.05 0.06 2.96840398279e+13
0.012 0.014 0.016 0.018 0.06 0.07 2.96840398279e+13
0.012 0.014 0.016 0.018 0.07 0.08 2.96840398279e+13
0.012 0.014 0.018 0.02 0.01 0.02 4.64635881247e+13
0.012 0.014 0.018 0.02 0.02 0.03 4.64635881247e+13
0.012 0.014 0.018 0.02 0.03 0.04 4.64635881247e+13
0.012 0.014 0.018 0.02 0.04 0.05 4.64635881247e+13
0.012 0.014 0.018 0.02 0.05 0.06 4.64635881247e+13
0.012 0.014 0.018 0.02 0.06 0.07 4.64635881247e+13
0.012 0.014 0.018 0.02 0.07 0.08 4.64635881247e+13
0.012 0.014 0.02 0.022 0.01 0.02 7.03339850341e+13
0.012 0.014 0.02 0.022 0.02 0.03 7.03339850341e+13
0.012 0.014 0.02 0.022 0.03 0.04 7.03339850341e+13
0.012 0.014 0.02 0.022 0.04 0.05 7.03339850341e+13
0.012 0.014 0.02 0.022 0.05 0.06 7.03339850341e+13
0.012 0.014 0.02 0.022 0.06 0.07 7.03339850341e+13
0.012 0.014 0.02 0.022 0.07 0.08 7.03339850341e+13
0.012 0.014 0.022 0.024 0.01 0.02 1.1419493867e+14
0.012 0.014 0.022 0.024 0.02 0.03 1.1419493867e+14
0.012 0.014 0.022 0.024 0.03 0.04 1.1419493867e+14
0.012 0.014 0.022 0.024 0.04 0.05 1.1419493867e+14
0.012 0.014 0.022 0.024 0.05 0.06 1.1419493867e+14
0.012 0.014 0.022 0.024 0.06 0.07 1.1419493867e+14
0.012 0.014 0.022 0.024 0.07 0.08 1.1419493867e+14
0.012 0.014 0.024 0.026 0.01 0.02 1.81156735997e+14
0.012 0.014 0.024 0.026 0.02 0.03 1.81156735997e+14
0.012 0.014 0.024 0.026 0.03 0.04 1.81156735997e+14
0.012 0.014 0.024 0.026 0.04 0.05 1.81156735997e+14
0.012 0.014 0.024 0.026 0.05 0.06 1.81156735997e+14
0.012 0.014 0.024 0.026 0.06 0.07 1.81156735997e+14
0.012 0.014 0.024 0.026 0.07 0.08 1.81156735997e+14
0.012 0.014 0.026 0.028 0.01 0.02 2.87641372038e+14
0.012 0.014 0.026 0.028 0.02 0.03 2.87641372038e+14
0.012 0.014 0.026 0.028 0.03 0.04 2.87641372038e+14
0.012 0.014 0.026 0.028 0.04 0.05 2.87641372038e+14
0.012 0.014 0.026 0.028 0.05 0.06 2.87641372038e+14
0.012 0.014 0.026 0.028 0.06 0.07 2.87641372038e+14
0.012 0.014 0.026 0.028 0.07 0.08 2.87641372038e+14
0.012 0.014 0.028 0.03 0.01 0.02 4.63199621813e+14
0.012 0.014 0.028 0.03 0.02 0.03 4.63199621813e+14
0.012 0.014 0.028 0.03 0.03 0.04 4.63199621813e+14
0.012 0.014 0.028 0.03 0.04 0.05 4.63199621813e+14
0.012 0.014 0.028 0.03 0.05 0.06 4.63199621813e+14
0.012 0.014 0.028 0.03 0.06 0.07 4.63199621813e+14
0.012 0.014 0.028 0.03 0.07 0.08 4.63199621813e+14
0.012 0.014 0.03 0.032 0.01 0.02 7.45509085673e+14
0.012 0.014 0.03 0.032 0.02 0.03 7.45509085673e+14
0.012 0.014 0.03 0.032 0.03 0.04 7.45509085673e+14
0.012 0.014 0.03 0.032 0.04 0.05 7.45509085673e+14
0.012 0.014 0.03 0.032 0.05 0.06 7.45509085673e+14
0.012 0.014 0.03 0.032 0.06 0.07 7.45509085673e+14
0.012 0.014 0.03 0.032 0.07 0.08 7.45509085673e+14
0.012 0.014 0.032 0.034 0.01 0.02 1.18274879216e+15
0.012 0.014 0.032 0.034 0.02 0.03 1.18274879216e+15
0.012 0.014 0.032 0.034 0.03 0.04 1.18274879216e+15
0.012 0.014 0.032 0.034 0.04 0.05 1.18274879216e+15
0.012 0.014 0.032 0.034 0.05 0.06 1.18274879216e+15
0.012 0.014 0.032 0.034 0.06 0.07 1.18274879216e+15
0.012 0.014 0.032 0.034 0.07 0.08 1.18274879216e+15
0.012 0.014 0.034 0.036 0.01 0.02 1.87366577971e+15
0.012 0.014 0.034 0.036 0.02 0.03 1.87366577971e+15
0.012 0.014 0.034 0.036 0.03 0.04 1.87366577971e+15
0.012 0.014 0.034 0.036 0.04 0.05 1.87366577971e+15
0.012 0.014 0.034 0.036 0.05 0.06 1.87366577971e+15
0.012 0.014 0.034 0.036 0.06 0.07 1.87366577971e+15
0.012 0.014 0.034 0.036 0.07 0.08 1.87366577971e+15
0.012 0.014 0.036 0.038 0.01 0.02 2.9592199941e+15
0.012 0.014 0.036 0.038 0.02 0.03 2.9592199941e+15
0.012 0.014 0.036 0.038 0.03 0.04 2.9592199941e+15
0.012 0.014 0.036 0.038 0.04 0.05 2.9592199941e+15
0.012 0.014 0.036 0.038 0.05 0.06 2.9592199941e+15
0.012 0.014 0.036 0.038 0.06 0.07 2.9592199941e+15
0.012 0.014 0.036 0.038 0.07 0.08 2.9592199941e+15
0.012 0.014 0.038 0.04 0.01 0.02 4.65443961034e+15
0.012 0.014 0.038 0.04 0.02 0.03 4.65443961034e+15
0.012 0.014 0.038 0.04 0.03 0.04 4.65443961034e+15
0.012 0.014 0.038 0.04 0.04 0.05 4.65443961034e+15
0.012 0.014 0.038 0.04 0.05 0.06 4.65443961034e+15
0.012 0.014 0.038 0.04 0.06 0.07 4.65443961034e+15
0.012 0.014 0.038 0.04 0.07 0.08 4.65443961034e+15
0.012 0.014 0.04 0.042 0.01 0.02 7.28969554026e+15
0.012 0.014 0.04 0.042 0.02 0.03 7.28969554026e+15
0.012 0.014 0.04 0.042 0.03 0.04 7.28969554026e+15
0.012 0.014 0.04 0.042 0.04 0.05 7.28969554026e+15
0.012 0.014 0.04 0.042 0.05 0.06 7.28969554026e+15
0.012 0.014 0.04 0.042 0.06 0.07 7.28969554026e+15
0.012 0.014 0.04 0.042 0.07 0.08 7.28969554026e+15
0.012 0.014 0.042 0.044 0.01 0.02 1.14264202283e+16
0.012 0.014 0.042 0.044 0.02 0.03 1.14264202283e+16
0.012 0.014 0.042 0.044 0.03 0.04 1.14264202283e+16
0.012 0.014 0.042 0.044 0.04 0.05 1.14264202283e+16
0.012 0.014 0.042 0.044 0.05 0.06 1.14264202283e+16
0.012 0.014 0.042 0.044 0.06 0.07 1.14264202283e+16
0.012 0.014 0.042 0.044 0.07 0.08 1.14264202283e+16
0.012 0.014 0.044 0.046 0.01 0.02 1.79701711121e+16
0.012 0.014 0.044 0.046 0.02 0.03 1.79701711121e+16
0.012 0.014 0.044 0.046 0.03 0.04 1.79701711121e+16
0.012 0.014 0.044 0.046 0.04 0.05 1.79701711121e+16
0.012 0.014 0.044 0.046 0.05 0.06 1.79701711121e+16
0.012 0.014 0.044 0.046 0.06 0.07 1.79701711121e+16
0.012 0.014 0.044 0.046 0.07 0.08 1.79701711121e+16
0.012 0.014 0.046 0.048 0.01 0.02 2.84649204786e+16
0.012 0.014 0.046 0.048 0.02 0.03 2.84649204786e+16
0.012 0.014 0.046 0.048 0.03 0.04 2.84649204786e+16
0.012 0.014 0.046 0.048 0.04 0.05 2.84649204786e+16
0.012 0.014 0.046 0.048 0.05 0.06 2.84649204786e+16
0.012 0.014 0.046 0.048 0.06 0.07 2.84649204786e+16
0.012 0.014 0.046 0.048 0.07 0.08 2.84649204786e+16
0.012 0.014 0.048 0.05 0.01 0.02 4.60256965424e+16
0.012 0.014 0.048 0.05 0.02 0.03 4.60256965424e+16
0.012 0.014 0.048 0.05 0.03 0.04 4.60256965424e+16
0.012 0.014 0.048 0.05 0.04 0.05 4.60256965424e+16
0.012 0.014 0.048 0.05 0.05 0.06 4.60256965424e+16
0.012 0.014 0.048 0.05 0.06 0.07 4.60256965424e+16
0.012 0.014 0.048 0.05 0.07 0.08 4.60256965424e+16
0.012 0.014 0.05 0.052 0.01 0.02 7.68806747967e+16
0.012 0.014 0.05 0.052 0.02 0.03 7.68806747967e+16
0.012 0.014 0.05 0.052 0.03 0.04 7.68806747967e+16
0.012 0.014 0.05 0.052 0.04 0.05 7.68806747967e+16
0.012 0.014 0.05 0.052 0.05 0.06 7.68806747967e+16
0.012 0.014 0.05 0.052 0.06 0.07 7.68806747967e+16
0.012 0.014 0.05 0.052 0.07 0.08 7.68806747967e+16
0.012 0.014 0.052 0.054 0.01 0.02 1.31294986115e+17
0.012 0.014 0.052 0.054 0.02 0.03 1.31294986115e+17
0.012 0.014 0.052 0.054 0.03 0.04 1.31294986115e+17
0.012 0.014 0.052 0.054 0.04 0.05 1.31294986115e+17
0.012 0.014 0.052 0.054 0.05 0.06 1.31294986115e+17
0.012 0.014 0.052 0.054 0.06 0.07 1.31294986115e+17
0.012 0.014 0.052 0.054 0.07 0.08 1.31294986115e+17
0.012 0.014 0.054 0.056 0.01 0.02 1.93399187145e+17
0.012 0.014 0.054 0.056 0.02 0.03 1.93399187145e+17
0.012 0.014 0.054 0.056 0.03 0.04 1.93399187145e+17
0.012 0.014 0.054 0.056 0.04 0.05 1.93399187145e+17
0.012 0.014 0.054 0.056 0.05 0.06 1.93399187145e+17
0.012 0.014 0.054 0.056 0.06 0.07 1.93399187145e+17
0.012 0.014 0.054 0.056 0.07 0.08 1.93399187145e+17
0.012 0.014 0.056 0.058 0.01 0.02 1.93738443783e+17
0.012 0.014 0.056 0.058 0.02 0.03 1.93738443783e+17
0.012 0.014 0.056 0.058 0.03 0.04 1.93738443783e+17
0.012 0.014 0.056 0.058 0.04 0.05 1.93738443783e+17
0.012 0.014 0.056 0.058 0.05 0.06 1.93738443783e+17
0.012 0.014 0.056 0.058 0.06 0.07 1.93738443783e+17
0.012 0.014 0.056 0.058 0.07 0.08 1.93738443783e+17
0.012 0.014 0.058 0.06 0.01 0.02 1.67033087147e+17
0.012 0.014 0.058 0.06 0.02 0.03 1.67033087147e+17
0.012 0.014 0.058 0.06 0.03 0.04 1.67033087147e+17
0.012 0.014 0.058 0.06 0.04 0.05 1.67033087147e+17
0.012 0.014 0.058 0.06 0.05 0.06 1.67033087147e+17
0.012 0.014 0.058 0.06 0.06 0.07 1.67033087147e+17
0.012 0.014 0.058 0.06 0.07 0.08 1.67033087147e+17
0.012 0.014 0.06 0.062 0.01 0.02 1.47415925025e+17
0.012 0.014 0.06 0.062 0.02 0.03 1.47415925025e+17
0.012 0.014 0.06 0.062 0.03 0.04 1.47415925025e+17
0.012 0.014 0.06 0.062 0.04 0.05 1.47415925025e+17
0.012 0.014 0.06 0.062 0.05 0.06 1.47415925025e+17
0.012 0.014 0.06 0.062 0.06 0.07 1.47415925025e+17
0.012 0.014 0.06 0.062 0.07 0.08 1.47415925025e+17
0.012 0.014 0.062 0.064 0.01 0.02 1.34576398259e+17
0.012 0.014 0.062 0.064 0.02 0.03 1.34576398259e+17
0.012 0.014 0.062 0.064 0.03 0.04 1.34576398259e+17
0.012 0.014 0.062 0.064 0.04 0.05 1.34576398259e+17
0.012 0.014 0.062 0.064 0.05 0.06 1.34576398259e+17
0.012 0.014 0.062 0.064 0.06 0.07 1.34576398259e+17
0.012 0.014 0.062 0.064 0.07 0.08 1.34576398259e+17
0.012 0.014 0.064 0.066 0.01 0.02 1.25426814598e+17
0.012 0.014 0.064 0.066 0.02 0.03 1.25426814598e+17
0.012 0.014 0.064 0.066 0.03 0.04 1.25426814598e+17
0.012 0.014 0.064 0.066 0.04 0.05 1.25426814598e+17
0.012 0.014 0.064 0.066 0.05 0.06 1.25426814598e+17
0.012 0.014 0.064 0.066 0.06 0.07 1.25426814598e+17
0.012 0.014 0.064 0.066 0.07 0.08 1.25426814598e+17
0.012 0.014 0.066 0.068 0.01 0.02 1.18231174085e+17
0.012 0.014 0.066 0.068 0.02 0.03 1.18231174085e+17
0.012 0.014 0.066 0.068 0.03 0.04 1.18231174085e+17
0.012 0.014 0.066 0.068 0.04 0.05 1.18231174085e+17
0.012 0.014 0.066 0.068 0.05 0.06 1.18231174085e+17
0.012 0.014 0.066 0.068 0.06 0.07 1.18231174085e+17
0.012 0.014 0.066 0.068 0.07 0.08 1.18231174085e+17
0.012 0.014 0.068 0.07 0.01 0.02 1.12750943953e+17
0.012 0.014 0.068 0.07 0.02 0.03 1.12750943953e+17
0.012 0.014 0.068 0.07 0.03 0.04 1.12750943953e+17
0.012 0.014 0.068 0.07 0.04 0.05 1.12750943953e+17
0.012 0.014 0.068 0.07 0.05 0.06 1.12750943953e+17
0.012 0.014 0.068 0.07 0.06 0.07 1.12750943953e+17
0.012 0.014 0.068 0.07 0.07 0.08 1.12750943953e+17
0.012 0.014 0.07 0.072 0.01 0.02 1.08762848615e+17
0.012 0.014 0.07 0.072 0.02 0.03 1.08762848615e+17
0.012 0.014 0.07 0.072 0.03 0.04 1.08762848615e+17
0.012 0.014 0.07 0.072 0.04 0.05 1.08762848615e+17
0.012 0.014 0.07 0.072 0.05 0.06 1.08762848615e+17
0.012 0.014 0.07 0.072 0.06 0.07 1.08762848615e+17
0.012 0.014 0.07 0.072 0.07 0.08 1.08762848615e+17
0.012 0.014 0.072 0.074 0.01 0.02 1.06241967618e+17
0.012 0.014 0.072 0.074 0.02 0.03 1.06241967618e+17
0.012 0.014 0.072 0.074 0.03 0.04 1.06241967618e+17
0.012 0.014 0.072 0.074 0.04 0.05 1.06241967618e+17
0.012 0.014 0.072 0.074 0.05 0.06 1.06241967618e+17
0.012 0.014 0.072 0.074 0.06 0.07 1.06241967618e+17
0.012 0.014 0.072 0.074 0.07 0.08 1.06241967618e+17
0.012 0.014 0.074 0.076 0.01 0.02 1.04955207677e+17
0.012 0.014 0.074 0.076 0.02 0.03 1.04955207677e+17
0.012 0.014 0.074 0.076 0.03 0.04 1.04955207677e+17
0.012 0.014 0.074 0.076 0.04 0.05 1.04955207677e+17
0.012 0.014 0.074 0.076 0.05 0.06 1.04955207677e+17
0.012 0.014 0.074 0.076 0.06 0.07 1.04955207677e+17
0.012 0.014 0.074 0.076 0.07 0.08 1.04955207677e+17
0.012 0.014 0.076 0.078 0.01 0.02 1.04721044617e+17
0.012 0.014 0.076 0.078 0.02 0.03 1.04721044617e+17
0.012 0.014 0.076 0.078 0.03 0.04 1.04721044617e+17
0.012 0.014 0.076 0.078 0.04 0.05 1.04721044617e+17
0.012 0.014 0.076 0.078 0.05 0.06 1.04721044617e+17
0.012 0.014 0.076 0.078 0.06 0.07 1.04721044617e+17
0.012 0.014 0.076 0.078 0.07 0.08 1.04721044617e+17
0.012 0.014 0.078 0.08 0.01 0.02 1.0529355224e+17
0.012 0.014 0.078 0.08 0.02 0.03 1.0529355224e+17
0.012 0.014 0.078 0.08 0.03 0.04 1.0529355224e+17
0.012 0.014 0.078 0.08 0.04 0.05 1.0529355224e+17
0.012 0.014 0.078 0.08 0.05 0.06 1.0529355224e+17
0.012 0.014 0.078 0.08 0.06 0.07 1.0529355224e+17
0.012 0.014 0.078 0.08 0.07 0.08 1.0529355224e+17
0.012 0.014 0.08 0.082 0.01 0.02 1.06437798055e+17
0.012 0.014 0.08 0.082 0.02 0.03 1.06437798055e+17
0.012 0.014 0.08 0.082 0.03 0.04 1.06437798055e+17
0.012 0.014 0.08 0.082 0.04 0.05 1.06437798055e+17
0.012 0.014 0.08 0.082 0.05 0.06 1.06437798055e+17
0.012 0.014 0.08 0.082 0.06 0.07 1.06437798055e+17
0.012 0.014 0.08 0.082 0.07 0.08 1.06437798055e+17
0.012 0.014 0.082 0.084 0.01 0.02 1.07976898987e+17
0.012 0.014 0.082 0.084 0.02 0.03 1.07976898987e+17
0.012 0.014 0.082 0.084 0.03 0.04 1.07976898987e+17
0.012 0.014 0.082 0.084 0.04 0.05 1.07976898987e+17
0.012 0.014 0.082 0.084 0.05 0.06 1.07976898987e+17
0.012 0.014 0.082 0.084 0.06 0.07 1.07976898987e+17
0.012 0.014 0.082 0.084 0.07 0.08 1.07976898987e+17
0.012 0.014 0.084 0.086 0.01 0.02 1.09759967193e+17
0.012 0.014 0.084 0.086 0.02 0.03 1.09759967193e+17
0.012 0.014 0.084 0.086 0.03 0.04 1.09759967193e+17
0.012 0.014 0.084 0.086 0.04 0.05 1.09759967193e+17
0.012 0.014 0.084 0.086 0.05 0.06 1.09759967193e+17
0.012 0.014 0.084 0.086 0.06 0.07 1.09759967193e+17
0.012 0.014 0.084 0.086 0.07 0.08 1.09759967193e+17
0.012 0.014 0.086 0.088 0.01 0.02 1.11754500379e+17
0.012 0.014 0.086 0.088 0.02 0.03 1.11754500379e+17
0.012 0.014 0.086 0.088 0.03 0.04 1.11754500379e+17
0.012 0.014 0.086 0.088 0.04 0.05 1.11754500379e+17
0.012 0.014 0.086 0.088 0.05 0.06 1.11754500379e+17
0.012 0.014 0.086 0.088 0.06 0.07 1.11754500379e+17
0.012 0.014 0.086 0.088 0.07 0.08 1.11754500379e+17
0.012 0.014 0.088 0.09 0.01 0.02 1.13942467599e+17
0.012 0.014 0.088 0.09 0.02 0.03 1.13942467599e+17
0.012 0.014 0.088 0.09 0.03 0.04 1.13942467599e+17
0.012 0.014 0.088 0.09 0.04 0.05 1.13942467599e+17
0.012 0.014 0.088 0.09 0.05 0.06 1.13942467599e+17
0.012 0.014 0.088 0.09 0.06 0.07 1.13942467599e+17
0.012 0.014 0.088 0.09 0.07 0.08 1.13942467599e+17
0.012 0.014 0.09 0.092 0.01 0.02 1.16233481971e+17
0.012 0.014 0.09 0.092 0.02 0.03 1.16233481971e+17
0.012 0.014 0.09 0.092 0.03 0.04 1.16233481971e+17
0.012 0.014 0.09 0.092 0.04 0.05 1.16233481971e+17
0.012 0.014 0.09 0.092 0.05 0.06 1.16233481971e+17
0.012 0.014 0.09 0.092 0.06 0.07 1.16233481971e+17
0.012 0.014 0.09 0.092 0.07 0.08 1.16233481971e+17
0.012 0.014 0.092 0.094 0.01 0.02 1.18591739391e+17
0.012 0.014 0.092 0.094 0.02 0.03 1.18591739391e+17
0.012 0.014 0.092 0.094 0.03 0.04 1.18591739391e+17
0.012 0.014 0.092 0.094 0.04 0.05 1.18591739391e+17
0.012 0.014 0.092 0.094 0.05 0.06 1.18591739391e+17
