# Xmin Xmax Ymin Ymax Zmin Zmax P_W_m3
0.014 0.016 0.06 0.062 0.05 0.06 1.53344257277e+17
0.014 0.016 0.06 0.062 0.06 0.07 1.53344257277e+17
0.014 0.016 0.06 0.062 0.07 0.08 1.53344257277e+17
0.014 0.016 0.062 0.064 0.01 0.02 1.44821140265e+17
0.014 0.016 0.062 0.064 0.02 0.03 1.44821140265e+17
0.014 0.016 0.062 0.064 0.03 0.04 1.44821140265e+17
0.014 0.016 0.062 0.064 0.04 0.05 1.44821140265e+17
0.014 0.016 0.062 0.064 0.05 0.06 1.44821140265e+17
0.014 0.016 0.062 0.064 0.06 0.07 1.44821140265e+17
0.014 0.016 0.062 0.064 0.07 0.08 1.44821140265e+17
0.014 0.016 0.064 0.066 0.01 0.02 1.35206448395e+17
0.014 0.016 0.064 0.066 0.02 0.03 1.35206448395e+17
0.014 0.016 0.064 0.066 0.03 0.04 1.35206448395e+17
0.014 0.016 0.064 0.066 0.04 0.05 1.35206448395e+17
0.014 0.016 0.064 0.066 0.05 0.06 1.35206448395e+17
0.014 0.016 0.064 0.066 0.06 0.07 1.35206448395e+17
0.014 0.016 0.064 0.066 0.07 0.08 1.35206448395e+17
0.014 0.016 0.066 0.068 0.01 0.02 1.25673857305e+17
0.014 0.016 0.066 0.068 0.02 0.03 1.25673857305e+17
0.014 0.016 0.066 0.068 0.03 0.04 1.25673857305e+17
0.014 0.016 0.066 0.068 0.04 0.05 1.25673857305e+17
0.014 0.016 0.066 0.068 0.05 0.06 1.25673857305e+17
0.014 0.016 0.066 0.068 0.06 0.07 1.25673857305e+17
0.014 0.016 0.066 0.068 0.07 0.08 1.25673857305e+17
0.014 0.016 0.068 0.07 0.01 0.02 1.1740050687e+17
0.014 0.016 0.068 0.07 0.02 0.03 1.1740050687e+17
0.014 0.016 0.068 0.07 0.03 0.04 1.1740050687e+17
0.014 0.016 0.068 0.07 0.04 0.05 1.1740050687e+17
0.014 0.016 0.068 0.07 0.05 0.06 1.1740050687e+17
0.014 0.016 0.068 0.07 0.06 0.07 1.1740050687e+17
0.014 0.016 0.068 0.07 0.07 0.08 1.1740050687e+17
0.014 0.016 0.07 0.072 0.01 0.02 1.10834131083e+17
0.014 0.016 0.07 0.072 0.02 0.03 1.10834131083e+17
0.014 0.016 0.07 0.072 0.03 0.04 1.10834131083e+17
0.014 0.016 0.07 0.072 0.04 0.05 1.10834131083e+17
0.014 0.016 0.07 0.072 0.05 0.06 1.10834131083e+17
0.014 0.016 0.07 0.072 0.06 0.07 1.10834131083e+17
0.014 0.016 0.07 0.072 0.07 0.08 1.10834131083e+17
0.014 0.016 0.072 0.074 0.01 0.02 1.06269332708e+17
0.014 0.016 0.072 0.074 0.02 0.03 1.06269332708e+17
0.014 0.016 0.072 0.074 0.03 0.04 1.06269332708e+17
0.014 0.016 0.072 0.074 0.04 0.05 1.06269332708e+17
0.014 0.016 0.072 0.074 0.05 0.06 1.06269332708e+17
0.014 0.016 0.072 0.074 0.06 0.07 1.06269332708e+17
0.014 0.016 0.072 0.074 0.07 0.08 1.06269332708e+17
0.014 0.016 0.074 0.076 0.01 0.02 1.03603191618e+17
0.014 0.016 0.074 0.076 0.02 0.03 1.03603191618e+17
0.014 0.016 0.074 0.076 0.03 0.04 1.03603191618e+17
0.014 0.016 0.074 0.076 0.04 0.05 1.03603191618e+17
0.014 0.016 0.074 0.076 0.05 0.06 1.03603191618e+17
0.014 0.016 0.074 0.076 0.06 0.07 1.03603191618e+17
0.014 0.016 0.074 0.076 0.07 0.08 1.03603191618e+17
0.014 0.016 0.076 0.078 0.01 0.02 1.02705415038e+17
0.014 0.016 0.076 0.078 0.02 0.03 1.02705415038e+17
0.014 0.016 0.076 0.078 0.03 0.04 1.02705415038e+17
0.014 0.016 0.076 0.078 0.04 0.05 1.02705415038e+17
0.014 0.016 0.076 0.078 0.05 0.06 1.02705415038e+17
0.014 0.016 0.076 0.078 0.06 0.07 1.02705415038e+17
0.014 0.016 0.076 0.078 0.07 0.08 1.02705415038e+17
0.014 0.016 0.078 0.08 0.01 0.02 1.0333914852e+17
0.014 0.016 0.078 0.08 0.02 0.03 1.0333914852e+17
0.014 0.016 0.078 0.08 0.03 0.04 1.0333914852e+17
0.014 0.016 0.078 0.08 0.04 0.05 1.0333914852e+17
0.014 0.016 0.078 0.08 0.05 0.06 1.0333914852e+17
0.014 0.016 0.078 0.08 0.06 0.07 1.0333914852e+17
0.014 0.016 0.078 0.08 0.07 0.08 1.0333914852e+17
0.014 0.016 0.08 0.082 0.01 0.02 1.05228166419e+17
0.014 0.016 0.08 0.082 0.02 0.03 1.05228166419e+17
0.014 0.016 0.08 0.082 0.03 0.04 1.05228166419e+17
0.014 0.016 0.08 0.082 0.04 0.05 1.05228166419e+17
0.014 0.016 0.08 0.082 0.05 0.06 1.05228166419e+17
0.014 0.016 0.08 0.082 0.06 0.07 1.05228166419e+17
0.014 0.016 0.08 0.082 0.07 0.08 1.05228166419e+17
0.014 0.016 0.082 0.084 0.01 0.02 1.08138326992e+17
0.014 0.016 0.082 0.084 0.02 0.03 1.08138326992e+17
0.014 0.016 0.082 0.084 0.03 0.04 1.08138326992e+17
0.014 0.016 0.082 0.084 0.04 0.05 1.08138326992e+17
0.014 0.016 0.082 0.084 0.05 0.06 1.08138326992e+17
0.014 0.016 0.082 0.084 0.06 0.07 1.08138326992e+17
0.014 0.016 0.082 0.084 0.07 0.08 1.08138326992e+17
0.014 0.016 0.084 0.086 0.01 0.02 1.11826488014e+17
0.014 0.016 0.084 0.086 0.02 0.03 1.11826488014e+17
0.014 0.016 0.084 0.086 0.03 0.04 1.11826488014e+17
0.014 0.016 0.084 0.086 0.04 0.05 1.11826488014e+17
0.014 0.016 0.084 0.086 0.05 0.06 1.11826488014e+17
0.014 0.016 0.084 0.086 0.06 0.07 1.11826488014e+17
0.014 0.016 0.084 0.086 0.07 0.08 1.11826488014e+17
0.014 0.016 0.086 0.088 0.01 0.02 1.16221166123e+17
0.014 0.016 0.086 0.088 0.02 0.03 1.16221166123e+17
0.014 0.016 0.086 0.088 0.03 0.04 1.16221166123e+17
0.014 0.016 0.086 0.088 0.04 0.05 1.16221166123e+17
0.014 0.016 0.086 0.088 0.05 0.06 1.16221166123e+17
0.014 0.016 0.086 0.088 0.06 0.07 1.16221166123e+17
0.014 0.016 0.086 0.088 0.07 0.08 1.16221166123e+17
0.014 0.016 0.088 0.09 0.01 0.02 1.21323791277e+17
0.014 0.016 0.088 0.09 0.02 0.03 1.21323791277e+17
0.014 0.016 0.088 0.09 0.03 0.04 1.21323791277e+17
0.014 0.016 0.088 0.09 0.04 0.05 1.21323791277e+17
0.014 0.016 0.088 0.09 0.05 0.06 1.21323791277e+17
0.014 0.016 0.088 0.09 0.06 0.07 1.21323791277e+17
0.014 0.016 0.088 0.09 0.07 0.08 1.21323791277e+17
0.014 0.016 0.09 0.092 0.01 0.02 1.26951560865e+17
0.014 0.016 0.09 0.092 0.02 0.03 1.26951560865e+17
0.014 0.016 0.09 0.092 0.03 0.04 1.26951560865e+17
0.014 0.016 0.09 0.092 0.04 0.05 1.26951560865e+17
0.014 0.016 0.09 0.092 0.05 0.06 1.26951560865e+17
0.014 0.016 0.09 0.092 0.06 0.07 1.26951560865e+17
0.014 0.016 0.09 0.092 0.07 0.08 1.26951560865e+17
0.014 0.016 0.092 0.094 0.01 0.02 1.32984211485e+17
0.014 0.016 0.092 0.094 0.02 0.03 1.32984211485e+17
0.014 0.016 0.092 0.094 0.03 0.04 1.32984211485e+17
0.014 0.016 0.092 0.094 0.04 0.05 1.32984211485e+17
0.014 0.016 0.092 0.094 0.05 0.06 1.32984211485e+17
0.014 0.016 0.092 0.094 0.06 0.07 1.32984211485e+17
0.014 0.016 0.092 0.094 0.07 0.08 1.32984211485e+17
0.014 0.016 0.094 0.096 0.01 0.02 1.39301781093e+17
0.014 0.016 0.094 0.096 0.02 0.03 1.39301781093e+17
0.014 0.016 0.094 0.096 0.03 0.04 1.39301781093e+17
0.014 0.016 0.094 0.096 0.04 0.05 1.39301781093e+17
0.014 0.016 0.094 0.096 0.05 0.06 1.39301781093e+17
0.014 0.016 0.094 0.096 0.06 0.07 1.39301781093e+17
0.014 0.016 0.094 0.096 0.07 0.08 1.39301781093e+17
0.014 0.016 0.096 0.098 0.01 0.02 1.45797289475e+17
0.014 0.016 0.096 0.098 0.02 0.03 1.45797289475e+17
0.014 0.016 0.096 0.098 0.03 0.04 1.45797289475e+17
0.014 0.016 0.096 0.098 0.04 0.05 1.45797289475e+17
0.014 0.016 0.096 0.098 0.05 0.06 1.45797289475e+17
0.014 0.016 0.096 0.098 0.06 0.07 1.45797289475e+17
0.014 0.016 0.096 0.098 0.07 0.08 1.45797289475e+17
0.014 0.016 0.098 0.1 0.01 0.02 1.52394117865e+17
0.014 0.016 0.098 0.1 0.02 0.03 1.52394117865e+17
0.014 0.016 0.098 0.1 0.03 0.04 1.52394117865e+17
0.014 0.016 0.098 0.1 0.04 0.05 1.52394117865e+17
0.014 0.016 0.098 0.1 0.05 0.06 1.52394117865e+17
0.014 0.016 0.098 0.1 0.06 0.07 1.52394117865e+17
0.014 0.016 0.098 0.1 0.07 0.08 1.52394117865e+17
0.014 0.016 0.1 0.102 0.01 0.02 1.5898001829e+17
0.014 0.016 0.1 0.102 0.02 0.03 1.5898001829e+17
0.014 0.016 0.1 0.102 0.03 0.04 1.5898001829e+17
0.014 0.016 0.1 0.102 0.04 0.05 1.5898001829e+17
0.014 0.016 0.1 0.102 0.05 0.06 1.5898001829e+17
0.014 0.016 0.1 0.102 0.06 0.07 1.5898001829e+17
0.014 0.016 0.1 0.102 0.07 0.08 1.5898001829e+17
0.014 0.016 0.102 0.104 0.01 0.02 1.65535131276e+17
0.014 0.016 0.102 0.104 0.02 0.03 1.65535131276e+17
0.014 0.016 0.102 0.104 0.03 0.04 1.65535131276e+17
0.014 0.016 0.102 0.104 0.04 0.05 1.65535131276e+17
0.014 0.016 0.102 0.104 0.05 0.06 1.65535131276e+17
0.014 0.016 0.102 0.104 0.06 0.07 1.65535131276e+17
0.014 0.016 0.102 0.104 0.07 0.08 1.65535131276e+17
0.014 0.016 0.104 0.106 0.01 0.02 1.72073986673e+17
0.014 0.016 0.104 0.106 0.02 0.03 1.72073986673e+17
0.014 0.016 0.104 0.106 0.03 0.04 1.72073986673e+17
0.014 0.016 0.104 0.106 0.04 0.05 1.72073986673e+17
0.014 0.016 0.104 0.106 0.05 0.06 1.72073986673e+17
0.014 0.016 0.104 0.106 0.06 0.07 1.72073986673e+17
0.014 0.016 0.104 0.106 0.07 0.08 1.72073986673e+17
0.014 0.016 0.106 0.108 0.01 0.02 1.78367794877e+17
0.014 0.016 0.106 0.108 0.02 0.03 1.78367794877e+17
0.014 0.016 0.106 0.108 0.03 0.04 1.78367794877e+17
0.014 0.016 0.106 0.108 0.04 0.05 1.78367794877e+17
0.014 0.016 0.106 0.108 0.05 0.06 1.78367794877e+17
0.014 0.016 0.106 0.108 0.06 0.07 1.78367794877e+17
0.014 0.016 0.106 0.108 0.07 0.08 1.78367794877e+17
0.014 0.016 0.108 0.11 0.01 0.02 1.84064046676e+17
0.014 0.016 0.108 0.11 0.02 0.03 1.84064046676e+17
0.014 0.016 0.108 0.11 0.03 0.04 1.84064046676e+17
0.014 0.016 0.108 0.11 0.04 0.05 1.84064046676e+17
0.014 0.016 0.108 0.11 0.05 0.06 1.84064046676e+17
0.014 0.016 0.108 0.11 0.06 0.07 1.84064046676e+17
0.014 0.016 0.108 0.11 0.07 0.08 1.84064046676e+17
0.014 0.016 0.11 0.112 0.01 0.02 1.86697909233e+17
0.014 0.016 0.11 0.112 0.02 0.03 1.86697909233e+17
0.014 0.016 0.11 0.112 0.03 0.04 1.86697909233e+17
0.014 0.016 0.11 0.112 0.04 0.05 1.86697909233e+17
0.014 0.016 0.11 0.112 0.05 0.06 1.86697909233e+17
0.014 0.016 0.11 0.112 0.06 0.07 1.86697909233e+17
0.014 0.016 0.11 0.112 0.07 0.08 1.86697909233e+17
0.014 0.016 0.112 0.114 0.01 0.02 1.79272551894e+17
0.014 0.016 0.112 0.114 0.02 0.03 1.79272551894e+17
0.014 0.016 0.112 0.114 0.03 0.04 1.79272551894e+17
0.014 0.016 0.112 0.114 0.04 0.05 1.79272551894e+17
0.014 0.016 0.112 0.114 0.05 0.06 1.79272551894e+17
0.014 0.016 0.112 0.114 0.06 0.07 1.79272551894e+17
0.014 0.016 0.112 0.114 0.07 0.08 1.79272551894e+17
0.014 0.016 0.114 0.116 0.01 0.02 1.50448164472e+17
0.014 0.016 0.114 0.116 0.02 0.03 1.50448164472e+17
0.014 0.016 0.114 0.116 0.03 0.04 1.50448164472e+17
0.014 0.016 0.114 0.116 0.04 0.05 1.50448164472e+17
0.014 0.016 0.114 0.116 0.05 0.06 1.50448164472e+17
0.014 0.016 0.114 0.116 0.06 0.07 1.50448164472e+17
0.014 0.016 0.114 0.116 0.07 0.08 1.50448164472e+17
0.014 0.016 0.116 0.118 0.01 0.02 1.04709108387e+17
0.014 0.016 0.116 0.118 0.02 0.03 1.04709108387e+17
0.014 0.016 0.116 0.118 0.03 0.04 1.04709108387e+17
0.014 0.016 0.116 0.118 0.04 0.05 1.04709108387e+17
0.014 0.016 0.116 0.118 0.05 0.06 1.04709108387e+17
0.014 0.016 0.116 0.118 0.06 0.07 1.04709108387e+17
0.014 0.016 0.116 0.118 0.07 0.08 1.04709108387e+17
0.014 0.016 0.118 0.12 0.01 0.02 6.32833879305e+16
0.014 0.016 0.118 0.12 0.02 0.03 6.32833879305e+16
0.014 0.016 0.118 0.12 0.03 0.04 6.32833879305e+16
0.014 0.016 0.118 0.12 0.04 0.05 6.32833879305e+16
0.014 0.016 0.118 0.12 0.05 0.06 6.32833879305e+16
0.014 0.016 0.118 0.12 0.06 0.07 6.32833879305e+16
0.014 0.016 0.118 0.12 0.07 0.08 6.32833879305e+16
0.014 0.016 0.12 0.122 0.01 0.02 3.54844320303e+16
0.014 0.016 0.12 0.122 0.02 0.03 3.54844320303e+16
0.014 0.016 0.12 0.122 0.03 0.04 3.54844320303e+16
0.014 0.016 0.12 0.122 0.04 0.05 3.54844320303e+16
0.014 0.016 0.12 0.122 0.05 0.06 3.54844320303e+16
0.014 0.016 0.12 0.122 0.06 0.07 3.54844320303e+16
0.014 0.016 0.12 0.122 0.07 0.08 3.54844320303e+16
0.014 0.016 0.122 0.124 0.01 0.02 1.92104628551e+16
0.014 0.016 0.122 0.124 0.02 0.03 1.92104628551e+16
0.014 0.016 0.122 0.124 0.03 0.04 1.92104628551e+16
0.014 0.016 0.122 0.124 0.04 0.05 1.92104628551e+16
0.014 0.016 0.122 0.124 0.05 0.06 1.92104628551e+16
0.014 0.016 0.122 0.124 0.06 0.07 1.92104628551e+16
0.014 0.016 0.122 0.124 0.07 0.08 1.92104628551e+16
0.014 0.016 0.124 0.126 0.01 0.02 1.02237146523e+16
0.014 0.016 0.124 0.126 0.02 0.03 1.02237146523e+16
0.014 0.016 0.124 0.126 0.03 0.04 1.02237146523e+16
0.014 0.016 0.124 0.126 0.04 0.05 1.02237146523e+16
0.014 0.016 0.124 0.126 0.05 0.06 1.02237146523e+16
0.014 0.016 0.124 0.126 0.06 0.07 1.02237146523e+16
0.014 0.016 0.124 0.126 0.07 0.08 1.02237146523e+16
0.014 0.016 0.126 0.128 0.01 0.02 5.35979995064e+15
0.014 0.016 0.126 0.128 0.02 0.03 5.35979995064e+15
0.014 0.016 0.126 0.128 0.03 0.04 5.35979995064e+15
0.014 0.016 0.126 0.128 0.04 0.05 5.35979995064e+15
0.014 0.016 0.126 0.128 0.05 0.06 5.35979995064e+15
0.014 0.016 0.126 0.128 0.06 0.07 5.35979995064e+15
0.014 0.016 0.126 0.128 0.07 0.08 5.35979995064e+15
0.014 0.016 0.128 0.13 0.01 0.02 2.79393488126e+15
0.014 0.016 0.128 0.13 0.02 0.03 2.79393488126e+15
0.014 0.016 0.128 0.13 0.03 0.04 2.79393488126e+15
0.014 0.016 0.128 0.13 0.04 0.05 2.79393488126e+15
0.014 0.016 0.128 0.13 0.05 0.06 2.79393488126e+15
0.014 0.016 0.128 0.13 0.06 0.07 2.79393488126e+15
0.014 0.016 0.128 0.13 0.07 0.08 2.79393488126e+15
0.014 0.016 0.13 0.132 0.01 0.02 1.46058882002e+15
0.014 0.016 0.13 0.132 0.02 0.03 1.46058882002e+15
0.014 0.016 0.13 0.132 0.03 0.04 1.46058882002e+15
0.014 0.016 0.13 0.132 0.04 0.05 1.46058882002e+15
0.014 0.016 0.13 0.132 0.05 0.06 1.46058882002e+15
0.014 0.016 0.13 0.132 0.06 0.07 1.46058882002e+15
0.014 0.016 0.13 0.132 0.07 0.08 1.46058882002e+15
0.014 0.016 0.132 0.134 0.01 0.02 7.64302326192e+14
0.014 0.016 0.132 0.134 0.02 0.03 7.64302326192e+14
0.014 0.016 0.132 0.134 0.03 0.04 7.64302326192e+14
0.014 0.016 0.132 0.134 0.04 0.05 7.64302326192e+14
0.014 0.016 0.132 0.134 0.05 0.06 7.64302326192e+14
0.014 0.016 0.132 0.134 0.06 0.07 7.64302326192e+14
0.014 0.016 0.132 0.134 0.07 0.08 7.64302326192e+14
0.014 0.016 0.134 0.136 0.01 0.02 4.02556737675e+14
0.014 0.016 0.134 0.136 0.02 0.03 4.02556737675e+14
0.014 0.016 0.134 0.136 0.03 0.04 4.02556737675e+14
0.014 0.016 0.134 0.136 0.04 0.05 4.02556737675e+14
0.014 0.016 0.134 0.136 0.05 0.06 4.02556737675e+14
0.014 0.016 0.134 0.136 0.06 0.07 4.02556737675e+14
0.014 0.016 0.134 0.136 0.07 0.08 4.02556737675e+14
0.014 0.016 0.136 0.138 0.01 0.02 2.14225236454e+14
0.014 0.016 0.136 0.138 0.02 0.03 2.14225236454e+14
0.014 0.016 0.136 0.138 0.03 0.04 2.14225236454e+14
0.014 0.016 0.136 0.138 0.04 0.05 2.14225236454e+14
0.014 0.016 0.136 0.138 0.05 0.06 2.14225236454e+14
0.014 0.016 0.136 0.138 0.06 0.07 2.14225236454e+14
0.014 0.016 0.136 0.138 0.07 0.08 2.14225236454e+14
0.014 0.016 0.138 0.14 0.01 0.02 1.15313747504e+14
0.014 0.016 0.138 0.14 0.02 0.03 1.15313747504e+14
0.014 0.016 0.138 0.14 0.03 0.04 1.15313747504e+14
0.014 0.016 0.138 0.14 0.04 0.05 1.15313747504e+14
0.014 0.016 0.138 0.14 0.05 0.06 1.15313747504e+14
0.014 0.016 0.138 0.14 0.06 0.07 1.15313747504e+14
0.014 0.016 0.138 0.14 0.07 0.08 1.15313747504e+14
0.014 0.016 0.14 0.142 0.01 0.02 6.14119048228e+13
0.014 0.016 0.14 0.142 0.02 0.03 6.14119048228e+13
0.014 0.016 0.14 0.142 0.03 0.04 6.14119048228e+13
0.014 0.016 0.14 0.142 0.04 0.05 6.14119048228e+13
0.014 0.016 0.14 0.142 0.05 0.06 6.14119048228e+13
0.014 0.016 0.14 0.142 0.06 0.07 6.14119048228e+13
0.014 0.016 0.14 0.142 0.07 0.08 6.14119048228e+13
0.014 0.016 0.142 0.144 0.01 0.02 3.3236476976e+13
0.014 0.016 0.142 0.144 0.02 0.03 3.3236476976e+13
0.014 0.016 0.142 0.144 0.03 0.04 3.3236476976e+13
0.014 0.016 0.142 0.144 0.04 0.05 3.3236476976e+13
0.014 0.016 0.142 0.144 0.05 0.06 3.3236476976e+13
0.014 0.016 0.142 0.144 0.06 0.07 3.3236476976e+13
0.014 0.016 0.142 0.144 0.07 0.08 3.3236476976e+13
0.014 0.016 0.144 0.146 0.01 0.02 1.85047600698e+13
0.014 0.016 0.144 0.146 0.02 0.03 1.85047600698e+13
0.014 0.016 0.144 0.146 0.03 0.04 1.85047600698e+13
0.014 0.016 0.144 0.146 0.04 0.05 1.85047600698e+13
0.014 0.016 0.144 0.146 0.05 0.06 1.85047600698e+13
0.014 0.016 0.144 0.146 0.06 0.07 1.85047600698e+13
0.014 0.016 0.144 0.146 0.07 0.08 1.85047600698e+13
0.014 0.016 0.146 0.148 0.01 0.02 1.0267281635e+13
0.014 0.016 0.146 0.148 0.02 0.03 1.0267281635e+13
0.014 0.016 0.146 0.148 0.03 0.04 1.0267281635e+13
0.014 0.016 0.146 0.148 0.04 0.05 1.0267281635e+13
0.014 0.016 0.146 0.148 0.05 0.06 1.0267281635e+13
0.014 0.016 0.146 0.148 0.06 0.07 1.0267281635e+13
0.014 0.016 0.146 0.148 0.07 0.08 1.0267281635e+13
0.014 0.016 0.148 0.15 0.01 0.02 5.50421786352e+12
0.014 0.016 0.148 0.15 0.02 0.03 5.50421786352e+12
0.014 0.016 0.148 0.15 0.03 0.04 5.50421786352e+12
0.014 0.016 0.148 0.15 0.04 0.05 5.50421786352e+12
0.014 0.016 0.148 0.15 0.05 0.06 5.50421786352e+12
0.014 0.016 0.148 0.15 0.06 0.07 5.50421786352e+12
0.014 0.016 0.148 0.15 0.07 0.08 5.50421786352e+12
0.014 0.016 0.15 0.152 0.01 0.02 3.20962000337e+12
0.014 0.016 0.15 0.152 0.02 0.03 3.20962000337e+12
0.014 0.016 0.15 0.152 0.03 0.04 3.20962000337e+12
0.014 0.016 0.15 0.152 0.04 0.05 3.20962000337e+12
0.014 0.016 0.15 0.152 0.05 0.06 3.20962000337e+12
0.014 0.016 0.15 0.152 0.06 0.07 3.20962000337e+12
0.014 0.016 0.15 0.152 0.07 0.08 3.20962000337e+12
0.014 0.016 0.152 0.154 0.01 0.02 1.70526691991e+12
0.014 0.016 0.152 0.154 0.02 0.03 1.70526691991e+12
0.014 0.016 0.152 0.154 0.03 0.04 1.70526691991e+12
0.014 0.016 0.152 0.154 0.04 0.05 1.70526691991e+12
0.014 0.016 0.152 0.154 0.05 0.06 1.70526691991e+12
0.014 0.016 0.152 0.154 0.06 0.07 1.70526691991e+12
0.014 0.016 0.152 0.154 0.07 0.08 1.70526691991e+12
0.014 0.016 0.154 0.156 0.01 0.02 1.01833105804e+12
0.014 0.016 0.154 0.156 0.02 0.03 1.01833105804e+12
0.014 0.016 0.154 0.156 0.03 0.04 1.01833105804e+12
0.014 0.016 0.154 0.156 0.04 0.05 1.01833105804e+12
0.014 0.016 0.154 0.156 0.05 0.06 1.01833105804e+12
0.014 0.016 0.154 0.156 0.06 0.07 1.01833105804e+12
0.014 0.016 0.154 0.156 0.07 0.08 1.01833105804e+12
0.014 0.016 0.156 0.158 0.01 0.02 607217786484
0.014 0.016 0.156 0.158 0.02 0.03 607217786484
0.014 0.016 0.156 0.158 0.03 0.04 607217786484
0.014 0.016 0.156 0.158 0.04 0.05 607217786484
0.014 0.016 0.156 0.158 0.05 0.06 607217786484
0.014 0.016 0.156 0.158 0.06 0.07 607217786484
0.014 0.016 0.156 0.158 0.07 0.08 607217786484
0.014 0.016 0.158 0.16 0.01 0.02 453602478595
0.014 0.016 0.158 0.16 0.02 0.03 453602478595
0.014 0.016 0.158 0.16 0.03 0.04 453602478595
0.014 0.016 0.158 0.16 0.04 0.05 453602478595
0.014 0.016 0.158 0.16 0.05 0.06 453602478595
0.014 0.016 0.158 0.16 0.06 0.07 453602478595
0.014 0.016 0.158 0.16 0.07 0.08 453602478595
0.016 0.018 0.01 0.012 0.01 0.02 4.75689442009e+12
0.016 0.018 0.01 0.012 0.02 0.03 4.75689442009e+12
0.016 0.018 0.01 0.012 0.03 0.04 4.75689442009e+12
0.016 0.018 0.01 0.012 0.04 0.05 4.75689442009e+12
0.016 0.018 0.01 0.012 0.05 0.06 4.75689442009e+12
0.016 0.018 0.01 0.012 0.06 0.07 4.75689442009e+12
0.016 0.018 0.01 0.012 0.07 0.08 4.75689442009e+12
0.016 0.018 0.012 0.014 0.01 0.02 6.96096744865e+12
0.016 0.018 0.012 0.014 0.02 0.03 6.96096744865e+12
0.016 0.018 0.012 0.014 0.03 0.04 6.96096744865e+12
0.016 0.018 0.012 0.014 0.04 0.05 6.96096744865e+12
0.016 0.018 0.012 0.014 0.05 0.06 6.96096744865e+12
0.016 0.018 0.012 0.014 0.06 0.07 6.96096744865e+12
0.016 0.018 0.012 0.014 0.07 0.08 6.96096744865e+12
0.016 0.018 0.014 0.016 0.01 0.02 1.23897590745e+13
0.016 0.018 0.014 0.016 0.02 0.03 1.23897590745e+13
0.016 0.018 0.014 0.016 0.03 0.04 1.23897590745e+13
0.016 0.018 0.014 0.016 0.04 0.05 1.23897590745e+13
0.016 0.018 0.014 0.016 0.05 0.06 1.23897590745e+13
0.016 0.018 0.014 0.016 0.06 0.07 1.23897590745e+13
0.016 0.018 0.014 0.016 0.07 0.08 1.23897590745e+13
0.016 0.018 0.016 0.018 0.01 0.02 2.13357980142e+13
0.016 0.018 0.016 0.018 0.02 0.03 2.13357980142e+13
0.016 0.018 0.016 0.018 0.03 0.04 2.13357980142e+13
0.016 0.018 0.016 0.018 0.04 0.05 2.13357980142e+13
0.016 0.018 0.016 0.018 0.05 0.06 2.13357980142e+13
0.016 0.018 0.016 0.018 0.06 0.07 2.13357980142e+13
0.016 0.018 0.016 0.018 0.07 0.08 2.13357980142e+13
0.016 0.018 0.018 0.02 0.01 0.02 3.84851019235e+13
0.016 0.018 0.018 0.02 0.02 0.03 3.84851019235e+13
0.016 0.018 0.018 0.02 0.03 0.04 3.84851019235e+13
0.016 0.018 0.018 0.02 0.04 0.05 3.84851019235e+13
0.016 0.018 0.018 0.02 0.05 0.06 3.84851019235e+13
0.016 0.018 0.018 0.02 0.06 0.07 3.84851019235e+13
0.016 0.018 0.018 0.02 0.07 0.08 3.84851019235e+13
0.016 0.018 0.02 0.022 0.01 0.02 6.31697960988e+13
0.016 0.018 0.02 0.022 0.02 0.03 6.31697960988e+13
0.016 0.018 0.02 0.022 0.03 0.04 6.31697960988e+13
0.016 0.018 0.02 0.022 0.04 0.05 6.31697960988e+13
0.016 0.018 0.02 0.022 0.05 0.06 6.31697960988e+13
0.016 0.018 0.02 0.022 0.06 0.07 6.31697960988e+13
0.016 0.018 0.02 0.022 0.07 0.08 6.31697960988e+13
0.016 0.018 0.022 0.024 0.01 0.02 1.07923258624e+14
0.016 0.018 0.022 0.024 0.02 0.03 1.07923258624e+14
0.016 0.018 0.022 0.024 0.03 0.04 1.07923258624e+14
0.016 0.018 0.022 0.024 0.04 0.05 1.07923258624e+14
0.016 0.018 0.022 0.024 0.05 0.06 1.07923258624e+14
0.016 0.018 0.022 0.024 0.06 0.07 1.07923258624e+14
0.016 0.018 0.022 0.024 0.07 0.08 1.07923258624e+14
0.016 0.018 0.024 0.026 0.01 0.02 1.76371595497e+14
0.016 0.018 0.024 0.026 0.02 0.03 1.76371595497e+14
0.016 0.018 0.024 0.026 0.03 0.04 1.76371595497e+14
0.016 0.018 0.024 0.026 0.04 0.05 1.76371595497e+14
0.016 0.018 0.024 0.026 0.05 0.06 1.76371595497e+14
0.016 0.018 0.024 0.026 0.06 0.07 1.76371595497e+14
0.016 0.018 0.024 0.026 0.07 0.08 1.76371595497e+14
0.016 0.018 0.026 0.028 0.01 0.02 2.85478908019e+14
0.016 0.018 0.026 0.028 0.02 0.03 2.85478908019e+14
0.016 0.018 0.026 0.028 0.03 0.04 2.85478908019e+14
0.016 0.018 0.026 0.028 0.04 0.05 2.85478908019e+14
0.016 0.018 0.026 0.028 0.05 0.06 2.85478908019e+14
0.016 0.018 0.026 0.028 0.06 0.07 2.85478908019e+14
0.016 0.018 0.026 0.028 0.07 0.08 2.85478908019e+14
0.016 0.018 0.028 0.03 0.01 0.02 4.64595133906e+14
0.016 0.018 0.028 0.03 0.02 0.03 4.64595133906e+14
0.016 0.018 0.028 0.03 0.03 0.04 4.64595133906e+14
