# branch	q_real(1/m)	f(THz)	vg(m/s)
4	3.8333776349e+09	1.9100280000	2274.9461475555
4	3.9461186000e+09	1.9491120000	2077.6856897095
4	4.0588595651e+09	1.9845890000	1873.9046855807
4	4.1716005302e+09	2.0163600000	1665.6651882671
4	4.2843414953e+09	2.0443640000	1455.1128476139
4	4.3970824604e+09	2.0685790000	1244.5883725431
4	4.5098234255e+09	2.0890280000	1036.3767408119
4	4.6225643906e+09	2.1057710000	832.5678711007
4	4.7353053557e+09	2.1189060000	635.1680853427
4	4.8480463208e+09	2.1285650000	445.7275350027
4	4.9608488930e+09	2.1349060000	265.9879065129
4	5.0735898581e+09	2.1381130000	96.9722267699
4	5.1863308232e+09	2.1383860000	-60.5797761488
4	5.2990717883e+09	2.1359390000	-205.8987883916
4	5.4118127534e+09	2.1309970000	-220.9740684727
4	5.5245537185e+09	2.1280090000	438.6321326393
4	5.6372946836e+09	2.1467380000	1026.4008623109
4	5.7500356487e+09	2.1648430000	992.9342978423
4	5.8627766138e+09	2.1823710000	961.6691143837
4	5.9755175789e+09	2.1993540000	931.8529412102
4	6.0882585441e+09	2.2158120000	902.9006010913
4	6.2009995092e+09	2.2317560000	874.2667019369
4	6.3138020813e+09	2.2471950000	846.3251570864
4	6.4265430465e+09	2.2621360000	819.1366603814
4	6.5392840116e+09	2.2765910000	792.3299701077
4	6.6520249767e+09	2.2905700000	766.1363226469
4	6.7647659418e+09	2.3040850000	740.6671803286
4	6.8775069069e+09	2.3171500000	715.9504087352
4	6.9902478720e+09	2.3297780000	691.9302767020
4	7.1029888371e+09	2.3419810000	668.6067842289
4	7.2157298022e+09	2.3537720000	645.9799313159
4	7.3284707673e+09	2.3651630000	623.9382556334
4	7.4412117324e+09	2.3761630000	602.4817571815
4	7.5539526975e+09	2.3867840000	581.5547047952
4	7.6666936626e+09	2.3970330000	561.0735017275
4	7.7794346277e+09	2.4069190000	540.8625057548
4	7.8922371999e+09	2.4164480000	521.1947782728
4	8.0049781650e+09	2.4256280000	501.9984670286
4	8.1177191301e+09	2.4344630000	482.9384086635
4	8.2304600952e+09	2.4429590000	464.1291405400
4	8.3432010603e+09	2.4511190000	445.5427970757
4	8.4559420254e+09	2.4589480000	427.1515126884
4	8.5686829905e+09	2.4664480000	408.8995562130
4	8.6814239557e+09	2.4736220000	390.7869276496
4	8.7941649208e+09	2.4804720000	372.7578958335
4	8.9069058859e+09	2.4869990000	354.8403263470
4	9.0196468510e+09	2.4932060000	337.0063536077
4	9.1323878161e+09	2.4990930000	319.2002464509
4	9.2451287812e+09	2.5046610000	301.3675296037
4	9.3579313534e+09	2.5099110000	283.6498600873
4	9.4706723185e+09	2.5148430000	266.0048496395
4	9.5834132836e+09	2.5194570000	248.3380703946
4	9.6961542487e+09	2.5237550000	230.6434255673
4	9.8088952138e+09	2.5277340000	212.9487807401
