# branch	q_real(1/m)	f(THz)	vg(m/s)
17	2.7059063767e+09	5.2392220000	544.0754964603
17	2.8186473418e+09	5.2491350000	560.4883244970
17	2.9313883069e+09	5.2593360000	576.1487818086
17	3.0441292720e+09	5.2698110000	591.0847339778
17	3.1568702371e+09	5.2805480000	605.2404498396
17	3.2696112022e+09	5.2915310000	618.5880638117
17	3.3823521673e+09	5.3027470000	631.0108997091
17	3.4951547395e+09	5.3141820000	642.7948214158
17	3.6078957046e+09	5.3258210000	653.9494878838
17	3.7206366697e+09	5.3376500000	664.0925598792
17	3.8333776349e+09	5.3496530000	673.4275299850
17	3.9461186000e+09	5.3618170000	681.9822637833
17	4.0588595651e+09	5.3741270000	689.7010301096
17	4.1716005302e+09	5.3865680000	696.5559633812
17	4.2843414953e+09	5.3991240000	702.6027947632
17	4.3970824604e+09	5.4117820000	1259.6357870419
17	4.5098234255e+09	5.4443280000	1275.4634378480
17	4.6225643906e+09	5.4575540000	1541.3846907402
17	4.7353053557e+09	5.4996430000	2818.4921979501
17	4.8480463208e+09	5.5587000000	3212.2190549097
17	4.9608488930e+09	5.6149500000	3051.1999828899
17	5.0735898581e+09	5.6682270000	2882.2765160754
17	5.1863308232e+09	5.7183850000	2705.1907398908
17	5.2990717883e+09	5.7653070000	2522.3646537307
17	5.4118127534e+09	5.8089040000	2335.4144613746
17	5.5245537185e+09	5.8491170000	2146.2071568437
17	5.6372946836e+09	5.8859240000	1956.6375997416
17	5.7500356487e+09	5.9193340000	1768.4891873421
17	5.8627766138e+09	5.9493890000	1583.6846448312
17	5.9755175789e+09	5.9761670000	1404.0909662301
17	6.0882585441e+09	5.9997770000	1231.3800864830
17	6.2009995092e+09	6.0203570000	1066.8488550290
17	6.3138020813e+09	6.0380730000	912.5992699471
17	6.4265430465e+09	6.0531160000	769.7309827771
17	6.5392840116e+09	6.0656960000	638.7627454730
17	6.6520249767e+09	6.0760390000	520.8356007345
17	6.7647659418e+09	6.0843870000	416.5904569568
17	6.8775069069e+09	6.0909890000	326.4174322938
17	6.9902478720e+09	6.0961010000	250.6509137342
17	7.1029888371e+09	6.0999840000	189.3744980253
17	7.2157298022e+09	6.1028970000	142.4209916727
17	7.3284707673e+09	6.1050950000	109.5117388522
17	7.4412117324e+09	6.1068270000	90.2008902454
17	7.5539526975e+09	6.1083320000	83.7918062923
17	7.6666936626e+09	6.1098340000	89.3649227733
17	7.7794346277e+09	6.1115390000	105.8045736213
17	7.8922371999e+09	6.1136320000	131.7960605061
17	8.0049781650e+09	6.1162700000	165.8559464754
17	8.1177191301e+09	6.1195840000	206.3167721276
17	8.2304600952e+09	6.1236740000	251.4032844592
17	8.3432010603e+09	6.1286060000	299.3042206136
17	8.4559420254e+09	6.1344150000	348.2640488994
17	8.5686829905e+09	6.1411040000	396.5551032075
17	8.6814239557e+09	6.1486460000	442.6447765056
17	8.7941649208e+09	6.1569890000	485.1119240910
17	8.9069058859e+09	6.1660550000	522.7861915028
17	9.0196468510e+09	6.1757500000	554.7480145215
17	9.1323878161e+09	6.1859630000	580.2728880046
17	9.2451287812e+09	6.1965740000	598.7235113924
17	9.3579313534e+09	6.2074550000	610.0895635349
17	9.4706723185e+09	6.2184740000	614.2410329565
17	9.5834132836e+09	6.2294980000	610.8135663206
17	9.6961542487e+09	6.2403940000	600.1131826770
17	9.8088952138e+09	6.2510340000	582.3349411026
17	9.9216361789e+09	6.2612920000	557.7017662565
17	1.0034377144e+10	6.2710480000	526.6037762923
17	1.0147118109e+10	6.2801900000	489.3753581990
17	1.0259859074e+10	6.2886100000	446.3508989655
17	1.0372600039e+10	6.2962080000	398.0319790750
17	1.0485341004e+10	6.3028940000	344.9480445932
17	1.0598081970e+10	6.3085870000	287.7678694979
17	1.0710822935e+10	6.3132210000	227.3210428514
17	1.0823625507e+10	6.3167470000	165.3649154860
17	1.0936366472e+10	6.3191570000	104.6631275137
17	1.1049107437e+10	6.3205030000	49.1827529451
17	1.1161848402e+10	6.3209220000	23.3513580555
18	0.0000000000e+00	5.1149240000	12.4837809175
18	1.1274096511e+08	5.1151480000	24.9118306702
18	2.2548193021e+08	5.1158180000	49.7957957580
18	3.3822289532e+08	5.1169350000	74.7633575930
18	4.5096386042e+08	5.1185010000	99.8145161752
18	5.6370482553e+08	5.1205170000	124.9214059222
18	6.7644579063e+08	5.1229840000	149.9315995865
18	7.8924836283e+08	5.1258990000	174.9201995176
18	9.0198932793e+08	5.1292630000	254.4127673589
18	1.0147302930e+09	5.1350290000	412.3270228488
18	1.1274712581e+09	5.1440600000	393.5456203078
18	1.2402122232e+09	5.1491520000	296.0996786370
18	1.3529531884e+09	5.1546860000	320.5377944063
18	1.4656941535e+09	5.1606550000	344.5021952747
18	1.5784351186e+09	5.1670490000	367.9371500774
18	1.6911760837e+09	5.1738590000	390.8147932321
18	1.8039170488e+09	5.1810740000	413.1351247386
18	1.9166580139e+09	5.1886850000	434.8981445970
18	2.0293989790e+09	5.1966810000	456.0481216425
18	2.1421399441e+09	5.2050510000	476.4270189760
18	2.2549425163e+09	5.2137830000	496.2897522545
18	2.3676834814e+09	5.2228660000	515.6247368247
18	2.4804244465e+09	5.2322870000	534.1553491241
18	2.5931654116e+09	5.2420350000	551.9614562810
18	2.7059063767e+09	5.2520950000	569.0430582953
18	2.8186473418e+09	5.2624560000	585.4001551671
18	2.9313883069e+09	5.2731030000	601.0048813140
18	3.0441292720e+09	5.2840240000	615.8572367360
18	3.1568702371e+09	5.2952040000	629.9014902682
18	3.2696112022e+09	5.3066290000	643.1655074930
18	3.3823521673e+09	5.3182850000	655.4701981924
18	3.4951547395e+09	5.3301580000	667.1148300444
18	3.6078957046e+09	5.3422320000	678.1646789939
18	3.7206366697e+09	5.3544950000	688.1962886597
18	3.8333776349e+09	5.3669290000	697.3919308534
18	3.9461186000e+09	5.3795220000	705.7794711573
18	4.0588595651e+09	5.3922570000	713.3310439891
18	4.1716005302e+09	5.4051210000	720.0466493488
18	4.2843414953e+09	5.4180970000	725.8984216538
18	4.3970824604e+09	5.4311710000	994.9127541931
18	4.5098234255e+09	5.4538010000	2654.8654980671
18	4.6225643906e+09	5.5264450000	3988.2614817354
18	4.7353053557e+09	5.5969260000	3858.7979858812
18	4.8480463208e+09	5.6649240000	3710.2917173042
18	4.9608488930e+09	5.7301120000	3544.3417844285
18	5.0735898581e+09	5.7921530000	3360.5056413125
18	5.1863308232e+09	5.8507090000	3157.1704865022
18	5.2990717883e+09	5.9054530000	2936.1964180294
18	5.4118127534e+09	5.9560790000	2699.3668331681
18	5.5245537185e+09	6.0023240000	2449.5240213237
18	5.6372946836e+09	6.0439840000	2190.4855672855
18	5.7500356487e+09	6.0809330000	1926.9328888977
18	5.8627766138e+09	6.1131350000	1664.1604468173
18	5.9755175789e+09	6.1406540000	1407.4905672835
18	6.0882585441e+09	6.1636450000	1161.8554583823
18	6.2009995092e+09	6.1823490000	931.2919684463
18	6.3138020813e+09	6.1970750000	719.5992472909
18	6.4265430465e+09	6.2081800000	528.8608884671
18	6.5392840116e+09	6.2160540000	360.0511902568
18	6.6520249767e+09	6.2211010000	213.8404793770
18	6.7647659418e+09	6.2237280000	90.0336967510
18	6.8775069069e+09	6.2243320000	-11.8707381046
18	6.9902478720e+09	6.2233020000	-92.6251959147
18	7.1029888371e+09	6.2210080000	-153.2607032283
18	7.2157298022e+09	6.2178020000	-194.8082865943
18	7.3284707673e+09	6.2140170000	-218.3825693091
18	7.4412117324e+09	6.2099650000	-225.2096369983
18	7.5539526975e+09	6.2059350000	-216.5713064527
18	7.6666936626e+09	6.2021930000	-193.7772600453
18	7.7794346277e+09	6.1989810000	-158.3168488388
18	7.8922371999e+09	6.1965100000	-111.9333272275
18	8.0049781650e+09	6.1949630000	-56.3999387880
18	8.1177191301e+09	6.1944860000	6.3533527884
18	8.2304600952e+09	6.1951910000	74.2060459449
18	8.3432010603e+09	6.1971490000	145.0124908363
18	8.4559420254e+09	6.2003950000	216.6827687824
18	8.5686829905e+09	6.2049250000	287.0712299377
18	8.6814239557e+09	6.2106970000	354.2551491165
18	8.7941649208e+09	6.2176380000	416.6183225392
18	8.9069058859e+09	6.2256480000	472.6560087560
18	9.0196468510e+09	6.2346000000	521.1978533057
18	9.1323878161e+09	6.2443520000	561.4914854635
18	9.2451287812e+09	6.2547500000	592.7340476408
18	9.3579313534e+09	6.2656290000	614.9368504781
18	9.4706723185e+09	6.2768240000	628.1180929942
18	9.5834132836e+09	6.2881700000	631.9356777837
18	9.6961542487e+09	6.2995020000	626.8641417860
18	9.8088952138e+09	6.3106660000	613.3214687371
18	9.9216361789e+09	6.3215120000	591.6977767907
18	1.0034377144e+10	6.3319000000	562.5782431773
18	1.0147118109e+10	6.3417010000	526.5480451275
18	1.0259859074e+10	6.3507960000	484.2202254541
18	1.0372600039e+10	6.3590780000	436.2356925524
18	1.0485341004e+10	6.3664510000	383.2632204003
18	1.0598081970e+10	6.3728320000	325.9994485577
18	1.0710822935e+10	6.3781500000	265.0685934719
18	1.0823625507e+10	6.3823470000	201.3295559665
18	1.0936366472e+10	6.3853770000	135.4545960714
18	1.1049107437e+10	6.3872080000	68.1034833981
18	1.1161848402e+10	6.3878210000	34.1632040287
19	0.0000000000e+00	5.1149250000	131.7484736115
19	1.1274096511e+08	5.1172890000	147.5482588352
19	2.2548193021e+08	5.1202200000	117.0633116840
19	3.3822289532e+08	5.1214900000	84.7671016764
19	4.5096386042e+08	5.1232620000	112.5769529168
19	5.6370482553e+08	5.1255300000	140.0245515858
19	6.7644579063e+08	5.1282870000	167.0363937423
19	7.8924836283e+08	5.1315260000	193.6686139587
19	9.0198932793e+08	5.1352390000	219.9709075062
19	1.0147302930e+09	5.1394200000	951.8046982123
19	1.1274712581e+09	5.1693960000	1871.5082454939
19	1.2402122232e+09	5.2065820000	2144.4794907346
19	1.3529531884e+09	5.2463540000	2281.5224250031
19	1.4656941535e+09	5.2884580000	2403.8244661793
19	1.5784351186e+09	5.3326190000	2510.3267221317
19	1.6911760837e+09	5.3785450000	2599.8867039818
19	1.8039170488e+09	5.4259200000	2671.4176540158
19	1.9166580139e+09	5.4744130000	2723.9721424319
19	2.0293989790e+09	5.5236740000	2756.5191426811
19	2.1421399441e+09	5.5733350000	2767.5779807736
19	2.2549425163e+09	5.6230200000	2758.1062706548
19	2.3676834814e+09	5.6723410000	2727.8454583862
19	2.4804244465e+09	5.7209130000	2675.5138946293
19	2.5931654116e+09	5.7683560000	2602.5060687279
19	2.7059063767e+09	5.8143080000	2510.1037974725
19	2.8186473418e+09	5.8584350000	2400.2576716314
19	2.9313883069e+09	5.9004450000	2275.6149215332
19	3.0441292720e+09	5.9400990000	2139.3800891545
19	3.1568702371e+09	5.9772200000	1995.2314313727
19	3.2696112022e+09	6.0117010000	1847.0979953070
19	3.3823521673e+09	6.0435060000	1698.6119199534
19	3.4951547395e+09	6.0726750000	1554.6976420894
19	3.6078957046e+09	6.0993140000	1418.9711872344
19	3.7206366697e+09	6.1235970000	1294.1055124770
19	3.8333776349e+09	6.1457550000	1183.7299405703
19	3.9461186000e+09	6.1660770000	1090.8818199964
19	4.0588595651e+09	6.1849030000	1018.5427680726
19	4.1716005302e+09	6.2026290000	969.8615956108
19	4.2843414953e+09	6.2197080000	948.3772315765
19	4.3970824604e+09	6.2366630000	958.1301854183
19	4.5098234255e+09	6.2540920000	1003.5510847386
19	4.6225643906e+09	6.2726770000	1089.5164064585
19	4.7353053557e+09	6.2931910000	1220.5682405099
19	4.8480463208e+09	6.3164790000	1399.2780222281
19	4.9608488930e+09	6.3434200000	1626.0697636317
19	5.0735898581e+09	6.3748490000	1895.5283775271
19	5.1863308232e+09	6.4114440000	2194.6375390639
19	5.2990717883e+09	6.4536070000	2506.0911536061
19	5.4118127534e+09	6.5013790000	2809.6866739101
19	5.5245537185e+09	6.5544370000	3087.1442779181
19	5.6372946836e+09	6.6121660000	3325.6457977236
19	5.7500356487e+09	6.6737830000	3519.2837298569
19	5.8627766138e+09	6.7384610000	3667.8908808235
19	5.9755175789e+09	6.8054110000	3775.0897763361
19	6.0882585441e+09	6.8739360000	3846.3142049636
19	6.2009995092e+09	6.9434420000	3886.2705197177
19	6.3138020813e+09	7.0134390000	3902.5952906872
19	6.4265430465e+09	7.0835310000	3899.9275855111
19	6.5392840116e+09	7.1533940000	3880.0036940914
19	6.6520249767e+09	7.2227710000	3847.0944412710
19	6.7647659418e+09	7.2914530000	3803.6241327190
19	6.8775069069e+09	7.3592700000	3751.6548215334
19	6.9902478720e+09	7.4260870000	3692.7469803289
19	7.1029888371e+09	7.4917900000	3628.1266947314
19	7.2157298022e+09	7.5562880000	3558.8249912898
19	7.3284707673e+09	7.6195040000	3485.6499718939
19	7.4412117324e+09	7.6813760000	3409.2704105214
19	7.5539526975e+09	7.7418510000	3330.1321564908
19	7.6666936626e+09	7.8008830000	3248.6531935382
19	7.7794346277e+09	7.8584340000	3164.3312028678
19	7.8922371999e+09	7.9144710000	3079.1136697695
19	8.0049781650e+09	7.9689630000	2992.9028782239
19	8.1177191301e+09	8.0218760000	2903.4543587034
19	8.2304600952e+09	8.0731580000	2807.4574273177
19	8.3432010603e+09	8.1226260000	2641.9915989960
19	8.4559420254e+09	8.1679700000	2293.4210286901
19	8.5686829905e+09	8.2049290000	1989.2124655732
19	8.6814239557e+09	8.2393560000	1875.2143679538
19	8.7941649208e+09	8.2722240000	1790.2800727829
19	8.9069058859e+09	8.3036030000	1707.3520995452
19	9.0196468510e+09	8.3334950000	1624.2012016483
19	9.1323878161e+09	8.3618900000	1540.4651265209
19	9.2451287812e+09	8.3887770000	1455.7739872898
19	9.3579313534e+09	8.4141470000	1370.9464657846
19	9.4706723185e+09	8.4379890000	1285.9966279972
19	9.5834132836e+09	8.4602970000	1200.3935588485
19	9.6961542487e+09	8.4810670000	1114.5396994583
19	9.8088952138e+09	8.5002940000	1028.4907809913
19	9.9216361789e+09	8.5179760000	942.3582657770
19	1.0034377144e+10	8.5341120000	856.2257505627
19	1.0147118109e+10	8.5487030000	770.1211009308
19	1.0259859074e+10	8.5617490000	684.1000480461
19	1.0372600039e+10	8.5732530000	598.1904574911
19	1.0485341004e+10	8.5832160000	512.3923292657
19	1.0598081970e+10	8.5916410000	426.7335289523
19	1.0710822935e+10	8.5985300000	341.0929961608
19	1.0823625507e+10	8.6038850000	255.7083152368
19	1.0936366472e+10	8.6077090000	170.4537675722
19	1.1049107437e+10	8.6100020000	85.2129509949
19	1.1161848402e+10	8.6107670000	42.6343410798
20	0.0000000000e+00	5.1192000000	14.2114470266
20	1.1274096511e+08	5.1194550000	144.0093298697
20	2.2548193021e+08	5.1243680000	464.6028554409
20	3.3822289532e+08	5.1361280000	784.1653544630
20	4.5096386042e+08	5.1525090000	1039.4140892940
20	5.6370482553e+08	5.1734290000	1289.2847667209
20	6.7644579063e+08	5.1987770000	1531.8819638915
20	7.8924836283e+08	5.2284180000	1766.6689429541
20	9.0198932793e+08	5.2621940000	1992.4170075498
20	1.0147302930e+09	5.2999190000	2206.8147985750
20	1.1274712581e+09	5.3413890000	2409.0910612539
20	1.2402122232e+09	5.3863730000	2597.9082476310
20	1.3529531884e+09	5.4346190000	2771.9566753335
20	1.4656941535e+09	5.4858490000	2929.7037373290
20	1.5784351186e+09	5.5397560000	3069.5053642556
20	1.6911760837e+09	5.5960030000	3189.4109653449
20	1.8039170488e+09	5.6542130000	3287.1076972573
20	1.9166580139e+09	5.7139660000	3360.3384478180
20	2.0293989790e+09	5.7748040000	3407.4034165003
20	2.1421399441e+09	5.8362460000	3426.6697151878
20	2.2549425163e+09	5.8978090000	3420.5966775234
20	2.3676834814e+09	5.9590330000	3390.4332768156
20	2.4804244465e+09	6.0194800000	3335.9560632135
20	2.5931654116e+09	6.0787490000	3260.3010069836
20	2.7059063767e+09	6.1364810000	3166.3382631134
20	2.8186473418e+09	6.1923780000	3057.7182228982
20	2.9313883069e+09	6.2462120000	2938.6207236987
20	3.0441292720e+09	6.2978350000	2813.3649307876
20	3.1568702371e+09	6.3471740000	2686.0470847785
20	3.2696112022e+09	6.3942280000	2560.1225178897
20	3.3823521673e+09	6.4390480000	2437.5445990751
20	3.4951547395e+09	6.4817270000	2321.5161501198
20	3.6078957046e+09	6.5223820000	2212.9452267041
20	3.7206366697e+09	6.5611420000	2111.0965230133
20	3.8333776349e+09	6.5981420000	2016.7157954071
20	3.9461186000e+09	6.6335150000	1929.7473127206
20	4.0588595651e+09	6.6673940000	1850.1910749540
20	4.1716005302e+09	6.6999120000	1778.1585444367
20	4.2843414953e+09	6.7312060000	1713.9562425752
20	4.3970824604e+09	6.7614200000	1658.2250777650
20	4.5098234255e+09	6.7907140000	1611.8567486428
20	4.6225643906e+09	6.8192640000	1575.9101473402
20	4.7353053557e+09	6.8472680000	1551.7785529773
20	4.8480463208e+09	6.8749520000	1540.5179348821
20	4.9608488930e+09	6.9025670000	1544.3623348715
20	5.0735898581e+09	6.9303890000	1564.5967208837
20	5.1863308232e+09	6.9587150000	1601.1842305816
20	5.2990717883e+09	6.9878500000	1654.6861487995
20	5.4118127534e+09	7.0180960000	1724.3779703948
20	5.5245537185e+09	7.0497320000	1808.4484325111
20	5.6372946836e+09	7.0829950000	1904.0831113255
20	5.7500356487e+09	7.1180630000	2007.5201532134
20	5.8627766138e+09	7.1550380000	2114.3567961547
20	5.9755175789e+09	7.1939400000	2220.0788157997
20	6.0882585441e+09	7.2347090000	2320.3670468759
20	6.2009995092e+09	7.2772100000	2410.9959527715
20	6.3138020813e+09	7.3212550000	2490.6140337114
20	6.4265430465e+09	7.3666140000	2557.5310187260
20	6.5392840116e+09	7.4130360000	2609.5281954940
20	6.6520249767e+09	7.4602610000	2647.2303284881
20	6.7647659418e+09	7.5080360000	2671.1668637741
20	6.8775069069e+09	7.5561200000	2682.0901720770
20	6.9902478720e+09	7.6042870000	2681.0870111104
20	7.1029888371e+09	7.6523350000	2669.3277353354
20	7.2157298022e+09	7.7000800000	2647.8991024659
20	7.3284707673e+09	7.7473590000	2617.8878702155
20	7.4412117324e+09	7.7940270000	2580.3529307158
20	7.5539526975e+09	7.8399590000	2536.1859826037
20	7.6666936626e+09	7.8850420000	2486.2229933512
20	7.7794346277e+09	7.9291810000	2430.6079643115
20	7.8922371999e+09	7.9722920000	2371.3540601271
20	8.0049781650e+09	8.0143040000	2309.2765450786
20	8.1177191301e+09	8.0551640000	2244.3218724923
20	8.2304600952e+09	8.0948450000	2181.9308334871
20	8.3432010603e+09	8.1334660000	2185.5533591998
20	8.4559420254e+09	8.1732770000	2369.2711439969
20	8.5686829905e+09	8.2184910000	2505.9796912765
20	8.6814239557e+09	8.2632080000	2450.1649297190
20	8.7941649208e+09	8.3064190000	2363.3636405270
20	8.9069058859e+09	8.3480210000	2272.8283632927
20	9.0196468510e+09	8.3879830000	2181.0391348502
20	9.1323878161e+09	8.4262910000	2088.6089980123
20	9.2451287812e+09	8.4629360000	1995.1600205849
20	9.3579313534e+09	8.4979100000	1901.9193918566
20	9.4706723185e+09	8.5312080000	1808.8664162472
20	9.5834132836e+09	8.5628240000	1715.0151347066
20	9.6961542487e+09	8.5927540000	1620.9687940893
20	9.8088952138e+09	8.6209950000	1526.6995288127
20	9.9216361789e+09	8.6475420000	1432.2630700417
20	1.0034377144e+10	8.6723940000	1337.6872833587
20	1.0147118109e+10	8.6955470000	1242.9164375988
20	1.0259859074e+10	8.7169980000	1148.0062639269
20	1.0372600039e+10	8.7367450000	1052.9567623430
20	1.0485341004e+10	8.7547850000	957.6564705174
20	1.0598081970e+10	8.7711120000	861.8824637909
20	1.0710822935e+10	8.7857150000	764.9241660065
20	1.0823625507e+10	8.7985700000	665.4433517881
20	1.0936366472e+10	8.8096020000	555.2495950048
20	1.1049107437e+10	8.8184960000	374.0397126241
20	1.1161848402e+10	8.8230250000	252.4064454257
21	0.0000000000e+00	5.1192010000	134.2563760280
21	1.1274096511e+08	5.1216100000	268.0947683198
21	2.2548193021e+08	5.1288220000	534.4897361129
21	3.3822289532e+08	5.1407910000	797.4851028526
21	4.5096386042e+08	5.1574410000	1055.5482615066
21	5.6370482553e+08	5.1786710000	1307.2023362074
21	6.7644579063e+08	5.2043520000	1550.6860942744
21	7.8924836283e+08	5.2343350000	1785.5287892789
21	9.0198932793e+08	5.2684460000	2010.5575016955
21	1.0147302930e+09	5.3064870000	2223.5898791829
21	1.1274712581e+09	5.3482430000	2423.9434166758
21	1.2402122232e+09	5.3934740000	2610.5313564606
21	1.3529531884e+09	5.4419260000	2782.3505375706
21	1.4656941535e+09	5.4933230000	2938.4256646218
21	1.5784351186e+09	5.5473760000	3078.1994259660
21	1.6911760837e+09	5.6037890000	3201.2538378671
21	1.8039170488e+09	5.6622580000	3307.4495724131
21	1.9166580139e+09	5.7224820000	3396.9538230984
21	2.0293989790e+09	5.7841630000	3469.5715308462
21	2.1421399441e+09	5.8469930000	3523.3925902834
21	2.2549425163e+09	5.9106400000	3559.0229351127
21	2.3676834814e+09	5.9747490000	3575.4328784033
21	2.4804244465e+09	6.0389500000	3570.5842670648
21	2.5931654116e+09	6.1028850000	3546.5084038668
21	2.7059063767e+09	6.1662220000	3505.1280139951
21	2.8186473418e+09	6.2286720000	3449.1739245256
21	2.9313883069e+09	6.2900010000	3381.9900053468
21	3.0441292720e+09	6.3500400000	3307.1709165890
21	3.1568702371e+09	6.4086840000	3228.2834528001
21	3.2696112022e+09	6.4658920000	3148.6436182862
21	3.3823521673e+09	6.5216780000	3070.2269770405
21	3.4951547395e+09	6.5761020000	2996.8490815907
21	3.6078957046e+09	6.6292540000	2929.8430652411
21	3.7206366697e+09	6.6812440000	2868.3715904553
21	3.8333776349e+09	6.7321900000	2813.5878554468
21	3.9461186000e+09	6.7822140000	2765.4361290507
21	4.0588595651e+09	6.8314320000	2723.6377554430
21	4.1716005302e+09	6.8799560000	2687.7468853052
21	4.2843414953e+09	6.9278860000	2657.3176693188
21	4.3970824604e+09	6.9753180000	2631.9878549125
21	4.5098234255e+09	7.0223390000	2611.3115927679
21	4.6225643906e+09	7.0690290000	2594.9823614785
21	4.7353053557e+09	7.1154640000	2582.6657740554
21	4.8480463208e+09	7.1617120000	2573.3800653671
21	4.9608488930e+09	7.2078390000	2568.3377726274
21	5.0735898581e+09	7.2539060000	2567.1167790734
21	5.1863308232e+09	7.2999640000	2567.9248809631
21	5.2990717883e+09	7.3460600000	2571.0736917749
21	5.4118127534e+09	7.3922310000	2575.9780342782
21	5.5245537185e+09	7.4385030000	2582.0248656601
21	5.6372946836e+09	7.4848910000	2588.5175463605
21	5.7500356487e+09	7.5313960000	2594.7315712369
21	5.8627766138e+09	7.5780070000	2599.8867039818
21	5.9755175789e+09	7.6246970000	2603.2305738704
21	6.0882585441e+09	7.6714280000	2604.0944069250
21	6.2009995092e+09	7.7181490000	2601.0987464502
21	6.3138020813e+09	7.7647980000	2595.1649986405
21	6.4265430465e+09	7.8113060000	2585.8424504496
21	6.5392840116e+09	7.8575950000	2571.3523475989
21	6.6520249767e+09	7.9035830000	2552.2644236514
21	6.7647659418e+09	7.9491870000	2528.4114851126
21	6.8775069069e+09	7.9943190000	2499.7378008178
21	6.9902478720e+09	8.0388940000	2466.3826986788
21	7.1029888371e+09	8.0828290000	2428.4297754430
21	7.2157298022e+09	8.1260420000	2386.0183590224
21	7.3284707673e+09	8.1684550000	2339.3992396586
21	7.4412117324e+09	8.2099950000	2288.7953420108
21	7.5539526975e+09	8.2505920000	2234.4574563208
21	7.6666936626e+09	8.2901820000	2176.6363728302
21	7.7794346277e+09	8.3287040000	2114.9771535878
21	7.8922371999e+09	8.3661020000	2050.9595363730
21	8.0049781650e+09	8.4023260000	1984.7818379708
21	8.1177191301e+09	8.4373290000	1915.5637312764
21	8.2304600952e+09	8.4710690000	1844.0885124072
21	8.3432010603e+09	8.5035070000	1770.5233748577
21	8.4559420254e+09	8.5346070000	1695.1191088694
21	8.5686829905e+09	8.5643390000	1618.0707735192
21	8.6814239557e+09	8.5926740000	1539.5176967190
21	8.7941649208e+09	8.6195870000	1459.5713407987
21	8.9069058859e+09	8.6450530000	1378.3988992526
21	9.0196468510e+09	8.6690530000	1296.1396999926
21	9.1323878161e+09	8.6915670000	1212.8773397660
21	9.2451287812e+09	8.7125790000	1128.4149708012
21	9.3579313534e+09	8.7320730000	1043.4760174123
21	9.4706723185e+09	8.7500360000	958.0187230887
21	9.5834132836e+09	8.7664530000	871.6075520503
21	9.6961542487e+09	8.7813150000	784.5554726167
21	9.8088952138e+09	8.7946080000	696.8903503701
21	9.9216361789e+09	8.8063240000	608.7236476402
21	1.0034377144e+10	8.8164530000	520.0274988447
21	1.0147118109e+10	8.8249860000	430.8576351483
21	1.0259859074e+10	8.8319150000	341.2697877157
21	1.0372600039e+10	8.8372330000	251.3475532943
21	1.0485341004e+10	8.8409350000	161.2302597961
21	1.0598081970e+10	8.8430190000	71.1408318803
21	1.0710822935e+10	8.8434880000	-18.3026869061
21	1.0823625507e+10	8.8423620000	-105.2195562316
21	1.0936366472e+10	8.8397110000	-181.5442693695
21	1.1049107437e+10	8.8358470000	-187.1452514329
21	1.1161848402e+10	8.8329950000	-158.9452820388
22	0.0000000000e+00	6.4501060000	40.6837503115
22	1.1274096511e+08	6.4508360000	81.4789629526
22	2.2548193021e+08	6.4530300000	163.4037752237
22	3.3822289532e+08	6.4567000000	246.1645549670
22	4.5096386042e+08	6.4618640000	330.1514203361
22	5.6370482553e+08	6.4685480000	415.8659518143
22	6.7644579063e+08	6.4767880000	503.5606826693
22	7.8924836283e+08	6.4866240000	593.9876563330
22	9.0198932793e+08	6.4981100000	687.7225737588
22	1.0147302930e+09	6.5113040000	784.9177251879
22	1.1274712581e+09	6.5262780000	886.3484451427
22	1.2402122232e+09	6.5431120000	992.5999108535
22	1.3529531884e+09	6.5618990000	1104.3408962980
22	1.4656941535e+09	6.5827430000	1222.3516377838
22	1.5784351186e+09	6.6057650000	1347.4959683653
22	1.6911760837e+09	6.6311000000	1480.6098555146
22	1.8039170488e+09	6.6588990000	1622.6407290336
22	1.9166580139e+09	6.6893310000	1774.5081531416
22	2.0293989790e+09	6.7225800000	1937.0759608932
22	2.1421399441e+09	6.7588460000	2110.4363043249
22	2.2549425163e+09	6.7983370000	2295.9146748279
22	2.3676834814e+09	6.8412610000	2493.3844480294
22	2.4804244465e+09	6.8878160000	2700.4814564643
22	2.5931654116e+09	6.9381720000	2915.7430805441
22	2.7059063767e+09	6.9924520000	3136.1041062039
22	2.8186473418e+09	7.0507160000	3357.5797551599
22	2.9313883069e+09	7.1129440000	3575.4328784033
22	3.0441292720e+09	7.1790260000	3784.8427301779
22	3.1568702371e+09	7.2487690000	3981.3786828813
22	3.2696112022e+09	7.3219040000	4161.9755224490
22	3.3823521673e+09	7.3981280000	4324.6992663347
22	3.4951547395e+09	7.4771450000	4472.9315296941
22	3.6078957046e+09	7.5586900000	4608.3542869969
22	3.7206366697e+09	7.6425230000	4729.3745113825
22	3.8333776349e+09	7.7284110000	4837.2421808728
22	3.9461186000e+09	7.8161150000	4931.3999838197
22	4.0588595651e+09	7.9053820000	5011.3184741577
22	4.1716005302e+09	7.9959540000	5075.3257169422
22	4.2843414953e+09	8.0875180000	4922.8173844390
22	4.3970824604e+09	8.1726170000	4284.1103701308
22	4.5098234255e+09	8.2412600000	3776.3158619619
22	4.6225643906e+09	8.3081360000	3666.1353491320
22	4.7353053557e+09	8.3728250000	3531.0987367968
22	4.8480463208e+09	8.4348550000	3374.7424573600
22	4.9608488930e+09	8.4939660000	3211.8290433165
22	5.0735898581e+09	8.5501480000	3054.9595302401
22	5.1863308232e+09	8.6035980000	2911.8140334249
22	5.2990717883e+09	8.6546430000	2787.9793852165
