idxcell,idycell,idzcell,Temperature
1,1,1,273.0
1,2,1,276.44827586206895
1,3,1,279.8965517241379
1,4,1,283.3448275862069
1,5,1,286.7931034482759
1,6,1,290.2413793103448
1,7,1,293.6896551724138
1,8,1,297.13793103448273
1,9,1,300.58620689655174
1,10,1,304.0344827586207
1,11,1,307.48275862068965
1,12,1,310.9310344827586
1,13,1,314.37931034482756
1,14,1,317.82758620689657
1,15,1,321.2758620689655
1,16,1,324.7241379310345
1,17,1,328.17241379310343
1,18,1,331.62068965517244
1,19,1,335.0689655172414
1,20,1,338.51724137931035
1,21,1,341.9655172413793
1,22,1,345.41379310344826
1,23,1,348.8620689655172
1,24,1,352.3103448275862
1,25,1,355.7586206896552
1,26,1,359.2068965517241
1,27,1,362.65517241379314
1,28,1,366.1034482758621
1,29,1,369.55172413793105
1,30,1,373.0
