idxcell,idycell,idzcell,Temperature
1,1,1,303.0
1,2,1,304.37931034482756
1,3,1,305.7586206896552
1,4,1,307.13793103448273
1,5,1,308.51724137931035
1,6,1,309.8965517241379
1,7,1,311.2758620689655
1,8,1,312.6551724137931
1,9,1,314.0344827586207
1,10,1,315.41379310344826
1,11,1,316.7931034482759
1,12,1,318.17241379310343
1,13,1,319.55172413793105
1,14,1,320.9310344827586
1,15,1,322.3103448275862
1,16,1,323.6896551724138
1,17,1,325.0689655172414
1,18,1,326.44827586206895
1,19,1,327.82758620689657
1,20,1,329.2068965517241
1,21,1,330.58620689655174
1,22,1,331.9655172413793
1,23,1,333.3448275862069
1,24,1,334.7241379310345
1,25,1,336.1034482758621
1,26,1,337.48275862068965
1,27,1,338.8620689655172
1,28,1,340.2413793103448
1,29,1,341.62068965517244
1,30,1,343.0
